k,target_new,target_unknown,old_acc,min_old,seen_new_acc,min_seen,known_vs_unknown_auroc,unknown_fpr95_known,known_avg,known_floor,joint_score
5,"18-5,2-5,3-8,4-10,8-18","10-10,11-10,19-3,2-13,8-3",0.8833333333333333,0.75,0.24,0.2,0.6242272727272727,0.96,0.5616666666666666,0.2,0.040000000000000036
5,"18-5,2-5,3-8,4-10,8-3","10-10,11-10,19-3,2-13,8-18",0.8,0.2,0.35,0.2,0.6735,0.89,0.575,0.2,0.10999999999999999
5,"18-5,2-5,3-8,8-18,8-3","10-10,11-10,19-3,2-13,4-10",0.825,0.25,0.36,0.2,0.6653181818181818,0.92,0.5925,0.2,0.07999999999999996
5,"18-5,2-5,4-10,8-18,8-3","10-10,11-10,19-3,2-13,3-8",0.7916666666666666,0.2,0.37,0.2,0.616909090909091,0.95,0.5808333333333333,0.2,0.050000000000000044
5,"18-5,3-8,4-10,8-18,8-3","10-10,11-10,19-3,2-13,2-5",0.7916666666666666,0.2,0.36,0.2,0.6871363636363637,0.83,0.5758333333333333,0.2,0.17000000000000004
5,"19-3,2-13,2-5,3-8,4-10","10-10,11-10,18-5,8-18,8-3",0.875,0.65,0.26,0.25,0.5540909090909091,0.88,0.5675,0.25,0.12
5,"19-3,2-13,2-5,3-8,8-18","10-10,11-10,18-5,4-10,8-3",0.8916666666666667,0.65,0.29,0.25,0.5425454545454546,0.93,0.5908333333333333,0.25,0.06999999999999995
5,"19-3,2-13,2-5,3-8,8-3","10-10,11-10,18-5,4-10,8-18",0.8083333333333333,0.1,0.4,0.25,0.6274545454545455,0.87,0.6041666666666667,0.1,0.13
5,"19-3,2-13,2-5,4-10,8-18","10-10,11-10,18-5,3-8,8-3",0.8666666666666667,0.65,0.29,0.25,0.4864545454545455,0.95,0.5783333333333334,0.25,0.050000000000000044
5,"19-3,2-13,2-5,4-10,8-3","10-10,11-10,18-5,3-8,8-18",0.7833333333333333,0.1,0.4,0.25,0.5806818181818182,0.88,0.5916666666666667,0.1,0.12
5,"19-3,2-13,2-5,8-18,8-3","10-10,11-10,18-5,3-8,4-10",0.8,0.1,0.43,0.25,0.5671818181818182,0.95,0.615,0.1,0.050000000000000044
5,"19-3,2-13,3-8,4-10,8-18","10-10,11-10,18-5,2-5,8-3",0.8666666666666667,0.65,0.27,0.25,0.5754545454545454,0.89,0.5683333333333334,0.25,0.10999999999999999
5,"19-3,2-13,3-8,4-10,8-3","10-10,11-10,18-5,2-5,8-18",0.7833333333333333,0.1,0.38,0.25,0.6496818181818181,0.79,0.5816666666666667,0.1,0.20999999999999996
5,"19-3,2-13,3-8,8-18,8-3","10-10,11-10,18-5,2-5,4-10",0.8,0.1,0.41,0.25,0.6393181818181818,0.88,0.605,0.1,0.12
5,"19-3,2-13,4-10,8-18,8-3","10-10,11-10,18-5,2-5,3-8",0.775,0.1,0.41,0.25,0.5902272727272727,0.88,0.5925,0.1,0.12
5,"19-3,2-5,3-8,4-10,8-18","10-10,11-10,18-5,2-13,8-3",0.8666666666666667,0.65,0.26,0.25,0.5458636363636363,0.95,0.5633333333333334,0.25,0.050000000000000044
5,"19-3,2-5,3-8,4-10,8-3","10-10,11-10,18-5,2-13,8-18",0.7833333333333333,0.1,0.37,0.25,0.6307272727272727,0.88,0.5766666666666667,0.1,0.12
5,"19-3,2-5,3-8,8-18,8-3","10-10,11-10,18-5,2-13,4-10",0.8,0.1,0.4,0.25,0.619,0.93,0.6000000000000001,0.1,0.06999999999999995
5,"19-3,2-5,4-10,8-18,8-3","10-10,11-10,18-5,2-13,3-8",0.775,0.1,0.4,0.25,0.5760454545454545,0.93,0.5875,0.1,0.06999999999999995
5,"19-3,3-8,4-10,8-18,8-3","10-10,11-10,18-5,2-13,2-5",0.775,0.1,0.38,0.25,0.642,0.89,0.5775,0.1,0.10999999999999999
5,"2-13,2-5,3-8,4-10,8-18","10-10,11-10,18-5,19-3,8-3",0.8833333333333333,0.75,0.27,0.25,0.5583181818181818,0.95,0.5766666666666667,0.25,0.050000000000000044
5,"2-13,2-5,3-8,4-10,8-3","10-10,11-10,18-5,19-3,8-18",0.8,0.2,0.38,0.25,0.616,0.84,0.5900000000000001,0.2,0.16000000000000003
5,"2-13,2-5,3-8,8-18,8-3","10-10,11-10,18-5,19-3,4-10",0.825,0.25,0.39,0.25,0.6067272727272728,0.91,0.6074999999999999,0.25,0.08999999999999997
5,"2-13,2-5,4-10,8-18,8-3","10-10,11-10,18-5,19-3,3-8",0.7916666666666666,0.2,0.41,0.25,0.5557727272727273,0.94,0.6008333333333333,0.2,0.06000000000000005
5,"2-13,3-8,4-10,8-18,8-3","10-10,11-10,18-5,19-3,2-5",0.7916666666666666,0.2,0.39,0.25,0.6275909090909091,0.84,0.5908333333333333,0.2,0.16000000000000003
5,"2-5,3-8,4-10,8-18,8-3","10-10,11-10,18-5,19-3,2-13",0.7916666666666666,0.2,0.38,0.25,0.6080909090909091,0.94,0.5858333333333333,0.2,0.06000000000000005
10,"10-10,11-10,18-5,19-3,2-13","2-5,3-8,4-10,8-18,8-3",0.8083333333333333,0.25,0.38,0.2,0.6559090909090909,0.81,0.5941666666666667,0.2,0.18999999999999995
10,"10-10,11-10,18-5,19-3,2-5","2-13,3-8,4-10,8-18,8-3",0.8,0.25,0.42,0.2,0.6256818181818182,0.88,0.61,0.2,0.12
10,"10-10,11-10,18-5,19-3,3-8","2-13,2-5,4-10,8-18,8-3",0.8083333333333333,0.25,0.39,0.2,0.7149545454545455,0.84,0.5991666666666666,0.2,0.16000000000000003
10,"10-10,11-10,18-5,19-3,4-10","2-13,2-5,3-8,8-18,8-3",0.7916666666666666,0.15,0.42,0.2,0.6686818181818182,0.87,0.6058333333333333,0.15,0.13
10,"10-10,11-10,18-5,19-3,8-18","2-13,2-5,3-8,4-10,8-3",0.8,0.25,0.41,0.2,0.6418181818181818,0.88,0.605,0.2,0.12
10,"10-10,11-10,18-5,19-3,8-3","2-13,2-5,3-8,4-10,8-18",0.7,0.15,0.52,0.2,0.695590909090909,0.83,0.61,0.15,0.17000000000000004
10,"10-10,11-10,18-5,2-13,2-5","19-3,3-8,4-10,8-18,8-3",0.8083333333333333,0.25,0.41,0.3,0.6264545454545455,0.88,0.6091666666666666,0.25,0.12
10,"10-10,11-10,18-5,2-13,3-8","19-3,2-5,4-10,8-18,8-3",0.8166666666666667,0.25,0.4,0.3,0.7204090909090909,0.83,0.6083333333333334,0.25,0.17000000000000004
10,"10-10,11-10,18-5,2-13,4-10","19-3,2-5,3-8,8-18,8-3",0.7916666666666666,0.15,0.4,0.3,0.6725909090909091,0.85,0.5958333333333333,0.15,0.15000000000000002
10,"10-10,11-10,18-5,2-13,8-18","19-3,2-5,3-8,4-10,8-3",0.8083333333333333,0.25,0.4,0.3,0.6421363636363636,0.88,0.6041666666666667,0.25,0.12
10,"10-10,11-10,18-5,2-13,8-3","19-3,2-5,3-8,4-10,8-18",0.7083333333333334,0.2,0.5,0.3,0.6726818181818182,0.83,0.6041666666666667,0.2,0.17000000000000004
10,"10-10,11-10,18-5,2-5,3-8","19-3,2-13,4-10,8-18,8-3",0.8083333333333333,0.25,0.42,0.3,0.6878636363636363,0.88,0.6141666666666666,0.25,0.12
10,"10-10,11-10,18-5,2-5,4-10","19-3,2-13,3-8,8-18,8-3",0.7833333333333333,0.15,0.44,0.35,0.6406363636363637,0.91,0.6116666666666667,0.15,0.08999999999999997
10,"10-10,11-10,18-5,2-5,8-18","19-3,2-13,3-8,4-10,8-3",0.8083333333333333,0.25,0.44,0.3,0.6123636363636363,0.93,0.6241666666666666,0.25,0.06999999999999995
10,"10-10,11-10,18-5,2-5,8-3","19-3,2-13,3-8,4-10,8-18",0.7,0.2,0.54,0.35,0.6493181818181818,0.89,0.62,0.2,0.10999999999999999
10,"10-10,11-10,18-5,3-8,4-10","19-3,2-13,2-5,8-18,8-3",0.7916666666666666,0.15,0.41,0.3,0.7315454545454545,0.86,0.6008333333333333,0.15,0.14
10,"10-10,11-10,18-5,3-8,8-18","19-3,2-13,2-5,4-10,8-3",0.8083333333333333,0.25,0.41,0.3,0.7027727272727273,0.88,0.6091666666666666,0.25,0.12
10,"10-10,11-10,18-5,3-8,8-3","19-3,2-13,2-5,4-10,8-18",0.7083333333333334,0.2,0.51,0.3,0.73,0.86,0.6091666666666666,0.2,0.14
10,"10-10,11-10,18-5,4-10,8-18","19-3,2-13,2-5,3-8,8-3",0.7833333333333333,0.15,0.43,0.3,0.6570909090909091,0.9,0.6066666666666667,0.15,0.09999999999999998
10,"10-10,11-10,18-5,4-10,8-3","19-3,2-13,2-5,3-8,8-18",0.6833333333333333,0.15,0.54,0.35,0.6780909090909091,0.87,0.6116666666666667,0.15,0.13
10,"10-10,11-10,18-5,8-18,8-3","19-3,2-13,2-5,3-8,4-10",0.7,0.2,0.53,0.3,0.658,0.89,0.615,0.2,0.10999999999999999
10,"10-10,11-10,19-3,2-13,2-5","18-5,3-8,4-10,8-18,8-3",0.8,0.25,0.39,0.2,0.5841818181818181,0.85,0.595,0.2,0.15000000000000002
10,"10-10,11-10,19-3,2-13,3-8","18-5,2-5,4-10,8-18,8-3",0.8083333333333333,0.25,0.38,0.2,0.6765454545454546,0.8,0.5941666666666667,0.2,0.19999999999999996
10,"10-10,11-10,19-3,2-13,4-10","18-5,2-5,3-8,8-18,8-3",0.7916666666666666,0.15,0.38,0.2,0.6285909090909091,0.81,0.5858333333333333,0.15,0.18999999999999995
10,"10-10,11-10,19-3,2-13,8-18","18-5,2-5,3-8,4-10,8-3",0.8,0.25,0.38,0.2,0.6000454545454545,0.85,0.5900000000000001,0.2,0.15000000000000002
10,"10-10,11-10,19-3,2-13,8-3","18-5,2-5,3-8,4-10,8-18",0.7,0.15,0.48,0.2,0.6551363636363636,0.79,0.59,0.15,0.20999999999999996
10,"10-10,11-10,19-3,2-5,3-8","18-5,2-13,4-10,8-18,8-3",0.8,0.25,0.4,0.2,0.6431818181818182,0.84,0.6000000000000001,0.2,0.16000000000000003
10,"10-10,11-10,19-3,2-5,4-10","18-5,2-13,3-8,8-18,8-3",0.7833333333333333,0.15,0.42,0.2,0.5981818181818181,0.85,0.6016666666666667,0.15,0.15000000000000002
10,"10-10,11-10,19-3,2-5,8-18","18-5,2-13,3-8,4-10,8-3",0.8,0.25,0.42,0.2,0.5716363636363636,0.89,0.61,0.2,0.10999999999999999
10,"10-10,11-10,19-3,2-5,8-3","18-5,2-13,3-8,4-10,8-18",0.6916666666666667,0.15,0.52,0.2,0.6325,0.83,0.6058333333333333,0.15,0.17000000000000004
10,"10-10,11-10,19-3,3-8,4-10","18-5,2-13,2-5,8-18,8-3",0.7916666666666666,0.15,0.39,0.2,0.6852272727272727,0.81,0.5908333333333333,0.15,0.18999999999999995
10,"10-10,11-10,19-3,3-8,8-18","18-5,2-13,2-5,4-10,8-3",0.8,0.25,0.39,0.2,0.6582272727272728,0.85,0.595,0.2,0.15000000000000002
10,"10-10,11-10,19-3,3-8,8-3","18-5,2-13,2-5,4-10,8-18",0.7,0.15,0.49,0.2,0.711,0.79,0.595,0.15,0.20999999999999996
10,"10-10,11-10,19-3,4-10,8-18","18-5,2-13,2-5,3-8,8-3",0.7833333333333333,0.15,0.41,0.2,0.6143181818181818,0.85,0.5966666666666667,0.15,0.15000000000000002
10,"10-10,11-10,19-3,4-10,8-3","18-5,2-13,2-5,3-8,8-18",0.6833333333333333,0.15,0.51,0.2,0.6616818181818181,0.79,0.5966666666666667,0.15,0.20999999999999996
10,"10-10,11-10,19-3,8-18,8-3","18-5,2-13,2-5,3-8,4-10",0.6916666666666667,0.15,0.51,0.2,0.6412272727272728,0.83,0.6008333333333333,0.15,0.17000000000000004
10,"10-10,11-10,2-13,2-5,3-8","18-5,19-3,4-10,8-18,8-3",0.8083333333333333,0.25,0.41,0.3,0.6486363636363637,0.84,0.6091666666666666,0.25,0.16000000000000003
10,"10-10,11-10,2-13,2-5,4-10","18-5,19-3,3-8,8-18,8-3",0.7833333333333333,0.15,0.41,0.3,0.5997272727272728,0.87,0.5966666666666667,0.15,0.13
10,"10-10,11-10,2-13,2-5,8-18","18-5,19-3,3-8,4-10,8-3",0.8083333333333333,0.25,0.41,0.3,0.5698636363636363,0.9,0.6091666666666666,0.25,0.09999999999999998
10,"10-10,11-10,2-13,2-5,8-3","18-5,19-3,3-8,4-10,8-18",0.7,0.2,0.51,0.3,0.6080909090909091,0.84,0.605,0.2,0.16000000000000003
10,"10-10,11-10,2-13,3-8,4-10","18-5,19-3,2-5,8-18,8-3",0.7916666666666666,0.15,0.4,0.3,0.6929545454545455,0.81,0.5958333333333333,0.15,0.18999999999999995
10,"10-10,11-10,2-13,3-8,8-18","18-5,19-3,2-5,4-10,8-3",0.8083333333333333,0.25,0.4,0.3,0.6635,0.85,0.6041666666666667,0.25,0.15000000000000002
10,"10-10,11-10,2-13,3-8,8-3","18-5,19-3,2-5,4-10,8-18",0.7083333333333334,0.2,0.5,0.3,0.6918636363636363,0.79,0.6041666666666667,0.2,0.20999999999999996
10,"10-10,11-10,2-13,4-10,8-18","18-5,19-3,2-5,3-8,8-3",0.7833333333333333,0.15,0.4,0.3,0.6158636363636364,0.86,0.5916666666666667,0.15,0.14
10,"10-10,11-10,2-13,4-10,8-3","18-5,19-3,2-5,3-8,8-18",0.6833333333333333,0.15,0.5,0.3,0.6383181818181818,0.8,0.5916666666666667,0.15,0.19999999999999996
10,"10-10,11-10,2-13,8-18,8-3","18-5,19-3,2-5,3-8,4-10",0.7,0.2,0.5,0.3,0.6165909090909091,0.84,0.6,0.2,0.16000000000000003
10,"10-10,11-10,2-5,3-8,4-10","18-5,19-3,2-13,8-18,8-3",0.7833333333333333,0.15,0.42,0.3,0.6583181818181818,0.85,0.6016666666666667,0.15,0.15000000000000002
10,"10-10,11-10,2-5,3-8,8-18","18-5,19-3,2-13,4-10,8-3",0.8083333333333333,0.25,0.42,0.3,0.6295909090909091,0.89,0.6141666666666666,0.25,0.10999999999999999
10,"10-10,11-10,2-5,3-8,8-3","18-5,19-3,2-13,4-10,8-18",0.7,0.2,0.52,0.3,0.6656818181818182,0.83,0.61,0.2,0.17000000000000004
10,"10-10,11-10,2-5,4-10,8-18","18-5,19-3,2-13,3-8,8-3",0.7833333333333333,0.15,0.44,0.3,0.5855,0.9,0.6116666666666667,0.15,0.09999999999999998
10,"10-10,11-10,2-5,4-10,8-3","18-5,19-3,2-13,3-8,8-18",0.675,0.15,0.54,0.35,0.6150454545454546,0.84,0.6075,0.15,0.16000000000000003
10,"10-10,11-10,2-5,8-18,8-3","18-5,19-3,2-13,3-8,4-10",0.7,0.2,0.54,0.3,0.5945909090909091,0.88,0.62,0.2,0.12
10,"10-10,11-10,3-8,4-10,8-18","18-5,19-3,2-13,2-5,8-3",0.7833333333333333,0.15,0.41,0.3,0.6737272727272727,0.86,0.5966666666666667,0.15,0.14
10,"10-10,11-10,3-8,4-10,8-3","18-5,19-3,2-13,2-5,8-18",0.6833333333333333,0.15,0.51,0.3,0.693590909090909,0.8,0.5966666666666667,0.15,0.19999999999999996
10,"10-10,11-10,3-8,8-18,8-3","18-5,19-3,2-13,2-5,4-10",0.7,0.2,0.51,0.3,0.673409090909091,0.84,0.605,0.2,0.16000000000000003
10,"10-10,11-10,4-10,8-18,8-3","18-5,19-3,2-13,2-5,3-8",0.675,0.15,0.53,0.3,0.6231363636363636,0.84,0.6025,0.15,0.16000000000000003
10,"10-10,18-5,19-3,2-13,2-5","11-10,3-8,4-10,8-18,8-3",0.8,0.25,0.44,0.2,0.5433636363636364,0.9,0.62,0.2,0.09999999999999998
10,"10-10,18-5,19-3,2-13,3-8","11-10,2-5,4-10,8-18,8-3",0.8083333333333333,0.25,0.43,0.2,0.6361363636363636,0.85,0.6191666666666666,0.2,0.15000000000000002
10,"10-10,18-5,19-3,2-13,4-10","11-10,2-5,3-8,8-18,8-3",0.7916666666666666,0.15,0.43,0.2,0.5891818181818181,0.87,0.6108333333333333,0.15,0.13
10,"10-10,18-5,19-3,2-13,8-18","11-10,2-5,3-8,4-10,8-3",0.8,0.25,0.43,0.2,0.5595454545454546,0.9,0.615,0.2,0.09999999999999998
10,"10-10,18-5,19-3,2-13,8-3","11-10,2-5,3-8,4-10,8-18",0.7,0.15,0.53,0.2,0.6198181818181818,0.85,0.615,0.15,0.15000000000000002
10,"10-10,18-5,19-3,2-5,3-8","11-10,2-13,4-10,8-18,8-3",0.8,0.25,0.4,0.2,0.6126363636363636,0.88,0.6000000000000001,0.2,0.12
10,"10-10,18-5,19-3,2-5,4-10","11-10,2-13,3-8,8-18,8-3",0.7833333333333333,0.15,0.42,0.2,0.5672727272727273,0.93,0.6016666666666667,0.15,0.06999999999999995
10,"10-10,18-5,19-3,2-5,8-18","11-10,2-13,3-8,4-10,8-3",0.8,0.25,0.42,0.2,0.5399545454545455,0.93,0.61,0.2,0.06999999999999995
10,"10-10,18-5,19-3,2-5,8-3","11-10,2-13,3-8,4-10,8-18",0.6916666666666667,0.15,0.52,0.2,0.6077727272727272,0.9,0.6058333333333333,0.15,0.09999999999999998
10,"10-10,18-5,19-3,3-8,4-10","11-10,2-13,2-5,8-18,8-3",0.7916666666666666,0.15,0.39,0.2,0.6554545454545454,0.88,0.5908333333333333,0.15,0.12
10,"10-10,18-5,19-3,3-8,8-18","11-10,2-13,2-5,4-10,8-3",0.8,0.25,0.39,0.2,0.6280454545454546,0.89,0.595,0.2,0.10999999999999999
10,"10-10,18-5,19-3,3-8,8-3","11-10,2-13,2-5,4-10,8-18",0.7,0.15,0.49,0.2,0.6841818181818182,0.86,0.595,0.15,0.14
10,"10-10,18-5,19-3,4-10,8-18","11-10,2-13,2-5,3-8,8-3",0.7833333333333333,0.15,0.41,0.2,0.5843636363636364,0.92,0.5966666666666667,0.15,0.07999999999999996
10,"10-10,18-5,19-3,4-10,8-3","11-10,2-13,2-5,3-8,8-18",0.6833333333333333,0.15,0.52,0.2,0.6373181818181818,0.89,0.6016666666666667,0.15,0.10999999999999999
10,"10-10,18-5,19-3,8-18,8-3","11-10,2-13,2-5,3-8,4-10",0.6916666666666667,0.15,0.51,0.2,0.6161818181818182,0.88,0.6008333333333333,0.15,0.12
10,"10-10,18-5,2-13,2-5,3-8","11-10,19-3,4-10,8-18,8-3",0.8083333333333333,0.25,0.46,0.3,0.6090454545454546,0.88,0.6341666666666667,0.25,0.12
10,"10-10,18-5,2-13,2-5,4-10","11-10,19-3,3-8,8-18,8-3",0.7833333333333333,0.15,0.46,0.35,0.5605,0.92,0.6216666666666667,0.15,0.07999999999999996
10,"10-10,18-5,2-13,2-5,8-18","11-10,19-3,3-8,4-10,8-3",0.8083333333333333,0.25,0.46,0.3,0.5295454545454545,0.94,0.6341666666666667,0.25,0.06000000000000005
10,"10-10,18-5,2-13,2-5,8-3","11-10,19-3,3-8,4-10,8-18",0.7,0.2,0.56,0.35,0.5705454545454546,0.91,0.63,0.2,0.08999999999999997
10,"10-10,18-5,2-13,3-8,4-10","11-10,19-3,2-5,8-18,8-3",0.7916666666666666,0.15,0.45,0.3,0.6540909090909091,0.87,0.6208333333333333,0.15,0.13
10,"10-10,18-5,2-13,3-8,8-18","11-10,19-3,2-5,4-10,8-3",0.8083333333333333,0.25,0.45,0.3,0.6239545454545454,0.89,0.6291666666666667,0.25,0.10999999999999999
10,"10-10,18-5,2-13,3-8,8-3","11-10,19-3,2-5,4-10,8-18",0.7083333333333334,0.2,0.55,0.3,0.6512272727272728,0.87,0.6291666666666667,0.2,0.13
10,"10-10,18-5,2-13,4-10,8-18","11-10,19-3,2-5,3-8,8-3",0.7833333333333333,0.15,0.45,0.3,0.5769545454545455,0.91,0.6166666666666667,0.15,0.08999999999999997
10,"10-10,18-5,2-13,4-10,8-3","11-10,19-3,2-5,3-8,8-18",0.6833333333333333,0.15,0.55,0.35,0.6007727272727272,0.88,0.6166666666666667,0.15,0.12
10,"10-10,18-5,2-13,8-18,8-3","11-10,19-3,2-5,3-8,4-10",0.7,0.2,0.55,0.3,0.578,0.89,0.625,0.2,0.10999999999999999
10,"10-10,18-5,2-5,3-8,4-10","11-10,19-3,2-13,8-18,8-3",0.7833333333333333,0.15,0.42,0.3,0.6295454545454545,0.91,0.6016666666666667,0.15,0.08999999999999997
10,"10-10,18-5,2-5,3-8,8-18","11-10,19-3,2-13,4-10,8-3",0.8083333333333333,0.25,0.42,0.3,0.6004545454545455,0.93,0.6141666666666666,0.25,0.06999999999999995
10,"10-10,18-5,2-5,3-8,8-3","11-10,19-3,2-13,4-10,8-18",0.7,0.2,0.52,0.3,0.6370454545454546,0.9,0.61,0.2,0.09999999999999998
10,"10-10,18-5,2-5,4-10,8-18","11-10,19-3,2-13,3-8,8-3",0.7833333333333333,0.15,0.44,0.3,0.5558181818181818,0.96,0.6116666666666667,0.15,0.040000000000000036
10,"10-10,18-5,2-5,4-10,8-3","11-10,19-3,2-13,3-8,8-18",0.675,0.15,0.54,0.35,0.5884090909090909,0.93,0.6075,0.15,0.06999999999999995
10,"10-10,18-5,2-5,8-18,8-3","11-10,19-3,2-13,3-8,4-10",0.7,0.2,0.54,0.3,0.5672272727272727,0.94,0.62,0.2,0.06000000000000005
10,"10-10,18-5,3-8,4-10,8-18","11-10,19-3,2-13,2-5,8-3",0.7833333333333333,0.15,0.41,0.3,0.6453181818181818,0.91,0.5966666666666667,0.15,0.08999999999999997
10,"10-10,18-5,3-8,4-10,8-3","11-10,19-3,2-13,2-5,8-18",0.6833333333333333,0.15,0.51,0.3,0.6646818181818182,0.88,0.5966666666666667,0.15,0.12
10,"10-10,18-5,3-8,8-18,8-3","11-10,19-3,2-13,2-5,4-10",0.7,0.2,0.51,0.3,0.6441818181818182,0.91,0.605,0.2,0.08999999999999997
10,"10-10,18-5,4-10,8-18,8-3","11-10,19-3,2-13,2-5,3-8",0.675,0.15,0.53,0.3,0.5962727272727273,0.92,0.6025,0.15,0.07999999999999996
10,"10-10,19-3,2-13,2-5,3-8","11-10,18-5,4-10,8-18,8-3",0.8,0.25,0.44,0.2,0.5666818181818182,0.86,0.62,0.2,0.14
10,"10-10,19-3,2-13,2-5,4-10","11-10,18-5,3-8,8-18,8-3",0.7833333333333333,0.15,0.44,0.2,0.5205,0.89,0.6116666666666667,0.15,0.10999999999999999
10,"10-10,19-3,2-13,2-5,8-18","11-10,18-5,3-8,4-10,8-3",0.8,0.25,0.44,0.2,0.49104545454545456,0.92,0.62,0.2,0.07999999999999996
10,"10-10,19-3,2-13,2-5,8-3","11-10,18-5,3-8,4-10,8-18",0.6916666666666667,0.15,0.54,0.2,0.5598181818181818,0.86,0.6158333333333333,0.15,0.14
10,"10-10,19-3,2-13,3-8,4-10","11-10,18-5,2-5,8-18,8-3",0.7916666666666666,0.15,0.43,0.2,0.6102727272727273,0.83,0.6108333333333333,0.15,0.17000000000000004
10,"10-10,19-3,2-13,3-8,8-18","11-10,18-5,2-5,4-10,8-3",0.8,0.25,0.43,0.2,0.5817272727272728,0.87,0.615,0.2,0.13
10,"10-10,19-3,2-13,3-8,8-3","11-10,18-5,2-5,4-10,8-18",0.7,0.15,0.53,0.2,0.6383636363636364,0.81,0.615,0.15,0.18999999999999995
10,"10-10,19-3,2-13,4-10,8-18","11-10,18-5,2-5,3-8,8-3",0.7833333333333333,0.15,0.43,0.2,0.5371818181818182,0.88,0.6066666666666667,0.15,0.12
10,"10-10,19-3,2-13,4-10,8-3","11-10,18-5,2-5,3-8,8-18",0.6833333333333333,0.15,0.53,0.2,0.5908181818181818,0.82,0.6066666666666667,0.15,0.18000000000000005
10,"10-10,19-3,2-13,8-18,8-3","11-10,18-5,2-5,3-8,4-10",0.6916666666666667,0.15,0.53,0.2,0.5674090909090909,0.86,0.6108333333333333,0.15,0.14
10,"10-10,19-3,2-5,3-8,4-10","11-10,18-5,2-13,8-18,8-3",0.7833333333333333,0.15,0.4,0.2,0.5873636363636363,0.87,0.5916666666666667,0.15,0.13
10,"10-10,19-3,2-5,3-8,8-18","11-10,18-5,2-13,4-10,8-3",0.8,0.25,0.4,0.2,0.5602272727272727,0.91,0.6000000000000001,0.2,0.08999999999999997
10,"10-10,19-3,2-5,3-8,8-3","11-10,18-5,2-13,4-10,8-18",0.6916666666666667,0.15,0.5,0.2,0.6258636363636364,0.85,0.5958333333333333,0.15,0.15000000000000002
10,"10-10,19-3,2-5,4-10,8-18","11-10,18-5,2-13,3-8,8-3",0.7833333333333333,0.15,0.39,0.2,0.5285,0.92,0.5866666666666667,0.15,0.07999999999999996
10,"10-10,19-3,2-5,4-10,8-3","11-10,18-5,2-13,3-8,8-18",0.675,0.15,0.49,0.2,0.5881363636363637,0.87,0.5825,0.15,0.13
10,"10-10,19-3,2-5,8-18,8-3","11-10,18-5,2-13,3-8,4-10",0.6916666666666667,0.15,0.49,0.2,0.5666818181818182,0.9,0.5908333333333333,0.15,0.09999999999999998
10,"10-10,19-3,3-8,4-10,8-18","11-10,18-5,2-13,2-5,8-3",0.7833333333333333,0.15,0.39,0.2,0.6033181818181819,0.89,0.5866666666666667,0.15,0.10999999999999999
10,"10-10,19-3,3-8,4-10,8-3","11-10,18-5,2-13,2-5,8-18",0.6833333333333333,0.15,0.49,0.2,0.6538181818181819,0.84,0.5866666666666667,0.15,0.16000000000000003
10,"10-10,19-3,3-8,8-18,8-3","11-10,18-5,2-13,2-5,4-10",0.6916666666666667,0.15,0.49,0.2,0.6330454545454546,0.86,0.5908333333333333,0.15,0.14
10,"10-10,19-3,4-10,8-18,8-3","11-10,18-5,2-13,2-5,3-8",0.675,0.15,0.48,0.2,0.5957727272727272,0.87,0.5775,0.15,0.13
10,"10-10,2-13,2-5,3-8,4-10","11-10,18-5,19-3,8-18,8-3",0.7833333333333333,0.15,0.46,0.35,0.5833181818181818,0.87,0.6216666666666667,0.15,0.13
10,"10-10,2-13,2-5,3-8,8-18","11-10,18-5,19-3,4-10,8-3",0.8083333333333333,0.25,0.46,0.3,0.5531818181818182,0.91,0.6341666666666667,0.25,0.08999999999999997
10,"10-10,2-13,2-5,3-8,8-3","11-10,18-5,19-3,4-10,8-18",0.7,0.2,0.56,0.35,0.5910454545454545,0.85,0.63,0.2,0.15000000000000002
10,"10-10,2-13,2-5,4-10,8-18","11-10,18-5,19-3,3-8,8-3",0.7833333333333333,0.15,0.46,0.3,0.5073636363636363,0.94,0.6216666666666667,0.15,0.06000000000000005
10,"10-10,2-13,2-5,4-10,8-3","11-10,18-5,19-3,3-8,8-18",0.675,0.15,0.56,0.35,0.5415909090909091,0.88,0.6175,0.15,0.12
10,"10-10,2-13,2-5,8-18,8-3","11-10,18-5,19-3,3-8,4-10",0.7,0.2,0.56,0.3,0.5181818181818182,0.92,0.63,0.2,0.07999999999999996
10,"10-10,2-13,3-8,4-10,8-18","11-10,18-5,19-3,2-5,8-3",0.7833333333333333,0.15,0.45,0.3,0.5987272727272728,0.88,0.6166666666666667,0.15,0.12
10,"10-10,2-13,3-8,4-10,8-3","11-10,18-5,19-3,2-5,8-18",0.6833333333333333,0.15,0.55,0.35,0.6193636363636363,0.82,0.6166666666666667,0.15,0.18000000000000005
10,"10-10,2-13,3-8,8-18,8-3","11-10,18-5,19-3,2-5,4-10",0.7,0.2,0.55,0.3,0.5977272727272728,0.86,0.625,0.2,0.14
10,"10-10,2-13,4-10,8-18,8-3","11-10,18-5,19-3,2-5,3-8",0.675,0.15,0.55,0.3,0.5485454545454546,0.88,0.6125,0.15,0.12
10,"10-10,2-5,3-8,4-10,8-18","11-10,18-5,19-3,2-13,8-3",0.7833333333333333,0.15,0.42,0.3,0.5760909090909091,0.92,0.6016666666666667,0.15,0.07999999999999996
