job_id,receiver,seed,k_shot,new_class_count,candidate,b_old_acc,c_old_acc,b_old_floor,c_old_floor,seen_new_acc,h_old_new,average_forgetting,old_adaptation_gain,direct_adv3b02_status,direct_adv3b02_old_acc,delta_vs_direct_ADV3B02_K1,pipeline_receipt_sha256,score_sha256
rx_20_1__seed_713106__k_10__new_20,20-1,713106,10,20,d92_registration_balanced_covariance,0.9027777777777778,0.7333333333333333,0.8166666666666667,0.5666666666666667,0.6783333333333333,0.7047619047619047,0.1694444444444445,-0.1694444444444445,MISSING_NOT_RUN,,,82eb420a0aeeadba73d982aaa1a9a1d4be2f0207215713c7090857ffd9e7a913,3a2417c14bfbd2ebddaade9ec6b5b8f60cc8193be3002ffe37ada97541725477
rx_20_1__seed_713106__k_5__new_20,20-1,713106,5,20,d92_registration_balanced_covariance,0.8777777777777778,0.6444444444444445,0.8166666666666667,0.4,0.5516666666666666,0.5944573463384425,0.23333333333333328,-0.23333333333333328,MISSING_NOT_RUN,,,ed4e6607128db711da40fc0e6563735052bedb24768ac2046c1bf6226b36ad32,70e69f98afb1a32779c7d6c16837a3012bff8f331b295b05255152780e4e06a2
rx_20_1__seed_713106__k_1__new_20,20-1,713106,1,20,d92_registration_balanced_covariance,0.7,0.4111111111111111,0.36666666666666664,0.06666666666666667,0.2808333333333333,0.3337080155225478,0.28888888888888886,-0.28888888888888886,MISSING_NOT_RUN,,,2f90b9edf18ed0ee26439670f8ceca6082b0a0eaa9f4b0e257a49b88c53025c3,432551fcba769f8a6385089a3bbf285776ea581b022fc92941216f2f96e706c8
rx_3_19__seed_713102__k_10__new_5,3-19,713102,10,5,d92_registration_balanced_covariance,0.7,0.5805555555555556,0.4666666666666667,0.2833333333333333,0.5266666666666666,0.552299715671517,0.11944444444444435,-0.11944444444444435,MISSING_NOT_RUN,,,45be1c3c0be9c518615546856c598d81abd85244a93005c92f93c5dd65ec7542,ea52606a076dca6c0a956d11f2770a16ac9a2c940238dc5a58a218fea62d61c3
rx_3_19__seed_713102__k_10__new_10,3-19,713102,10,10,d92_registration_balanced_covariance,0.7,0.5666666666666667,0.4666666666666667,0.26666666666666666,0.44333333333333336,0.4974697469746975,0.1333333333333333,-0.1333333333333333,MISSING_NOT_RUN,,,65dc42d0dbb665d2f43f09a31bc18e1f4d49263b72be4357bc8c051827a56627,b5aa4ac6edf58dbdbd2e0990b351fac25ed30a016b1b68e4ebd1b03f0483ea69
rx_3_19__seed_713102__k_10__new_20,3-19,713102,10,20,d92_registration_balanced_covariance,0.7,0.5694444444444444,0.4666666666666667,0.26666666666666666,0.5058333333333334,0.535757340911048,0.13055555555555554,-0.13055555555555554,MISSING_NOT_RUN,,,cd1ed15be4d4fd3fdac3f675ecd7fd34b9f317a133e49c666b2bc2b7141da7c3,0daba8bc0748fda584e702de42b755f141a1dc33dfdc0f6b470c455241e9943f
rx_3_19__seed_713102__k_5__new_20,3-19,713102,5,20,d92_registration_balanced_covariance,0.6305555555555555,0.5027777777777778,0.31666666666666665,0.25,0.4141666666666667,0.4541906492981925,0.12777777777777777,-0.12777777777777777,MISSING_NOT_RUN,,,2c141cc1f61595e14877a3346942e1e20fccaf86c3ab8e1653a06ac8ba0498bd,9eeea2de7ea5935e1d225e8d494abe1978176a9c4db891bdc94855aabcd75e2f
rx_3_19__seed_713102__k_1__new_20,3-19,713102,1,20,d92_registration_balanced_covariance,0.5027777777777778,0.26944444444444443,0.3,0.1,0.13166666666666665,0.17689289012003692,0.2333333333333333,-0.2333333333333333,MISSING_NOT_RUN,,,68b9f9250b039f4dc4f2058791b6fefee5cd86fd00e8c67c98c190bf5f876ef4,7c9c81c7632a9f42dd1d5187614e7206bd85398a8bebabcc4ba36cb743cdfd54
rx_3_19__seed_713103__k_10__new_5,3-19,713103,10,5,d92_registration_balanced_covariance,0.7611111111111111,0.6527777777777778,0.48333333333333334,0.3333333333333333,0.45666666666666667,0.5373894174595226,0.10833333333333328,-0.10833333333333328,MISSING_NOT_RUN,,,02b432c11bacd9cf7965304763615f077d6c0c4e2e81c5ffec5b0298e3ce973d,68784632ab0e69a25758231ee4029452038fbe0413f437a5d8b48196774b9192
rx_3_19__seed_713103__k_10__new_10,3-19,713103,10,10,d92_registration_balanced_covariance,0.7611111111111111,0.5833333333333334,0.48333333333333334,0.26666666666666666,0.44166666666666665,0.5027100271002711,0.1777777777777777,-0.1777777777777777,MISSING_NOT_RUN,,,082735de5bba0a56e374b72b78c978e5550297cfc848cb6da297882f3fb22d13,cf1fe3f35eb3bbfd3c0d83d9fd47191a9623230f18304130e0eb8ebbcd1a0fa2
rx_3_19__seed_713103__k_10__new_20,3-19,713103,10,20,d92_registration_balanced_covariance,0.7611111111111111,0.6,0.48333333333333334,0.26666666666666666,0.48583333333333334,0.5369148119723713,0.1611111111111111,-0.1611111111111111,MISSING_NOT_RUN,,,00f9b4f5321c29404b9ae525451c0dd0e4c1cffb58fdab94e426a1731364f527,5039271b9a4c71e8e99cceabd7c93624bfe038b7e413216d9c3d4140f3aa1270
rx_3_19__seed_713103__k_5__new_20,3-19,713103,5,20,d92_registration_balanced_covariance,0.7083333333333334,0.55,0.38333333333333336,0.21666666666666667,0.3908333333333333,0.4569530558015943,0.15833333333333333,-0.15833333333333333,MISSING_NOT_RUN,,,5f8f31432143644d9931d7fda073f29a4e67dea18eaf5972118df6939dc9be14,6524bc30f8c65de9476b116cb5a0fd61875285f3dcbba868863cbfd89e777b6a
rx_3_19__seed_713103__k_1__new_20,3-19,713103,1,20,d92_registration_balanced_covariance,0.49444444444444446,0.31666666666666665,0.11666666666666667,0.03333333333333333,0.1575,0.21036906854130052,0.1777777777777778,-0.1777777777777778,MISSING_NOT_RUN,,,c24595180223d11680febd234a3b6df16bfb3e26d3d17ea43a06e680a9e313a6,693975976c833a2fb3b2b2258517c5ee859b29d383751930ac1e8dd39f5aae0e
rx_3_19__seed_713104__k_10__new_5,3-19,713104,10,5,d92_registration_balanced_covariance,0.7333333333333333,0.6333333333333333,0.5333333333333333,0.38333333333333336,0.39666666666666667,0.4878101402373247,0.09999999999999998,-0.09999999999999998,MISSING_NOT_RUN,,,cd196459b1c17866448268db1e117e7fb2b7caecdf09fe64267678fcbe89f0ac,d1bd3c7ff04dde3b4d8991330bbbfac79cfb4b396a7404da60db2a4ce8e3dd19
rx_3_19__seed_713104__k_10__new_10,3-19,713104,10,10,d92_registration_balanced_covariance,0.7333333333333333,0.5972222222222222,0.5333333333333333,0.35,0.41,0.48621070049641474,0.13611111111111107,-0.13611111111111107,MISSING_NOT_RUN,,,9325e53f0bdef6dd4b0cb961b316f551e3d071dbc1f73b011aba3b7a07ea4c96,b525f641c2395ad76bbd4c8125da5f1f080e71d157d5a3f494353adb79b91eb1
