row,scenario,class_id,class_acc,class_n,prediction_hist
R1,leo_rain_weak,2,0.0,4200,"{""0"": 1685, ""3"": 2, ""4"": 8744, ""5"": 14769}"
R1,leo_rain_weak,3,0.023809523809523808,4200,"{""0"": 1685, ""3"": 2, ""4"": 8744, ""5"": 14769}"
R1,leo_rain_weak,4,43.11904761904762,4200,"{""0"": 1685, ""3"": 2, ""4"": 8744, ""5"": 14769}"
R1,leo_rain_weak,5,76.9047619047619,4200,"{""0"": 1685, ""3"": 2, ""4"": 8744, ""5"": 14769}"
R2,clean,0,2.1666666666666665,4200,"{""0"": 110, ""3"": 1, ""4"": 17416, ""5"": 7673}"
R2,clean,1,0.0,4200,"{""0"": 110, ""3"": 1, ""4"": 17416, ""5"": 7673}"
R2,clean,2,0.0,4200,"{""0"": 110, ""3"": 1, ""4"": 17416, ""5"": 7673}"
R2,clean,3,0.023809523809523808,4200,"{""0"": 110, ""3"": 1, ""4"": 17416, ""5"": 7673}"
R2,clean,4,99.02380952380952,4200,"{""0"": 110, ""3"": 1, ""4"": 17416, ""5"": 7673}"
R2,clean,5,71.42857142857143,4200,"{""0"": 110, ""3"": 1, ""4"": 17416, ""5"": 7673}"
R2,leo_clear_weak,0,4.476190476190476,4200,"{""0"": 1410, ""4"": 9466, ""5"": 14324}"
R2,leo_clear_weak,1,0.0,4200,"{""0"": 1410, ""4"": 9466, ""5"": 14324}"
R2,leo_clear_weak,2,0.0,4200,"{""0"": 1410, ""4"": 9466, ""5"": 14324}"
R2,leo_clear_weak,3,0.0,4200,"{""0"": 1410, ""4"": 9466, ""5"": 14324}"
R2,leo_clear_weak,4,46.26190476190476,4200,"{""0"": 1410, ""4"": 9466, ""5"": 14324}"
R2,leo_clear_weak,5,78.80952380952381,4200,"{""0"": 1410, ""4"": 9466, ""5"": 14324}"
R2,leo_low_elev_weak,0,4.619047619047619,4200,"{""0"": 1338, ""1"": 1, ""3"": 1, ""4"": 9200, ""5"": 14660}"
R2,leo_low_elev_weak,1,0.023809523809523808,4200,"{""0"": 1338, ""1"": 1, ""3"": 1, ""4"": 9200, ""5"": 14660}"
R2,leo_low_elev_weak,2,0.0,4200,"{""0"": 1338, ""1"": 1, ""3"": 1, ""4"": 9200, ""5"": 14660}"
R2,leo_low_elev_weak,3,0.0,4200,"{""0"": 1338, ""1"": 1, ""3"": 1, ""4"": 9200, ""5"": 14660}"
R2,leo_low_elev_weak,4,43.785714285714285,4200,"{""0"": 1338, ""1"": 1, ""3"": 1, ""4"": 9200, ""5"": 14660}"
R2,leo_low_elev_weak,5,77.23809523809524,4200,"{""0"": 1338, ""1"": 1, ""3"": 1, ""4"": 9200, ""5"": 14660}"
R2,leo_rain_weak,0,5.0,4200,"{""0"": 1401, ""3"": 2, ""4"": 9242, ""5"": 14555}"
R2,leo_rain_weak,1,0.0,4200,"{""0"": 1401, ""3"": 2, ""4"": 9242, ""5"": 14555}"
R2,leo_rain_weak,2,0.0,4200,"{""0"": 1401, ""3"": 2, ""4"": 9242, ""5"": 14555}"
R2,leo_rain_weak,3,0.023809523809523808,4200,"{""0"": 1401, ""3"": 2, ""4"": 9242, ""5"": 14555}"
R2,leo_rain_weak,4,45.69047619047619,4200,"{""0"": 1401, ""3"": 2, ""4"": 9242, ""5"": 14555}"
R2,leo_rain_weak,5,76.26190476190476,4200,"{""0"": 1401, ""3"": 2, ""4"": 9242, ""5"": 14555}"
R3,clean,0,3.5238095238095237,4200,"{""0"": 174, ""3"": 1, ""4"": 18076, ""5"": 6949}"
R3,clean,1,0.0,4200,"{""0"": 174, ""3"": 1, ""4"": 18076, ""5"": 6949}"
R3,clean,2,0.0,4200,"{""0"": 174, ""3"": 1, ""4"": 18076, ""5"": 6949}"
R3,clean,3,0.023809523809523808,4200,"{""0"": 174, ""3"": 1, ""4"": 18076, ""5"": 6949}"
R3,clean,4,98.92857142857143,4200,"{""0"": 174, ""3"": 1, ""4"": 18076, ""5"": 6949}"
R3,clean,5,68.16666666666667,4200,"{""0"": 174, ""3"": 1, ""4"": 18076, ""5"": 6949}"
R3,leo_clear_weak,0,5.9523809523809526,4200,"{""0"": 1774, ""4"": 9459, ""5"": 13967}"
R3,leo_clear_weak,1,0.0,4200,"{""0"": 1774, ""4"": 9459, ""5"": 13967}"
R3,leo_clear_weak,2,0.0,4200,"{""0"": 1774, ""4"": 9459, ""5"": 13967}"
R3,leo_clear_weak,3,0.0,4200,"{""0"": 1774, ""4"": 9459, ""5"": 13967}"
R3,leo_clear_weak,4,45.904761904761905,4200,"{""0"": 1774, ""4"": 9459, ""5"": 13967}"
R3,leo_clear_weak,5,78.26190476190476,4200,"{""0"": 1774, ""4"": 9459, ""5"": 13967}"
R3,leo_low_elev_weak,0,6.238095238095238,4200,"{""0"": 1725, ""1"": 1, ""3"": 1, ""4"": 9217, ""5"": 14256}"
R3,leo_low_elev_weak,1,0.023809523809523808,4200,"{""0"": 1725, ""1"": 1, ""3"": 1, ""4"": 9217, ""5"": 14256}"
R3,leo_low_elev_weak,2,0.0,4200,"{""0"": 1725, ""1"": 1, ""3"": 1, ""4"": 9217, ""5"": 14256}"
R3,leo_low_elev_weak,3,0.0,4200,"{""0"": 1725, ""1"": 1, ""3"": 1, ""4"": 9217, ""5"": 14256}"
R3,leo_low_elev_weak,4,43.5,4200,"{""0"": 1725, ""1"": 1, ""3"": 1, ""4"": 9217, ""5"": 14256}"
R3,leo_low_elev_weak,5,76.42857142857143,4200,"{""0"": 1725, ""1"": 1, ""3"": 1, ""4"": 9217, ""5"": 14256}"
R3,leo_rain_weak,0,6.428571428571429,4200,"{""0"": 1776, ""3"": 2, ""4"": 9233, ""5"": 14189}"
R3,leo_rain_weak,1,0.0,4200,"{""0"": 1776, ""3"": 2, ""4"": 9233, ""5"": 14189}"
R3,leo_rain_weak,2,0.0,4200,"{""0"": 1776, ""3"": 2, ""4"": 9233, ""5"": 14189}"
R3,leo_rain_weak,3,0.023809523809523808,4200,"{""0"": 1776, ""3"": 2, ""4"": 9233, ""5"": 14189}"
R3,leo_rain_weak,4,45.142857142857146,4200,"{""0"": 1776, ""3"": 2, ""4"": 9233, ""5"": 14189}"
R3,leo_rain_weak,5,75.5,4200,"{""0"": 1776, ""3"": 2, ""4"": 9233, ""5"": 14189}"
R4,clean,0,2.7142857142857144,4200,"{""0"": 138, ""3"": 1, ""4"": 16969, ""5"": 8092}"
R4,clean,1,0.0,4200,"{""0"": 138, ""3"": 1, ""4"": 16969, ""5"": 8092}"
R4,clean,2,0.0,4200,"{""0"": 138, ""3"": 1, ""4"": 16969, ""5"": 8092}"
R4,clean,3,0.023809523809523808,4200,"{""0"": 138, ""3"": 1, ""4"": 16969, ""5"": 8092}"
R4,clean,4,98.88095238095238,4200,"{""0"": 138, ""3"": 1, ""4"": 16969, ""5"": 8092}"
R4,clean,5,71.95238095238095,4200,"{""0"": 138, ""3"": 1, ""4"": 16969, ""5"": 8092}"
R4,leo_clear_weak,0,5.071428571428571,4200,"{""0"": 1539, ""4"": 9075, ""5"": 14586}"
R4,leo_clear_weak,1,0.0,4200,"{""0"": 1539, ""4"": 9075, ""5"": 14586}"
R4,leo_clear_weak,2,0.0,4200,"{""0"": 1539, ""4"": 9075, ""5"": 14586}"
R4,leo_clear_weak,3,0.0,4200,"{""0"": 1539, ""4"": 9075, ""5"": 14586}"
R4,leo_clear_weak,4,44.714285714285715,4200,"{""0"": 1539, ""4"": 9075, ""5"": 14586}"
R4,leo_clear_weak,5,79.80952380952381,4200,"{""0"": 1539, ""4"": 9075, ""5"": 14586}"
R4,leo_low_elev_weak,0,5.214285714285714,4200,"{""0"": 1471, ""1"": 1, ""3"": 1, ""4"": 8870, ""5"": 14857}"
R4,leo_low_elev_weak,1,0.023809523809523808,4200,"{""0"": 1471, ""1"": 1, ""3"": 1, ""4"": 8870, ""5"": 14857}"
R4,leo_low_elev_weak,2,0.0,4200,"{""0"": 1471, ""1"": 1, ""3"": 1, ""4"": 8870, ""5"": 14857}"
R4,leo_low_elev_weak,3,0.0,4200,"{""0"": 1471, ""1"": 1, ""3"": 1, ""4"": 8870, ""5"": 14857}"
R4,leo_low_elev_weak,4,42.38095238095238,4200,"{""0"": 1471, ""1"": 1, ""3"": 1, ""4"": 8870, ""5"": 14857}"
R4,leo_low_elev_weak,5,78.04761904761905,4200,"{""0"": 1471, ""1"": 1, ""3"": 1, ""4"": 8870, ""5"": 14857}"
R4,leo_rain_weak,0,5.5,4200,"{""0"": 1531, ""3"": 2, ""4"": 8867, ""5"": 14800}"
R4,leo_rain_weak,1,0.0,4200,"{""0"": 1531, ""3"": 2, ""4"": 8867, ""5"": 14800}"
R4,leo_rain_weak,2,0.0,4200,"{""0"": 1531, ""3"": 2, ""4"": 8867, ""5"": 14800}"
R4,leo_rain_weak,3,0.023809523809523808,4200,"{""0"": 1531, ""3"": 2, ""4"": 8867, ""5"": 14800}"
R4,leo_rain_weak,4,43.80952380952381,4200,"{""0"": 1531, ""3"": 2, ""4"": 8867, ""5"": 14800}"
R4,leo_rain_weak,5,76.97619047619048,4200,"{""0"": 1531, ""3"": 2, ""4"": 8867, ""5"": 14800}"
R5,clean,0,0.0,4200,"{""4"": 19666, ""5"": 5534}"
R5,clean,1,0.0,4200,"{""4"": 19666, ""5"": 5534}"
R5,clean,2,0.0,4200,"{""4"": 19666, ""5"": 5534}"
R5,clean,3,0.0,4200,"{""4"": 19666, ""5"": 5534}"
R5,clean,4,81.5,4200,"{""4"": 19666, ""5"": 5534}"
R5,clean,5,41.45238095238095,4200,"{""4"": 19666, ""5"": 5534}"
R5,leo_clear_weak,0,0.0,4200,"{""4"": 5684, ""5"": 19516}"
R5,leo_clear_weak,1,0.0,4200,"{""4"": 5684, ""5"": 19516}"
R5,leo_clear_weak,2,0.0,4200,"{""4"": 5684, ""5"": 19516}"
R5,leo_clear_weak,3,0.0,4200,"{""4"": 5684, ""5"": 19516}"
R5,leo_clear_weak,4,28.166666666666668,4200,"{""4"": 5684, ""5"": 19516}"
R5,leo_clear_weak,5,84.42857142857143,4200,"{""4"": 5684, ""5"": 19516}"
R5,leo_low_elev_weak,0,0.0,4200,"{""4"": 5270, ""5"": 19930}"
R5,leo_low_elev_weak,1,0.0,4200,"{""4"": 5270, ""5"": 19930}"
R5,leo_low_elev_weak,2,0.0,4200,"{""4"": 5270, ""5"": 19930}"
R5,leo_low_elev_weak,3,0.0,4200,"{""4"": 5270, ""5"": 19930}"
R5,leo_low_elev_weak,4,26.357142857142858,4200,"{""4"": 5270, ""5"": 19930}"
R5,leo_low_elev_weak,5,84.52380952380952,4200,"{""4"": 5270, ""5"": 19930}"
R5,leo_rain_weak,0,0.0,4200,"{""4"": 5192, ""5"": 20008}"
R5,leo_rain_weak,1,0.0,4200,"{""4"": 5192, ""5"": 20008}"
R5,leo_rain_weak,2,0.0,4200,"{""4"": 5192, ""5"": 20008}"
R5,leo_rain_weak,3,0.0,4200,"{""4"": 5192, ""5"": 20008}"
R5,leo_rain_weak,4,24.761904761904763,4200,"{""4"": 5192, ""5"": 20008}"
R5,leo_rain_weak,5,84.28571428571429,4200,"{""4"": 5192, ""5"": 20008}"
R6,clean,0,0.023809523809523808,4200,"{""0"": 3, ""4"": 25076, ""5"": 121}"
R6,clean,1,0.0,4200,"{""0"": 3, ""4"": 25076, ""5"": 121}"
R6,clean,2,0.0,4200,"{""0"": 3, ""4"": 25076, ""5"": 121}"
R6,clean,3,0.0,4200,"{""0"": 3, ""4"": 25076, ""5"": 121}"
R6,clean,4,99.71428571428571,4200,"{""0"": 3, ""4"": 25076, ""5"": 121}"
R6,clean,5,1.119047619047619,4200,"{""0"": 3, ""4"": 25076, ""5"": 121}"
R6,leo_clear_weak,0,0.023809523809523808,4200,"{""0"": 8, ""3"": 1, ""4"": 22994, ""5"": 2197}"
R6,leo_clear_weak,1,0.0,4200,"{""0"": 8, ""3"": 1, ""4"": 22994, ""5"": 2197}"
R6,leo_clear_weak,2,0.0,4200,"{""0"": 8, ""3"": 1, ""4"": 22994, ""5"": 2197}"
R6,leo_clear_weak,3,0.0,4200,"{""0"": 8, ""3"": 1, ""4"": 22994, ""5"": 2197}"
R6,leo_clear_weak,4,91.47619047619048,4200,"{""0"": 8, ""3"": 1, ""4"": 22994, ""5"": 2197}"
R6,leo_clear_weak,5,18.38095238095238,4200,"{""0"": 8, ""3"": 1, ""4"": 22994, ""5"": 2197}"
R6,leo_low_elev_weak,0,0.047619047619047616,4200,"{""0"": 13, ""4"": 22995, ""5"": 2192}"
R6,leo_low_elev_weak,1,0.0,4200,"{""0"": 13, ""4"": 22995, ""5"": 2192}"
R6,leo_low_elev_weak,2,0.0,4200,"{""0"": 13, ""4"": 22995, ""5"": 2192}"
R6,leo_low_elev_weak,3,0.0,4200,"{""0"": 13, ""4"": 22995, ""5"": 2192}"
R6,leo_low_elev_weak,4,90.66666666666667,4200,"{""0"": 13, ""4"": 22995, ""5"": 2192}"
R6,leo_low_elev_weak,5,16.738095238095237,4200,"{""0"": 13, ""4"": 22995, ""5"": 2192}"
R6,leo_rain_weak,0,0.047619047619047616,4200,"{""0"": 8, ""3"": 2, ""4"": 23022, ""5"": 2168}"
R6,leo_rain_weak,1,0.0,4200,"{""0"": 8, ""3"": 2, ""4"": 23022, ""5"": 2168}"
R6,leo_rain_weak,2,0.0,4200,"{""0"": 8, ""3"": 2, ""4"": 23022, ""5"": 2168}"
R6,leo_rain_weak,3,0.023809523809523808,4200,"{""0"": 8, ""3"": 2, ""4"": 23022, ""5"": 2168}"
R6,leo_rain_weak,4,91.78571428571429,4200,"{""0"": 8, ""3"": 2, ""4"": 23022, ""5"": 2168}"
R6,leo_rain_weak,5,16.071428571428573,4200,"{""0"": 8, ""3"": 2, ""4"": 23022, ""5"": 2168}"
R7,clean,0,0.023809523809523808,4200,"{""0"": 4, ""4"": 25150, ""5"": 46}"
R7,clean,1,0.0,4200,"{""0"": 4, ""4"": 25150, ""5"": 46}"
R7,clean,2,0.0,4200,"{""0"": 4, ""4"": 25150, ""5"": 46}"
R7,clean,3,0.0,4200,"{""0"": 4, ""4"": 25150, ""5"": 46}"
R7,clean,4,99.76190476190476,4200,"{""0"": 4, ""4"": 25150, ""5"": 46}"
R7,clean,5,0.40476190476190477,4200,"{""0"": 4, ""4"": 25150, ""5"": 46}"
R7,leo_clear_weak,0,0.023809523809523808,4200,"{""0"": 9, ""3"": 1, ""4"": 24111, ""5"": 1079}"
R7,leo_clear_weak,1,0.0,4200,"{""0"": 9, ""3"": 1, ""4"": 24111, ""5"": 1079}"
R7,leo_clear_weak,2,0.0,4200,"{""0"": 9, ""3"": 1, ""4"": 24111, ""5"": 1079}"
R7,leo_clear_weak,3,0.0,4200,"{""0"": 9, ""3"": 1, ""4"": 24111, ""5"": 1079}"
R7,leo_clear_weak,4,95.88095238095238,4200,"{""0"": 9, ""3"": 1, ""4"": 24111, ""5"": 1079}"
R7,leo_clear_weak,5,9.833333333333334,4200,"{""0"": 9, ""3"": 1, ""4"": 24111, ""5"": 1079}"
R7,leo_low_elev_weak,0,0.047619047619047616,4200,"{""0"": 19, ""4"": 24068, ""5"": 1113}"
R7,leo_low_elev_weak,1,0.0,4200,"{""0"": 19, ""4"": 24068, ""5"": 1113}"
R7,leo_low_elev_weak,2,0.0,4200,"{""0"": 19, ""4"": 24068, ""5"": 1113}"
R7,leo_low_elev_weak,3,0.0,4200,"{""0"": 19, ""4"": 24068, ""5"": 1113}"
R7,leo_low_elev_weak,4,94.92857142857143,4200,"{""0"": 19, ""4"": 24068, ""5"": 1113}"
R7,leo_low_elev_weak,5,9.071428571428571,4200,"{""0"": 19, ""4"": 24068, ""5"": 1113}"
R7,leo_rain_weak,0,0.07142857142857142,4200,"{""0"": 14, ""3"": 2, ""4"": 24073, ""5"": 1111}"
R7,leo_rain_weak,1,0.0,4200,"{""0"": 14, ""3"": 2, ""4"": 24073, ""5"": 1111}"
R7,leo_rain_weak,2,0.0,4200,"{""0"": 14, ""3"": 2, ""4"": 24073, ""5"": 1111}"
R7,leo_rain_weak,3,0.023809523809523808,4200,"{""0"": 14, ""3"": 2, ""4"": 24073, ""5"": 1111}"
R7,leo_rain_weak,4,95.45238095238095,4200,"{""0"": 14, ""3"": 2, ""4"": 24073, ""5"": 1111}"
R7,leo_rain_weak,5,8.976190476190476,4200,"{""0"": 14, ""3"": 2, ""4"": 24073, ""5"": 1111}"
R8,clean,0,0.023809523809523808,4200,"{""0"": 3, ""4"": 25001, ""5"": 196}"
R8,clean,1,0.0,4200,"{""0"": 3, ""4"": 25001, ""5"": 196}"
R8,clean,2,0.0,4200,"{""0"": 3, ""4"": 25001, ""5"": 196}"
R8,clean,3,0.0,4200,"{""0"": 3, ""4"": 25001, ""5"": 196}"
R8,clean,4,99.5952380952381,4200,"{""0"": 3, ""4"": 25001, ""5"": 196}"
R8,clean,5,2.0714285714285716,4200,"{""0"": 3, ""4"": 25001, ""5"": 196}"
R8,leo_clear_weak,0,0.023809523809523808,4200,"{""0"": 7, ""3"": 1, ""4"": 21408, ""5"": 3784}"
R8,leo_clear_weak,1,0.0,4200,"{""0"": 7, ""3"": 1, ""4"": 21408, ""5"": 3784}"
R8,leo_clear_weak,2,0.0,4200,"{""0"": 7, ""3"": 1, ""4"": 21408, ""5"": 3784}"
R8,leo_clear_weak,3,0.0,4200,"{""0"": 7, ""3"": 1, ""4"": 21408, ""5"": 3784}"
R8,leo_clear_weak,4,84.95238095238095,4200,"{""0"": 7, ""3"": 1, ""4"": 21408, ""5"": 3784}"
R8,leo_clear_weak,5,26.523809523809526,4200,"{""0"": 7, ""3"": 1, ""4"": 21408, ""5"": 3784}"
R8,leo_low_elev_weak,0,0.047619047619047616,4200,"{""0"": 12, ""4"": 21542, ""5"": 3646}"
R8,leo_low_elev_weak,1,0.0,4200,"{""0"": 12, ""4"": 21542, ""5"": 3646}"
R8,leo_low_elev_weak,2,0.0,4200,"{""0"": 12, ""4"": 21542, ""5"": 3646}"
R8,leo_low_elev_weak,3,0.0,4200,"{""0"": 12, ""4"": 21542, ""5"": 3646}"
R8,leo_low_elev_weak,4,84.95238095238095,4200,"{""0"": 12, ""4"": 21542, ""5"": 3646}"
R8,leo_low_elev_weak,5,23.952380952380953,4200,"{""0"": 12, ""4"": 21542, ""5"": 3646}"
R8,leo_rain_weak,0,0.047619047619047616,4200,"{""0"": 8, ""3"": 2, ""4"": 21569, ""5"": 3621}"
R8,leo_rain_weak,1,0.0,4200,"{""0"": 8, ""3"": 2, ""4"": 21569, ""5"": 3621}"
R8,leo_rain_weak,2,0.0,4200,"{""0"": 8, ""3"": 2, ""4"": 21569, ""5"": 3621}"
R8,leo_rain_weak,3,0.023809523809523808,4200,"{""0"": 8, ""3"": 2, ""4"": 21569, ""5"": 3621}"
R8,leo_rain_weak,4,85.4047619047619,4200,"{""0"": 8, ""3"": 2, ""4"": 21569, ""5"": 3621}"
R8,leo_rain_weak,5,23.285714285714285,4200,"{""0"": 8, ""3"": 2, ""4"": 21569, ""5"": 3621}"
