run,family,row,status,stored_status,epoch,total,target_tests,inherited_target_contact,from_scratch_argv,scratch_only_argv,checkpoint_exists,epoch_hours,target_hours,peak_mb,nonfinite_grad_epochs,nonfinite_loss_epochs,latest_test_epoch,latest_test_leo,peak_epoch,peak_leo,kind,path,clean,clean_correct,leo_clear_weak,leo_clear_weak_correct,leo_low_elev_weak,leo_low_elev_weak_correct,leo_rain_weak,leo_rain_weak_correct,leo_mean,scene_floor,class_leo,weak_class_leo,weak_class
a1_fast_selected_adv3b02_s392005_20260908_r1,继承A1,A1_FAST_SEQUENTIAL,COMPLETE_SCORED,SCORED_PENDING_ANALYSIS,200,200,1,True,false,false,True,12.222155333492491,0.0,20309.17431640625,19,0,200,67.67400793650795,200,67.67400793650795,final_only,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_fast_selected_adv3b02_s392005_20260908_r1/A1_FAST_SEQUENTIAL/target_prediction/score.json,76.62142857142857,128724,68.92023809523809,115786,66.93452380952381,112450,67.16726190476192,112841,67.67400793650795,66.93452380952381,"[80.95595238095238, 33.03690476190476, 57.964285714285715, 57.83333333333334, 94.80238095238094, 81.45119047619048]",33.03690476190476,1
a1_fast_selected_adv3b02_s392005_20260908_r1,继承A1,A1_REFERENCE,COMPLETE_SCORED,SCORED_PENDING_ANALYSIS,200,200,1,True,false,false,True,12.618522374431292,0.0,20304.42431640625,33,0,200,67.63333333333333,200,67.63333333333333,final_only,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_fast_selected_adv3b02_s392005_20260908_r1/A1_REFERENCE/target_prediction/score.json,76.73392857142856,128913,68.88988095238095,115735,66.9327380952381,112447,67.07738095238095,112690,67.63333333333333,66.9327380952381,"[80.23095238095237, 33.68690476190476, 57.12261904761905, 57.85833333333333, 94.62142857142857, 82.2797619047619]",33.68690476190476,1
a1_fast_v2_s392005_20260909_r1,V2,F0_FIXED_BASE,COMPLETE_SCORED,SCORED_PENDING_ANALYSIS,200,200,1,False,true,true,True,18.049905968440903,0.0,20267.4384765625,19,0,200,68.11746031746031,200,68.11746031746031,final_only,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_fast_v2_s392005_20260909_r1/F0_FIXED_BASE/target_prediction/score.json,79.84642857142858,134142,69.28214285714286,116394,67.46011904761905,113333,67.61011904761904,113585,68.11746031746031,67.46011904761905,"[72.77380952380953, 34.833333333333336, 61.495238095238086, 59.72023809523808, 95.29404761904762, 84.58809523809524]",34.833333333333336,1
a1_fast_v2_s392005_20260909_r1,V2,F1_RUNTIME,COMPLETE_SCORED,SCORED_PENDING_ANALYSIS,200,200,1,False,true,true,True,15.042388319108221,0.0,20265.8828125,18,0,200,67.89543650793651,200,67.89543650793651,final_only,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_fast_v2_s392005_20260909_r1/F1_RUNTIME/target_prediction/score.json,78.93571428571428,132612,69.05714285714286,116016,67.22440476190476,112937,67.4047619047619,113240,67.89543650793651,67.22440476190476,"[73.78095238095239, 33.91904761904762, 61.53214285714285, 59.99880952380952, 94.27738095238095, 83.86428571428571]",33.91904761904762,1
a1_fast_v2_s392005_20260909_r1,V2,F2_WARM_EMA,COMPLETE_SCORED,SCORED_PENDING_ANALYSIS,200,200,1,False,true,true,True,16.783407006263733,0.0,20262.3828125,18,0,200,68.0859126984127,200,68.0859126984127,final_only,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_fast_v2_s392005_20260909_r1/F2_WARM_EMA/target_prediction/score.json,78.86071428571428,132486,69.14345238095238,116161,67.51547619047619,113426,67.59880952380952,113566,68.0859126984127,67.51547619047619,"[74.29880952380954, 34.63095238095238, 61.169047619047625, 58.7452380952381, 95.44880952380952, 84.22261904761905]",34.63095238095238,1
a1_fast_v2_s392005_20260909_r1,V2,F3_COVERAGE_KL,COMPLETE_SCORED,SCORED_PENDING_ANALYSIS,200,200,1,False,true,true,True,15.263658766680294,0.0,20269.1328125,20,0,200,67.2577380952381,200,67.2577380952381,final_only,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_fast_v2_s392005_20260909_r1/F3_COVERAGE_KL/target_prediction/score.json,78.90238095238095,132556,68.33869047619048,114809,66.56369047619047,111827,66.87083333333334,112343,67.2577380952381,66.56369047619047,"[71.15595238095237, 34.41904761904762, 61.39166666666667, 58.72380952380953, 95.25, 82.60595238095237]",34.41904761904762,1
a1_mechanism_periodic_s392005_20260910_r1,机制,B0_FIXED,COMPLETE_SCORED,EXPLORATORY_SCORED_PENDING_ANALYSIS,200,200,13,False,true,true,True,18.337627098096743,0.4232573446560289,20267.13427734375,18,0,200,67.83154761904761,200,67.83154761904761,periodic,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_mechanism_periodic_s392005_20260910_r1/B0_FIXED/target_epochs/E200/score.json,77.67380952380952,130492,68.81190476190476,115604,67.2547619047619,112988,67.42797619047619,113279,67.83154761904761,67.2547619047619,"[72.5988095238095, 34.069047619047616, 61.71071428571429, 60.48095238095238, 94.90238095238095, 83.22738095238095]",34.069047619047616,1
a1_mechanism_periodic_s392005_20260910_r1,机制,B1_TAIL_LR,COMPLETE_SCORED,EXPLORATORY_SCORED_PENDING_ANALYSIS,200,200,13,False,true,true,True,18.18362881468402,0.40807750863230063,9844.43359375,17,0,200,68.49742063492063,150,69.35019841269842,periodic,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_mechanism_periodic_s392005_20260910_r1/B1_TAIL_LR/target_epochs/E200/score.json,78.25357142857143,131466,69.48035714285714,116727,67.7845238095238,113878,68.22738095238095,114622,68.49742063492063,67.7845238095238,"[74.36190476190474, 38.11666666666667, 57.75, 58.52023809523809, 96.97857142857144, 85.25714285714285]",38.11666666666667,1
a1_mechanism_periodic_s392005_20260910_r1,机制,B2_RC4_WEIGHT,COMPLETE_SCORED,EXPLORATORY_SCORED_PENDING_ANALYSIS,200,200,13,False,true,true,True,18.14636032594575,0.4744749131277462,20266.38427734375,19,0,200,67.88373015873015,200,67.88373015873015,periodic,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_mechanism_periodic_s392005_20260910_r1/B2_RC4_WEIGHT/target_epochs/E200/score.json,78.6922619047619,132203,68.97857142857143,115884,67.25357142857142,112986,67.41904761904762,113264,67.88373015873015,67.25357142857142,"[73.80714285714286, 33.22380952380952, 61.94761904761905, 59.67499999999999, 94.33214285714286, 84.31666666666668]",33.22380952380952,1
a1_mechanism_periodic_s392005_20260910_r1,机制,D0_NO_ORBIT,COMPLETE_SCORED,EXPLORATORY_SCORED_PENDING_ANALYSIS,200,200,13,False,true,true,True,16.354717256228128,0.3965984963412241,9847.2705078125,37,0,200,63.717261904761905,150,65.03809523809524,periodic,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_mechanism_periodic_s392005_20260910_r1/D0_NO_ORBIT/target_epochs/E200/score.json,77.81071428571428,130722,65.20357142857142,109542,62.94345238095238,105745,63.00476190476191,105848,63.717261904761905,62.94345238095238,"[64.61666666666666, 30.94404761904762, 55.78333333333333, 59.410714285714285, 88.6047619047619, 82.94404761904762]",30.94404761904762,1
a1_mechanism_periodic_s392005_20260910_r1,机制,D1_THREE_VIEW,COMPLETE_SCORED,EXPLORATORY_SCORED_PENDING_ANALYSIS,200,200,13,False,true,true,True,18.968510599401263,0.45078167000125785,20265.38427734375,18,0,200,68.30337301587302,200,68.30337301587302,periodic,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_mechanism_periodic_s392005_20260910_r1/D1_THREE_VIEW/target_epochs/E200/score.json,79.09345238095239,132877,69.52202380952382,116797,67.65654761904763,113663,67.73154761904762,113789,68.30337301587302,67.65654761904763,"[75.30714285714285, 32.701190476190476, 61.976190476190474, 59.24880952380952, 94.83809523809525, 85.74880952380953]",32.701190476190476,1
a1_mechanism_periodic_s392005_20260910_r1,机制,D2_PHYSICAL_ORBIT,COMPLETE_SCORED,EXPLORATORY_SCORED_PENDING_ANALYSIS,200,200,13,False,true,true,True,18.0928200236294,0.46491084441335667,20265.88427734375,20,0,200,66.75337301587302,160,66.94920634920635,periodic,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_mechanism_periodic_s392005_20260910_r1/D2_PHYSICAL_ORBIT/target_epochs/E200/score.json,78.04702380952381,131119,67.79642857142856,113898,66.14047619047619,111116,66.32321428571429,111423,66.75337301587302,66.14047619047619,"[70.60595238095239, 34.238095238095234, 59.854761904761915, 59.832142857142856, 94.24761904761904, 81.74166666666667]",34.238095238095234,1
a1_mechanism_periodic_s392005_20260910_r1,机制,D3_TANGENT,COMPLETE_SCORED,EXPLORATORY_SCORED_PENDING_ANALYSIS,200,200,13,False,true,true,True,17.690678442849052,0.37288674211155415,20264.38427734375,20,0,200,67.90892857142858,170,68.10992063492064,periodic,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_mechanism_periodic_s392005_20260910_r1/D3_TANGENT/target_epochs/E200/score.json,78.8125,132405,68.98809523809524,115900,67.25178571428572,112983,67.48690476190477,113378,67.90892857142858,67.25178571428572,"[72.16904761904762, 35.92380952380953, 58.98571428571429, 60.23214285714286, 96.20119047619046, 83.94166666666668]",35.92380952380953,1
a1_mechanism_periodic_s392005_20260910_r1,机制,E0_RESPONSE_ONLY,COMPLETE_SCORED,EXPLORATORY_SCORED_PENDING_ANALYSIS,200,200,13,False,true,true,True,38.28715334461795,1.7808693684907888,20268.41748046875,19,0,200,68.71488095238095,200,68.71488095238095,periodic,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_mechanism_periodic_s392005_20260910_r1/E0_RESPONSE_ONLY/target_epochs/E200/score.json,79.77321428571429,134019,69.93273809523811,117487,68.08214285714286,114378,68.1297619047619,114458,68.71488095238095,68.08214285714286,"[75.9452380952381, 35.1, 60.241666666666674, 57.9345238095238, 95.925, 87.14285714285715]",35.1,1
a1_mechanism_periodic_s392005_20260910_r1,机制,F0_R3_REFERENCE,COMPLETE_SCORED,EXPLORATORY_SCORED_PENDING_ANALYSIS,200,200,13,False,true,true,True,19.879525196552276,0.4371328370359778,20331.59814453125,22,0,200,66.90575396825398,170,67.3001984126984,periodic,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_mechanism_periodic_s392005_20260910_r1/F0_R3_REFERENCE/target_epochs/E200/score.json,78.66250000000001,132153,67.97678571428571,114201,66.20595238095238,111226,66.5345238095238,111778,66.90575396825398,66.20595238095238,"[68.70952380952382, 34.28452380952381, 57.320238095238096, 60.95357142857143, 92.59404761904761, 87.57261904761906]",34.28452380952381,1
a1_mechanism_periodic_s392005_20260910_r1,机制,F1_R3_CONTINUOUS,COMPLETE_SCORED,EXPLORATORY_SCORED_PENDING_ANALYSIS,200,200,13,False,true,true,True,19.142658341195848,0.4437440725911357,20337.3466796875,21,0,200,67.77321428571429,180,67.86904761904763,periodic,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_mechanism_periodic_s392005_20260910_r1/F1_R3_CONTINUOUS/target_epochs/E200/score.json,78.91309523809524,132574,68.68035714285713,115383,67.21666666666667,112924,67.42261904761905,113270,67.77321428571429,67.21666666666667,"[70.63333333333333, 33.319047619047616, 59.997619047619054, 61.01547619047619, 95.28571428571428, 86.38809523809523]",33.319047619047616,1
a1_mechanism_periodic_s392005_20260910_r1,机制,F2_R3_IDENTITY,COMPLETE_SCORED,EXPLORATORY_SCORED_PENDING_ANALYSIS,200,200,13,False,true,true,True,17.94388552394178,0.38236460107107023,10192.2431640625,20,0,200,67.41845238095237,180,67.62757936507937,periodic,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_mechanism_periodic_s392005_20260910_r1/F2_R3_IDENTITY/target_epochs/E200/score.json,78.60535714285714,132057,68.53035714285714,115131,66.85357142857143,112314,66.87142857142857,112344,67.41845238095237,66.85357142857143,"[71.51309523809525, 33.33452380952381, 59.1607142857143, 60.54047619047619, 92.87857142857143, 87.08333333333333]",33.33452380952381,1
a1_mechanism_periodic_s392005_20260910_r1,机制,F3_R3_SWAP,COMPLETE_SCORED,EXPLORATORY_SCORED_PENDING_ANALYSIS,200,200,13,False,true,true,True,19.28273651580016,0.41607730754676997,20326.00439453125,18,0,200,67.08968253968254,170,67.29761904761904,periodic,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_mechanism_periodic_s392005_20260910_r1/F3_R3_SWAP/target_epochs/E200/score.json,77.81130952380953,130723,67.91071428571429,114090,66.53690476190476,111782,66.82142857142857,112260,67.08968253968254,66.53690476190476,"[68.52619047619048, 33.496428571428574, 57.56428571428571, 62.67142857142858, 94.96547619047618, 85.31428571428572]",33.496428571428574,1
a1_r3_budget_s392005_20260909_r2,R3预算,R3_B120,COMPLETE_SCORED,EXPLORATORY_SCORED_PENDING_ANALYSIS,120,120,7,False,true,true,True,8.558755003213882,0.0,20337.4765625,13,0,120,64.0281746031746,100,64.07003968253969,periodic,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_r3_budget_s392005_20260909_r2/R3_B120/target_epochs/E120/score.json,77.36964285714286,129981,64.775,108822,63.60178571428572,106851,63.7077380952381,107029,64.0281746031746,63.60178571428572,"[65.39880952380952, 31.409523809523805, 56.29523809523809, 60.452380952380956, 90.13809523809523, 80.47500000000001]",31.409523809523805,1
a1_r3_budget_s392005_20260909_r2,R3预算,R3_B160,COMPLETE_SCORED,EXPLORATORY_SCORED_PENDING_ANALYSIS,160,160,9,False,true,true,True,14.657785037093692,0.0,20338.7265625,18,0,160,66.76051587301588,150,66.79226190476192,periodic,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_r3_budget_s392005_20260909_r2/R3_B160/target_epochs/E160/score.json,78.58035714285714,132015,67.79107142857143,113889,66.10833333333333,111062,66.38214285714285,111522,66.76051587301588,66.10833333333333,"[70.36190476190477, 34.65, 56.33571428571429, 59.536904761904765, 92.95357142857142, 86.72500000000001]",34.65,1
a1_r3_scratch_s392005_20260908_r1,R3,R3_FAST_SEQUENTIAL,COMPLETE_SCORED,SCORED_PENDING_ANALYSIS,200,200,1,False,true,true,True,13.787814435627725,0.0,20338.9140625,19,0,200,68.23234126984127,200,68.23234126984127,final_only,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_r3_scratch_s392005_20260908_r1/R3_FAST_SEQUENTIAL/target_prediction/score.json,78.61488095238094,132073,69.27380952380953,116380,67.51309523809523,113422,67.91011904761905,114089,68.23234126984127,67.51309523809523,"[70.59166666666667, 34.36190476190476, 60.36904761904762, 60.80119047619047, 95.87738095238096, 87.39285714285715]",34.36190476190476,1
a1_r3_scratch_s392005_20260908_r1,R3,R3_REFERENCE,COMPLETE_SCORED,SCORED_PENDING_ANALYSIS,200,200,1,False,true,true,True,13.902219932807816,0.0,20335.1640625,21,0,200,68.51329365079364,200,68.51329365079364,final_only,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_r3_scratch_s392005_20260908_r1/R3_REFERENCE/target_prediction/score.json,79.1125,132909,69.56964285714285,116877,67.81904761904762,113936,68.15119047619046,114494,68.51329365079364,67.81904761904762,"[70.425, 34.009523809523806, 62.20357142857143, 60.63928571428571, 94.48214285714285, 89.3202380952381]",34.009523809523806,1
a1_r3_scratch_s392005_20260908_r1,R3,R3_STRUCTURE_CONTROL,COMPLETE_SCORED,SCORED_PENDING_ANALYSIS,200,200,1,False,true,true,True,14.540475008885066,0.0,20337.6640625,20,0,200,67.56785714285714,200,67.56785714285714,final_only,/home/szu2070436088/2510044040/CV-SincNet/runs/a1_r3_scratch_s392005_20260908_r1/R3_STRUCTURE_CONTROL/target_prediction/score.json,77.98869047619048,131021,68.64226190476191,115319,66.94940476190476,112475,67.11190476190477,112748,67.56785714285714,66.94940476190476,"[71.09285714285714, 32.06547619047618, 60.650000000000006, 61.220238095238095, 93.08333333333333, 87.2952380952381]",32.06547619047618,1
