variant,scene,category,group,correct,total,incorrect,accuracy_percent
permanent_detach,leo_clear_weak,named,test_day_0,23949,30000,6051,79.83
permanent_detach,leo_clear_weak,named,test_seen_day_unseen_rx,78492,126000,47508,62.2952380952381
permanent_detach,leo_clear_weak,named,test_rx_0,13427,18000,4573,74.59444444444445
permanent_detach,leo_clear_weak,named,test_rx_2,8185,18000,9815,45.47222222222222
permanent_detach,leo_clear_weak,named,test_rx_5,13428,18000,4572,74.6
permanent_detach,leo_clear_weak,named,test_rx_7,7384,18000,10616,41.022222222222226
permanent_detach,leo_clear_weak,named,test_rx_9,12756,18000,5244,70.86666666666666
permanent_detach,leo_clear_weak,named,test_rx_10,11528,18000,6472,64.04444444444445
permanent_detach,leo_clear_weak,named,test_rx_11,11784,18000,6216,65.46666666666667
permanent_detach,leo_clear_weak,named,test_unseen_day_unseen_rx,25490,42000,16510,60.69047619047619
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_0,3749,6000,2251,62.483333333333334
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_2,2285,6000,3715,38.083333333333336
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_5,4003,6000,1997,66.71666666666667
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_7,3242,6000,2758,54.03333333333333
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_9,3913,6000,2087,65.21666666666667
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_10,4399,6000,1601,73.31666666666666
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_11,3899,6000,2101,64.98333333333333
permanent_detach,leo_clear_weak,receiver_all_days,0,17176,24000,6824,71.56666666666666
permanent_detach,leo_clear_weak,receiver_all_days,1,4471,6000,1529,74.51666666666667
permanent_detach,leo_clear_weak,receiver_all_days,2,10470,24000,13530,43.625
permanent_detach,leo_clear_weak,receiver_all_days,3,4479,6000,1521,74.65
permanent_detach,leo_clear_weak,receiver_all_days,4,5177,6000,823,86.28333333333333
permanent_detach,leo_clear_weak,receiver_all_days,5,17431,24000,6569,72.62916666666666
permanent_detach,leo_clear_weak,receiver_all_days,6,5240,6000,760,87.33333333333333
permanent_detach,leo_clear_weak,receiver_all_days,7,10626,24000,13374,44.275
permanent_detach,leo_clear_weak,receiver_all_days,8,4582,6000,1418,76.36666666666666
permanent_detach,leo_clear_weak,receiver_all_days,9,16669,24000,7331,69.45416666666667
permanent_detach,leo_clear_weak,receiver_all_days,10,15927,24000,8073,66.3625
permanent_detach,leo_clear_weak,receiver_all_days,11,15683,24000,8317,65.34583333333333
permanent_detach,leo_clear_weak,class,0,23665,33000,9335,71.71212121212122
permanent_detach,leo_clear_weak,class,1,11328,33000,21672,34.32727272727273
permanent_detach,leo_clear_weak,class,2,15672,33000,17328,47.49090909090909
permanent_detach,leo_clear_weak,class,3,19864,33000,13136,60.193939393939395
permanent_detach,leo_clear_weak,class,4,27221,33000,5779,82.48787878787878
permanent_detach,leo_clear_weak,class,5,30181,33000,2819,91.45757575757575
permanent_detach,leo_low_elev_weak,aggregate,all,123010,198000,74990,62.12626262626262
permanent_detach,leo_low_elev_weak,named,test_unseen_day_seen_rx,22802,30000,7198,76.00666666666666
permanent_detach,leo_low_elev_weak,named,test_day_0,22802,30000,7198,76.00666666666666
permanent_detach,leo_low_elev_weak,named,test_seen_day_unseen_rx,75752,126000,50248,60.12063492063492
permanent_detach,leo_low_elev_weak,named,test_rx_0,12722,18000,5278,70.67777777777778
permanent_detach,leo_low_elev_weak,named,test_rx_2,8114,18000,9886,45.077777777777776
permanent_detach,leo_low_elev_weak,named,test_rx_5,12955,18000,5045,71.97222222222223
permanent_detach,leo_low_elev_weak,named,test_rx_7,7398,18000,10602,41.1
permanent_detach,leo_low_elev_weak,named,test_rx_9,12285,18000,5715,68.25
permanent_detach,leo_low_elev_weak,named,test_rx_10,11039,18000,6961,61.327777777777776
permanent_detach,leo_low_elev_weak,named,test_rx_11,11239,18000,6761,62.43888888888889
permanent_detach,leo_low_elev_weak,named,test_unseen_day_unseen_rx,24456,42000,17544,58.22857142857143
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_0,3573,6000,2427,59.55
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_2,2388,6000,3612,39.8
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_5,3699,6000,2301,61.65
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_7,3083,6000,2917,51.38333333333333
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_9,3800,6000,2200,63.333333333333336
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_10,4096,6000,1904,68.26666666666667
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_11,3817,6000,2183,63.61666666666667
permanent_detach,leo_low_elev_weak,receiver_all_days,0,16295,24000,7705,67.89583333333333
permanent_detach,leo_low_elev_weak,receiver_all_days,1,4297,6000,1703,71.61666666666666
permanent_detach,leo_low_elev_weak,receiver_all_days,2,10502,24000,13498,43.75833333333333
permanent_detach,leo_low_elev_weak,receiver_all_days,3,4266,6000,1734,71.1
permanent_detach,leo_low_elev_weak,receiver_all_days,4,4992,6000,1008,83.2
permanent_detach,leo_low_elev_weak,receiver_all_days,5,16654,24000,7346,69.39166666666667
permanent_detach,leo_low_elev_weak,receiver_all_days,6,4943,6000,1057,82.38333333333334
permanent_detach,leo_low_elev_weak,receiver_all_days,7,10481,24000,13519,43.670833333333334
permanent_detach,leo_low_elev_weak,receiver_all_days,8,4304,6000,1696,71.73333333333333
permanent_detach,leo_low_elev_weak,receiver_all_days,9,16085,24000,7915,67.02083333333333
permanent_detach,leo_low_elev_weak,receiver_all_days,10,15135,24000,8865,63.0625
permanent_detach,leo_low_elev_weak,receiver_all_days,11,15056,24000,8944,62.733333333333334
permanent_detach,leo_low_elev_weak,class,0,23344,33000,9656,70.73939393939393
permanent_detach,leo_low_elev_weak,class,1,10412,33000,22588,31.55151515151515
permanent_detach,leo_low_elev_weak,class,2,14978,33000,18022,45.38787878787879
permanent_detach,leo_low_elev_weak,class,3,18232,33000,14768,55.24848484848485
permanent_detach,leo_low_elev_weak,class,4,26139,33000,6861,79.2090909090909
permanent_detach,leo_low_elev_weak,class,5,29905,33000,3095,90.62121212121212
permanent_detach,leo_rain_weak,aggregate,all,123023,198000,74977,62.132828282828285
permanent_detach,leo_rain_weak,named,test_unseen_day_seen_rx,22982,30000,7018,76.60666666666667
permanent_detach,leo_rain_weak,named,test_day_0,22982,30000,7018,76.60666666666667
permanent_detach,leo_rain_weak,named,test_seen_day_unseen_rx,75686,126000,50314,60.06825396825397
permanent_detach,leo_rain_weak,named,test_rx_0,12596,18000,5404,69.97777777777777
permanent_detach,leo_rain_weak,named,test_rx_2,8056,18000,9944,44.75555555555555
permanent_detach,leo_rain_weak,named,test_rx_5,13124,18000,4876,72.91111111111111
permanent_detach,leo_rain_weak,named,test_rx_7,7413,18000,10587,41.18333333333333
permanent_detach,leo_rain_weak,named,test_rx_9,12301,18000,5699,68.33888888888889
permanent_detach,leo_rain_weak,named,test_rx_10,10906,18000,7094,60.58888888888889
permanent_detach,leo_rain_weak,named,test_rx_11,11290,18000,6710,62.72222222222222
permanent_detach,leo_rain_weak,named,test_unseen_day_unseen_rx,24355,42000,17645,57.98809523809524
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_0,3530,6000,2470,58.833333333333336
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_2,2395,6000,3605,39.916666666666664
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_5,3748,6000,2252,62.46666666666667
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_7,3026,6000,2974,50.43333333333333
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_9,3773,6000,2227,62.88333333333333
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_10,4189,6000,1811,69.81666666666666
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_11,3694,6000,2306,61.56666666666667
permanent_detach,leo_rain_weak,receiver_all_days,0,16126,24000,7874,67.19166666666666
permanent_detach,leo_rain_weak,receiver_all_days,1,4270,6000,1730,71.16666666666667
permanent_detach,leo_rain_weak,receiver_all_days,2,10451,24000,13549,43.545833333333334
permanent_detach,leo_rain_weak,receiver_all_days,3,4255,6000,1745,70.91666666666667
permanent_detach,leo_rain_weak,receiver_all_days,4,5077,6000,923,84.61666666666666
permanent_detach,leo_rain_weak,receiver_all_days,5,16872,24000,7128,70.3
permanent_detach,leo_rain_weak,receiver_all_days,6,4972,6000,1028,82.86666666666666
permanent_detach,leo_rain_weak,receiver_all_days,7,10439,24000,13561,43.49583333333333
permanent_detach,leo_rain_weak,receiver_all_days,8,4408,6000,1592,73.46666666666667
permanent_detach,leo_rain_weak,receiver_all_days,9,16074,24000,7926,66.975
permanent_detach,leo_rain_weak,receiver_all_days,10,15095,24000,8905,62.895833333333336
permanent_detach,leo_rain_weak,receiver_all_days,11,14984,24000,9016,62.43333333333333
permanent_detach,leo_rain_weak,class,0,23728,33000,9272,71.9030303030303
permanent_detach,leo_rain_weak,class,1,10539,33000,22461,31.936363636363637
permanent_detach,leo_rain_weak,class,2,14988,33000,18012,45.41818181818182
permanent_detach,leo_rain_weak,class,3,17682,33000,15318,53.58181818181818
permanent_detach,leo_rain_weak,class,4,25886,33000,7114,78.44242424242424
permanent_detach,leo_rain_weak,class,5,30200,33000,2800,91.51515151515152
