method_label,method,cell_id,receiver,seed,new_class_count,k_shot,scenario,no_leo_old_acc_before_increment,leo_old_acc_before_increment,delta_old_acc_before_increment,no_leo_old_acc_after_increment,leo_old_acc_after_increment,delta_old_acc_after_increment,no_leo_seen_new_acc,leo_seen_new_acc,delta_seen_new_acc,no_leo_H_old_new,leo_H_old_new,delta_H_old_new,no_leo_candidate_average_forgetting,leo_candidate_average_forgetting,delta_candidate_average_forgetting,no_leo_min_old_class_acc,leo_min_old_class_acc,delta_min_old_class_acc
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_10__mopc_hr_official_repo__k_5,8-8,713101,10,5,leo_low_elev_weak,0.85,0.85,0.0,0.25,0.5083333333333333,-0.2583333333333333,0.665,0.22,0.44500000000000006,0.3633879781420765,0.30709382151029746,0.05629415663177906,0.6,0.3416666666666667,0.2583333333333333,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_10__mopc_hr_official_repo__k_5,8-8,713101,10,5,leo_rain_weak,0.85,0.85,0.0,0.21666666666666667,0.725,-0.5083333333333333,0.685,0.205,0.4800000000000001,0.3292051756007394,0.31962365591397845,0.009581519686760964,0.6333333333333333,0.125,0.5083333333333333,0.0,0.2,-0.2
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_10__mopc_hr_official_repo__k_10,8-8,713101,10,10,leo_clear_weak,0.85,0.85,0.0,0.21666666666666667,0.48333333333333334,-0.26666666666666666,0.755,0.42,0.335,0.3367066895368782,0.4494464944649446,-0.1127398049280664,0.6333333333333333,0.36666666666666664,0.26666666666666666,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_10__mopc_hr_official_repo__k_10,8-8,713101,10,10,leo_low_elev_weak,0.85,0.85,0.0,0.2,0.5,-0.3,0.76,0.34,0.42,0.3166666666666667,0.40476190476190477,-0.08809523809523806,0.65,0.35,0.30000000000000004,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_10__mopc_hr_official_repo__k_10,8-8,713101,10,10,leo_rain_weak,0.85,0.85,0.0,0.21666666666666667,0.6583333333333333,-0.44166666666666665,0.87,0.355,0.515,0.3469325153374233,0.4612664473684211,-0.11433393203099779,0.6333333333333333,0.19166666666666665,0.44166666666666665,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_10__mopc_hr_official_repo__k_20,8-8,713101,10,20,leo_clear_weak,0.85,0.85,0.0,0.18333333333333332,0.475,-0.29166666666666663,0.885,0.405,0.48,0.30374414976599057,0.43721590909090907,-0.1334717593249185,0.6666666666666666,0.375,0.29166666666666663,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_10__mopc_hr_official_repo__k_20,8-8,713101,10,20,leo_low_elev_weak,0.85,0.85,0.0,0.175,0.4666666666666667,-0.2916666666666667,0.9,0.45,0.45,0.2930232558139535,0.4581818181818182,-0.1651585623678647,0.6749999999999999,0.3833333333333333,0.29166666666666663,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_10__mopc_hr_official_repo__k_20,8-8,713101,10,20,leo_rain_weak,0.85,0.85,0.0,0.175,0.48333333333333334,-0.30833333333333335,0.875,0.415,0.46,0.29166666666666663,0.4465677179962894,-0.15490105132962279,0.6749999999999999,0.36666666666666664,0.3083333333333333,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_25__mopc_hr_official_repo__k_1,8-8,713101,25,1,leo_clear_weak,0.85,0.85,0.0,0.7833333333333333,0.8416666666666667,-0.05833333333333335,0.002,0.006,-0.004,0.00398981324278438,0.01191506095163193,-0.00792524770884755,0.06666666666666667,0.008333333333333304,0.05833333333333336,0.3,0.2,0.09999999999999998
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_25__mopc_hr_official_repo__k_1,8-8,713101,25,1,leo_low_elev_weak,0.85,0.85,0.0,0.775,0.825,-0.04999999999999993,0.0,0.01,-0.01,0.0,0.01976047904191617,-0.01976047904191617,0.075,0.025000000000000022,0.049999999999999975,0.15,0.25,-0.1
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_25__mopc_hr_official_repo__k_1,8-8,713101,25,1,leo_rain_weak,0.85,0.85,0.0,0.7416666666666667,0.85,-0.10833333333333328,0.0,0.004,-0.004,0.0,0.007962529274004683,-0.007962529274004683,0.10833333333333332,0.0,0.10833333333333332,0.2,0.2,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_25__mopc_hr_official_repo__k_5,8-8,713101,25,5,leo_clear_weak,0.85,0.85,0.0,0.2,0.5583333333333333,-0.35833333333333334,0.582,0.194,0.38799999999999996,0.29769820971867006,0.287948604342047,0.00974960537662306,0.65,0.29166666666666663,0.3583333333333334,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_25__mopc_hr_official_repo__k_5,8-8,713101,25,5,leo_low_elev_weak,0.85,0.85,0.0,0.09166666666666666,0.5083333333333333,-0.41666666666666663,0.528,0.192,0.336,0.15621301775147928,0.27872441694431227,-0.12251139919283299,0.7583333333333333,0.3416666666666667,0.41666666666666663,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_25__mopc_hr_official_repo__k_5,8-8,713101,25,5,leo_rain_weak,0.85,0.85,0.0,0.23333333333333334,0.6,-0.36666666666666664,0.514,0.148,0.366,0.32096342551293483,0.23743315508021387,0.08353027043272096,0.6166666666666667,0.25,0.3666666666666667,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_25__mopc_hr_official_repo__k_10,8-8,713101,25,10,leo_clear_weak,0.85,0.85,0.0,0.175,0.325,-0.15000000000000002,0.702,0.31,0.39199999999999996,0.2801596351197263,0.3173228346456693,-0.03716319952594299,0.6749999999999999,0.5249999999999999,0.15000000000000002,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_25__mopc_hr_official_repo__k_10,8-8,713101,25,10,leo_low_elev_weak,0.85,0.85,0.0,0.075,0.49166666666666664,-0.41666666666666663,0.718,0.24,0.478,0.13581336696090796,0.3225512528473804,-0.18673788588647244,0.775,0.35833333333333334,0.4166666666666667,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_25__mopc_hr_official_repo__k_10,8-8,713101,25,10,leo_rain_weak,0.85,0.85,0.0,0.11666666666666667,0.5,-0.3833333333333333,0.668,0.268,0.4,0.1986406117247239,0.34895833333333337,-0.15031772160860948,0.7333333333333334,0.35,0.3833333333333334,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_25__mopc_hr_official_repo__k_20,8-8,713101,25,20,leo_clear_weak,0.85,0.85,0.0,0.06666666666666667,0.49166666666666664,-0.425,0.718,0.41,0.308,0.12200509770603228,0.4471349353049907,-0.3251298375989584,0.7833333333333333,0.35833333333333334,0.425,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_25__mopc_hr_official_repo__k_20,8-8,713101,25,20,leo_low_elev_weak,0.85,0.85,0.0,0.08333333333333333,0.425,-0.3416666666666667,0.698,0.36,0.33799999999999997,0.14889078498293512,0.38980891719745225,-0.24091813221451713,0.7666666666666667,0.425,0.34166666666666673,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713101__new_25__mopc_hr_official_repo__k_20,8-8,713101,25,20,leo_rain_weak,0.85,0.85,0.0,0.05,0.5,-0.45,0.742,0.29,0.452,0.09368686868686868,0.36708860759493667,-0.27340173890806796,0.7999999999999999,0.35,0.44999999999999996,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_1__mopc_hr_official_repo__k_1,8-8,713102,1,1,leo_clear_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_1__mopc_hr_official_repo__k_1,8-8,713102,1,1,leo_low_elev_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_1__mopc_hr_official_repo__k_1,8-8,713102,1,1,leo_rain_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_1__mopc_hr_official_repo__k_5,8-8,713102,1,5,leo_clear_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_1__mopc_hr_official_repo__k_5,8-8,713102,1,5,leo_low_elev_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_1__mopc_hr_official_repo__k_5,8-8,713102,1,5,leo_rain_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_1__mopc_hr_official_repo__k_10,8-8,713102,1,10,leo_clear_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_1__mopc_hr_official_repo__k_10,8-8,713102,1,10,leo_low_elev_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_1__mopc_hr_official_repo__k_10,8-8,713102,1,10,leo_rain_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_1__mopc_hr_official_repo__k_20,8-8,713102,1,20,leo_clear_weak,0.85,0.85,0.0,0.13333333333333333,0.5,-0.3666666666666667,1.0,1.0,0.0,0.23529411764705882,0.6666666666666666,-0.4313725490196078,0.7166666666666667,0.35,0.3666666666666667,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_1__mopc_hr_official_repo__k_20,8-8,713102,1,20,leo_low_elev_weak,0.85,0.85,0.0,0.11666666666666667,0.5166666666666667,-0.4,1.0,1.0,0.0,0.208955223880597,0.6813186813186815,-0.47236345743808444,0.7333333333333333,0.33333333333333326,0.4,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_1__mopc_hr_official_repo__k_20,8-8,713102,1,20,leo_rain_weak,0.85,0.85,0.0,0.2833333333333333,0.5,-0.21666666666666667,1.0,0.95,0.050000000000000044,0.4415584415584416,0.6551724137931034,-0.21361397223466183,0.5666666666666667,0.35,0.21666666666666667,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_3__mopc_hr_official_repo__k_1,8-8,713102,3,1,leo_clear_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_3__mopc_hr_official_repo__k_1,8-8,713102,3,1,leo_low_elev_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_3__mopc_hr_official_repo__k_1,8-8,713102,3,1,leo_rain_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_3__mopc_hr_official_repo__k_5,8-8,713102,3,5,leo_clear_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_3__mopc_hr_official_repo__k_5,8-8,713102,3,5,leo_low_elev_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_3__mopc_hr_official_repo__k_5,8-8,713102,3,5,leo_rain_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_3__mopc_hr_official_repo__k_10,8-8,713102,3,10,leo_clear_weak,0.85,0.85,0.0,0.6333333333333333,0.5416666666666666,0.09166666666666667,0.6166666666666667,0.5166666666666667,0.09999999999999998,0.6248888888888888,0.5288713910761155,0.09601749781277336,0.225,0.30833333333333335,-0.08333333333333334,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_3__mopc_hr_official_repo__k_10,8-8,713102,3,10,leo_low_elev_weak,0.85,0.85,0.0,0.43333333333333335,0.8083333333333333,-0.375,0.6,0.6,0.0,0.503225806451613,0.6887573964497041,-0.18553158999809116,0.42500000000000004,0.04166666666666663,0.3833333333333334,0.0,0.2,-0.2
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_3__mopc_hr_official_repo__k_10,8-8,713102,3,10,leo_rain_weak,0.85,0.85,0.0,0.43333333333333335,0.6833333333333333,-0.25,0.3333333333333333,0.5333333333333333,-0.2,0.37681159420289856,0.5990867579908675,-0.22227516378796897,0.4166666666666667,0.16666666666666663,0.25000000000000006,0.0,0.05,-0.05
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_3__mopc_hr_official_repo__k_20,8-8,713102,3,20,leo_clear_weak,0.85,0.85,0.0,0.6333333333333333,0.575,0.05833333333333335,0.9166666666666666,0.6833333333333333,0.23333333333333328,0.7491039426523297,0.6245033112582781,0.12460063139405164,0.24999999999999997,0.275,-0.02500000000000005,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_3__mopc_hr_official_repo__k_20,8-8,713102,3,20,leo_low_elev_weak,0.85,0.85,0.0,0.6083333333333333,0.5666666666666667,0.04166666666666663,0.95,0.7166666666666667,0.23333333333333328,0.7417112299465242,0.632900432900433,0.1088107970460912,0.27499999999999997,0.2833333333333333,-0.00833333333333336,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_3__mopc_hr_official_repo__k_20,8-8,713102,3,20,leo_rain_weak,0.85,0.85,0.0,0.6,0.5166666666666667,0.08333333333333326,1.0,0.6666666666666666,0.33333333333333337,0.7499999999999999,0.5821596244131455,0.16784037558685438,0.25,0.33333333333333326,-0.08333333333333326,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_5__mopc_hr_official_repo__k_1,8-8,713102,5,1,leo_clear_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_5__mopc_hr_official_repo__k_1,8-8,713102,5,1,leo_low_elev_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_5__mopc_hr_official_repo__k_1,8-8,713102,5,1,leo_rain_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_5__mopc_hr_official_repo__k_5,8-8,713102,5,5,leo_clear_weak,0.85,0.85,0.0,0.35,0.7333333333333333,-0.3833333333333333,0.65,0.26,0.39,0.45499999999999996,0.3838926174496644,0.07110738255033555,0.5,0.1166666666666667,0.3833333333333333,0.0,0.25,-0.25
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_5__mopc_hr_official_repo__k_5,8-8,713102,5,5,leo_low_elev_weak,0.85,0.85,0.0,0.3416666666666667,0.7416666666666667,-0.4,0.6,0.28,0.31999999999999995,0.43539823008849554,0.40652528548123984,0.0288729446072557,0.5083333333333333,0.10833333333333328,0.4,0.0,0.15,-0.15
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_5__mopc_hr_official_repo__k_5,8-8,713102,5,5,leo_rain_weak,0.85,0.85,0.0,0.35,0.775,-0.42500000000000004,0.77,0.25,0.52,0.4812499999999999,0.37804878048780494,0.10320121951219496,0.5,0.07499999999999996,0.42500000000000004,0.0,0.15,-0.15
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_5__mopc_hr_official_repo__k_10,8-8,713102,5,10,leo_clear_weak,0.85,0.85,0.0,0.31666666666666665,0.5333333333333333,-0.21666666666666667,0.99,0.62,0.37,0.4798469387755102,0.5734104046242775,-0.09356346584876729,0.5583333333333332,0.31666666666666665,0.24166666666666659,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_5__mopc_hr_official_repo__k_10,8-8,713102,5,10,leo_low_elev_weak,0.85,0.85,0.0,0.25,0.575,-0.32499999999999996,0.93,0.57,0.3600000000000001,0.39406779661016944,0.5724890829694322,-0.1784212863592628,0.6,0.275,0.32499999999999996,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_5__mopc_hr_official_repo__k_10,8-8,713102,5,10,leo_rain_weak,0.85,0.85,0.0,0.26666666666666666,0.5333333333333333,-0.26666666666666666,0.92,0.46,0.46,0.4134831460674157,0.49395973154362416,-0.08047658547620845,0.5833333333333334,0.31666666666666665,0.2666666666666667,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_5__mopc_hr_official_repo__k_20,8-8,713102,5,20,leo_clear_weak,0.85,0.85,0.0,0.225,0.4666666666666667,-0.24166666666666667,0.99,0.69,0.30000000000000004,0.36666666666666664,0.556772334293948,-0.19010566762728137,0.625,0.3833333333333333,0.2416666666666667,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_5__mopc_hr_official_repo__k_20,8-8,713102,5,20,leo_low_elev_weak,0.85,0.85,0.0,0.225,0.4083333333333333,-0.18333333333333332,0.95,0.66,0.2899999999999999,0.3638297872340425,0.5045241809672387,-0.1406943937331962,0.625,0.44166666666666665,0.18333333333333335,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_5__mopc_hr_official_repo__k_20,8-8,713102,5,20,leo_rain_weak,0.85,0.85,0.0,0.20833333333333334,0.4666666666666667,-0.2583333333333333,0.99,0.55,0.43999999999999995,0.3442280945757998,0.5049180327868854,-0.16068993821108563,0.6416666666666667,0.3833333333333333,0.2583333333333334,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_10__mopc_hr_official_repo__k_1,8-8,713102,10,1,leo_clear_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_10__mopc_hr_official_repo__k_1,8-8,713102,10,1,leo_low_elev_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_10__mopc_hr_official_repo__k_1,8-8,713102,10,1,leo_rain_weak,0.85,0.85,0.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_10__mopc_hr_official_repo__k_5,8-8,713102,10,5,leo_clear_weak,0.85,0.85,0.0,0.2833333333333333,0.7,-0.41666666666666663,0.775,0.205,0.5700000000000001,0.4149606299212598,0.31712707182320443,0.09783355809805538,0.5666666666666667,0.15000000000000002,0.41666666666666663,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_10__mopc_hr_official_repo__k_5,8-8,713102,10,5,leo_low_elev_weak,0.85,0.85,0.0,0.25,0.5833333333333334,-0.33333333333333337,0.75,0.265,0.485,0.375,0.36444007858546174,0.010559921414538265,0.6,0.2666666666666666,0.33333333333333337,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_10__mopc_hr_official_repo__k_5,8-8,713102,10,5,leo_rain_weak,0.85,0.85,0.0,0.25,0.55,-0.30000000000000004,0.76,0.225,0.535,0.37623762376237624,0.31935483870967746,0.05688278505269878,0.6,0.29999999999999993,0.30000000000000004,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_10__mopc_hr_official_repo__k_10,8-8,713102,10,10,leo_clear_weak,0.85,0.85,0.0,0.2,0.48333333333333334,-0.2833333333333333,0.755,0.355,0.4,0.31623036649214664,0.40934393638170974,-0.0931135698895631,0.65,0.36666666666666664,0.2833333333333334,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_10__mopc_hr_official_repo__k_10,8-8,713102,10,10,leo_low_elev_weak,0.85,0.85,0.0,0.2,0.5166666666666667,-0.3166666666666667,0.825,0.39,0.43499999999999994,0.3219512195121952,0.4444852941176471,-0.1225340746054519,0.65,0.33333333333333326,0.31666666666666676,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_10__mopc_hr_official_repo__k_10,8-8,713102,10,10,leo_rain_weak,0.85,0.85,0.0,0.21666666666666667,0.5,-0.2833333333333333,0.825,0.34,0.48499999999999993,0.34320000000000006,0.40476190476190477,-0.06156190476190471,0.6333333333333333,0.35,0.2833333333333333,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_10__mopc_hr_official_repo__k_20,8-8,713102,10,20,leo_clear_weak,0.85,0.85,0.0,0.24166666666666667,0.25833333333333336,-0.01666666666666669,0.83,0.445,0.38499999999999995,0.37433903576982896,0.32689573459715643,0.047443301172672536,0.6083333333333333,0.5916666666666666,0.01666666666666672,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_10__mopc_hr_official_repo__k_20,8-8,713102,10,20,leo_low_elev_weak,0.85,0.85,0.0,0.23333333333333334,0.48333333333333334,-0.25,0.845,0.455,0.38999999999999996,0.3656877897990726,0.46873889875666075,-0.10305110895758812,0.6166666666666666,0.36666666666666664,0.24999999999999994,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_10__mopc_hr_official_repo__k_20,8-8,713102,10,20,leo_rain_weak,0.85,0.85,0.0,0.18333333333333332,0.5,-0.31666666666666665,0.755,0.385,0.37,0.2950266429840142,0.4350282485875706,-0.1400016056035564,0.6666666666666666,0.35,0.31666666666666665,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_25__mopc_hr_official_repo__k_1,8-8,713102,25,1,leo_clear_weak,0.85,0.85,0.0,0.775,0.8333333333333334,-0.05833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.016666666666666607,0.05833333333333339,0.35,0.15,0.19999999999999998
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_25__mopc_hr_official_repo__k_1,8-8,713102,25,1,leo_low_elev_weak,0.85,0.85,0.0,0.7833333333333333,0.8166666666666667,-0.033333333333333326,0.0,0.008,-0.008,0.0,0.015844785772029104,-0.015844785772029104,0.09166666666666667,0.033333333333333326,0.05833333333333335,0.25,0.4,-0.15000000000000002
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_25__mopc_hr_official_repo__k_1,8-8,713102,25,1,leo_rain_weak,0.85,0.85,0.0,0.7916666666666666,0.8333333333333334,-0.04166666666666674,0.0,0.016,-0.016,0.0,0.03139717425431711,-0.03139717425431711,0.08333333333333333,0.016666666666666607,0.06666666666666672,0.25,0.2,0.04999999999999999
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_25__mopc_hr_official_repo__k_5,8-8,713102,25,5,leo_clear_weak,0.85,0.85,0.0,0.25,0.625,-0.375,0.506,0.178,0.328,0.33465608465608465,0.2770859277708593,0.057570156885225376,0.6,0.22499999999999998,0.375,0.0,0.05,-0.05
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_25__mopc_hr_official_repo__k_5,8-8,713102,25,5,leo_low_elev_weak,0.85,0.85,0.0,0.2,0.5333333333333333,-0.3333333333333333,0.55,0.188,0.36200000000000004,0.2933333333333334,0.27800369685767096,0.015329636475662434,0.6499999999999999,0.31666666666666665,0.33333333333333326,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_25__mopc_hr_official_repo__k_5,8-8,713102,25,5,leo_rain_weak,0.85,0.85,0.0,0.10833333333333334,0.5666666666666667,-0.4583333333333333,0.548,0.17,0.378,0.18090401218892838,0.26153846153846155,-0.08063444934953318,0.7416666666666667,0.2833333333333333,0.45833333333333337,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_25__mopc_hr_official_repo__k_10,8-8,713102,25,10,leo_clear_weak,0.85,0.85,0.0,0.06666666666666667,0.5166666666666667,-0.45000000000000007,0.672,0.332,0.34,0.12129963898916966,0.4042419481539671,-0.2829423091647974,0.7833333333333333,0.33333333333333326,0.45000000000000007,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_25__mopc_hr_official_repo__k_10,8-8,713102,25,10,leo_low_elev_weak,0.85,0.85,0.0,0.21666666666666667,0.44166666666666665,-0.22499999999999998,0.62,0.29,0.33,0.3211155378486056,0.3501138952164009,-0.028998357367795324,0.6333333333333333,0.4083333333333333,0.22499999999999998,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_25__mopc_hr_official_repo__k_10,8-8,713102,25,10,leo_rain_weak,0.85,0.85,0.0,0.1,0.5,-0.4,0.69,0.276,0.4139999999999999,0.17468354430379746,0.3556701030927835,-0.18098655878898606,0.75,0.35,0.4,0.0,0.0,0.0
MoPC-HR,mopc_hr_official_repo,rx_8_8__seed_713102__new_25__mopc_hr_official_repo__k_20,8-8,713102,25,20,leo_clear_weak,0.85,0.85,0.0,0.016666666666666666,0.44166666666666665,-0.425,0.68,0.44,0.24000000000000005,0.03253588516746411,0.44083175803402647,-0.4082958728665623,0.8333333333333334,0.4083333333333333,0.42500000000000004,0.0,0.0,0.0
