method,scope,scene,dimension,value,total,correct,accuracy_pct,macro_f1_pct
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_rx_9,18000,12307,68.37222222222222,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_rx_10,18000,10738,59.65555555555556,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_rx_11,18000,10705,59.47222222222223,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_unseen_day_unseen_rx,42000,24187,57.588095238095235,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_unseen_day_rx_0,6000,3547,59.11666666666666,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_unseen_day_rx_2,6000,2152,35.86666666666667,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_unseen_day_rx_5,6000,3776,62.93333333333333,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_unseen_day_rx_7,6000,3515,58.58333333333333,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_unseen_day_rx_9,6000,3414,56.89999999999999,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_unseen_day_rx_10,6000,3987,66.45,
CROSS_U0,heldout198k,leo_low_elev_weak,named_alias,test_unseen_day_rx_11,6000,3796,63.26666666666667,
CROSS_U0,target168k,leo_low_elev_weak,receiver,0,24000,15696,65.4,
CROSS_U0,source_rx_day0,leo_low_elev_weak,receiver,1,6000,3953,65.88333333333334,
CROSS_U0,target168k,leo_low_elev_weak,receiver,2,24000,9295,38.729166666666664,
CROSS_U0,source_rx_day0,leo_low_elev_weak,receiver,3,6000,4317,71.95,
CROSS_U0,source_rx_day0,leo_low_elev_weak,receiver,4,6000,4866,81.1,
CROSS_U0,target168k,leo_low_elev_weak,receiver,5,24000,16728,69.7,
CROSS_U0,source_rx_day0,leo_low_elev_weak,receiver,6,6000,4725,78.75,
CROSS_U0,target168k,leo_low_elev_weak,receiver,7,24000,11365,47.354166666666664,
CROSS_U0,source_rx_day0,leo_low_elev_weak,receiver,8,6000,4478,74.63333333333334,
CROSS_U0,target168k,leo_low_elev_weak,receiver,9,24000,15721,65.50416666666666,
CROSS_U0,target168k,leo_low_elev_weak,receiver,10,24000,14725,61.354166666666664,
CROSS_U0,target168k,leo_low_elev_weak,receiver,11,24000,14501,60.420833333333334,
CROSS_U0,heldout198k,leo_low_elev_weak,tx,0,33000,15895,48.166666666666664,
CROSS_U0,heldout198k,leo_low_elev_weak,tx,1,33000,8563,25.94848484848485,
CROSS_U0,heldout198k,leo_low_elev_weak,tx,2,33000,15910,48.21212121212121,
CROSS_U0,heldout198k,leo_low_elev_weak,tx,3,33000,22238,67.38787878787879,
CROSS_U0,heldout198k,leo_low_elev_weak,tx,4,33000,28090,85.12121212121212,
CROSS_U0,heldout198k,leo_low_elev_weak,tx,5,33000,29674,89.92121212121212,
CROSS_U0,target168k,leo_low_elev_weak,overall,all,168000,98031,58.35178571428571,
CROSS_U0,heldout198k,leo_rain_weak,overall,all,198000,121323,61.274242424242416,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_unseen_day_seen_rx,30000,22661,75.53666666666666,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_day_0,30000,22661,75.53666666666666,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_seen_day_unseen_rx,126000,74453,59.08968253968254,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_rx_0,18000,11922,66.23333333333333,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_rx_2,18000,7173,39.85,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_rx_5,18000,13228,73.4888888888889,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_rx_7,18000,7940,44.111111111111114,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_rx_9,18000,12546,69.7,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_rx_10,18000,10762,59.78888888888889,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_rx_11,18000,10882,60.45555555555555,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_unseen_day_unseen_rx,42000,24209,57.6404761904762,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_unseen_day_rx_0,6000,3429,57.15,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_unseen_day_rx_2,6000,2184,36.4,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_unseen_day_rx_5,6000,3807,63.45,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_unseen_day_rx_7,6000,3584,59.73333333333334,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_unseen_day_rx_9,6000,3343,55.71666666666667,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_unseen_day_rx_10,6000,4134,68.9,
CROSS_U0,heldout198k,leo_rain_weak,named_alias,test_unseen_day_rx_11,6000,3728,62.133333333333326,
CROSS_U0,target168k,leo_rain_weak,receiver,0,24000,15351,63.9625,
CROSS_U0,source_rx_day0,leo_rain_weak,receiver,1,6000,3958,65.96666666666667,
CROSS_U0,target168k,leo_rain_weak,receiver,2,24000,9357,38.9875,
CROSS_U0,source_rx_day0,leo_rain_weak,receiver,3,6000,4353,72.55,
CROSS_U0,source_rx_day0,leo_rain_weak,receiver,4,6000,4961,82.68333333333334,
CROSS_U0,target168k,leo_rain_weak,receiver,5,24000,17035,70.97916666666667,
CROSS_U0,source_rx_day0,leo_rain_weak,receiver,6,6000,4759,79.31666666666666,
CROSS_U0,target168k,leo_rain_weak,receiver,7,24000,11524,48.016666666666666,
CROSS_U0,source_rx_day0,leo_rain_weak,receiver,8,6000,4630,77.16666666666667,
CROSS_U0,target168k,leo_rain_weak,receiver,9,24000,15889,66.20416666666667,
CROSS_U0,target168k,leo_rain_weak,receiver,10,24000,14896,62.06666666666667,
CROSS_U0,target168k,leo_rain_weak,receiver,11,24000,14610,60.875,
CROSS_U0,heldout198k,leo_rain_weak,tx,0,33000,16531,50.093939393939394,
CROSS_U0,heldout198k,leo_rain_weak,tx,1,33000,8762,26.551515151515147,
CROSS_U0,heldout198k,leo_rain_weak,tx,2,33000,16271,49.306060606060605,
CROSS_U0,heldout198k,leo_rain_weak,tx,3,33000,21943,66.4939393939394,
CROSS_U0,heldout198k,leo_rain_weak,tx,4,33000,27902,84.55151515151515,
CROSS_U0,heldout198k,leo_rain_weak,tx,5,33000,29914,90.64848484848486,
CROSS_U0,target168k,leo_rain_weak,overall,all,168000,98662,58.72738095238095,
