workspace_path,git_mirror,status,bytes
code/runner_tmp_phase1_clic12_20260812/extract/baselines/cvcnn_ce/model.py,,LOCAL_ONLY_KEEP,5862
code/runner_tmp_phase1_clic12_20260812/extract/baselines/cvcnn_ce/train.py,,LOCAL_ONLY_KEEP,308
code/runner_tmp_phase1_clic12_20260812/extract/baselines/cvcnn_ce/train_cvs.py,,LOCAL_ONLY_KEEP,6840
code/runner_tmp_phase1_clic12_20260812/extract/baselines/cvcnn_ce/__init__.py,,LOCAL_ONLY_KEEP,56
code/runner_tmp_phase1_clic12_20260812/extract/baselines/drift/architecture.py,,LOCAL_ONLY_KEEP,4401
code/runner_tmp_phase1_clic12_20260812/extract/baselines/drift/eval.py,,LOCAL_ONLY_KEEP,1905
code/runner_tmp_phase1_clic12_20260812/extract/baselines/drift/grl.py,,LOCAL_ONLY_KEEP,1057
code/runner_tmp_phase1_clic12_20260812/extract/baselines/drift/losses.py,,LOCAL_ONLY_KEEP,7814
code/runner_tmp_phase1_clic12_20260812/extract/baselines/drift/model.py,,LOCAL_ONLY_KEEP,2424
code/runner_tmp_phase1_clic12_20260812/extract/baselines/drift/train.py,,LOCAL_ONLY_KEEP,305
code/runner_tmp_phase1_clic12_20260812/extract/baselines/drift/train_cvs.py,,LOCAL_ONLY_KEEP,11976
code/runner_tmp_phase1_clic12_20260812/extract/baselines/drift/__init__.py,,LOCAL_ONLY_KEEP,176
code/runner_tmp_phase1_clic12_20260812/extract/baselines/ra_collab/collaborative_inference.py,,LOCAL_ONLY_KEEP,1530
code/runner_tmp_phase1_clic12_20260812/extract/baselines/ra_collab/cvs_collaborative.py,,LOCAL_ONLY_KEEP,3363
code/runner_tmp_phase1_clic12_20260812/extract/baselines/ra_collab/eval_fusion.py,,LOCAL_ONLY_KEEP,864
code/runner_tmp_phase1_clic12_20260812/extract/baselines/ra_collab/eval_ra.py,,LOCAL_ONLY_KEEP,2218
code/runner_tmp_phase1_clic12_20260812/extract/baselines/ra_collab/finetune.py,,LOCAL_ONLY_KEEP,511
code/runner_tmp_phase1_clic12_20260812/extract/baselines/ra_collab/finetune_cvs.py,,LOCAL_ONLY_KEEP,4785
code/runner_tmp_phase1_clic12_20260812/extract/baselines/ra_collab/losses.py,,LOCAL_ONLY_KEEP,434
code/runner_tmp_phase1_clic12_20260812/extract/baselines/ra_collab/model.py,,LOCAL_ONLY_KEEP,1668
