boundary_margin_loss,episode_count,epoch,epoch_seconds,feature_anchor_loss,gradient_norm,learning_rate,loss,mean_base_margin,mean_margin,optimizer_steps,prototype_gram_loss,prototype_separation_loss,receiver,seed,support_train_acc,view_consistency_loss,xview_prototype_ce
0.01763115208595991,10,2,0.2627291716635227,0.00047258553458959793,1.4823785483837129,0.02,2.8401864051818846,0.10450134547427296,0.1074364047497511,20,1.1458527001195763e-05,0.0006015738279529614,3-19,713105,0.6138888888888889,0.139032681286335,2.790628445148468
0.017105952277779578,10,3,0.1888349959626794,0.0034909821348264813,2.174511510133743,0.02,2.764185631275177,0.10450134547427296,0.11190238781273365,30,6.970303238631458e-05,0.0006866816689580446,3-19,713105,0.6166666666666667,0.13759806752204895,2.7142619609832765
0.019634846411645413,10,4,0.24328727833926678,0.00902372165583074,2.5328965544700623,0.02,2.6834286570549013,0.10450134547427296,0.11493372283875943,40,0.00019213632986065933,0.000959147946559824,3-19,713105,0.6166666666666667,0.13550126031041146,2.6257611393928526
0.024661299493163823,10,5,0.2615956086665392,0.019289759825915097,2.8322053790092467,0.02,2.602830183506012,0.10450134547427296,0.1185547437518835,50,0.0007440471526933834,0.002121276641264558,3-19,713105,0.6138888888888889,0.13227952867746354,2.5297324538230894
0.019907592982053756,10,1,0.9069898058660328,9.222163153577156e-07,0.31820102483034135,0.02,0.9811638295650482,0.630545723438263,0.6306381225585938,10,5.6972889790456175e-09,0.0011109866561276702,7-14,713101,0.8666666666666667,0.07115142233669758,0.9339553036727011
0.019363261014223098,10,2,0.25829110527411103,1.4777150533973327e-05,0.41100941598415375,0.02,0.9756176762282849,0.630545723438263,0.6311824679374695,20,1.47296988251e-07,0.0011054988887421846,7-14,713101,0.8666666666666667,0.07109464593231678,0.9294978301506489
0.01845174692571163,10,3,0.2575914338231087,0.00019601633157435573,0.6373795762658119,0.02,0.9624741476029157,0.630545723438263,0.6322607338428498,30,1.3027649259811369e-06,0.0010942624656561152,7-14,713101,0.8666666666666667,0.07090733833611011,0.9181077081244439
0.01766403429210186,10,4,0.25762783689424396,0.0009486132141319104,0.8918546378612519,0.02,0.9352716974914074,0.630545723438263,0.6348290860652923,40,9.384357311148505e-06,0.0010865981525739698,7-14,713101,0.8694444444444445,0.07076818756759166,0.8921161407604814
0.018885168246924877,10,5,0.2604477182030678,0.00355023032752797,1.1072717994451522,0.02,0.8979018293321133,0.630545723438263,0.6381358861923218,50,3.706955620828012e-05,0.0010866758428846879,7-14,713101,0.875,0.0698111418634653,0.8510850529186428
0.02013007868081331,10,1,0.8491967138834298,1.5901194435485876e-05,0.5586885422468185,0.02,0.6720679640769959,0.7588996678590775,0.7587695717811584,10,1.1413741132240191e-07,0.00037436066725118374,7-14,713102,0.9138888888888889,0.04253305122256279,0.6274529177275667
0.020620561204850674,10,2,0.22835339093580842,0.00016261190321529285,0.574123865365982,0.02,0.6636620353907347,0.7588996678590775,0.7585180640220642,20,1.6820185038568524e-06,0.00036644887107968317,7-14,713102,0.9138888888888889,0.0424616264179349,0.6180009833622421
0.02017321325838566,10,3,0.20377886528149247,0.00036561009183060377,0.6854044049978256,0.02,0.6524766970425844,0.7588996678590775,0.7592964023351669,30,3.7706657167291267e-06,0.00034178333554564234,7-14,713102,0.9111111111111111,0.04241487765684724,0.6076186458252039
0.02038567643612623,10,4,0.23267261404544115,0.0009355859801871702,0.7519636437296867,0.02,0.6400044489651918,0.7588996678590775,0.7598460942506791,40,8.767723858227328e-06,0.00032651317527552235,7-14,713102,0.9166666666666666,0.04228164246305823,0.5944511417683884
