variant,scene,category,group,correct,total,accuracy_percent
U4_additive,leo_low_elev_weak,named,test_unseen_day_rx_0,3510,6000,58.5
U4_additive,leo_low_elev_weak,named,test_unseen_day_rx_2,2253,6000,37.55
U4_additive,leo_low_elev_weak,named,test_unseen_day_rx_5,3523,6000,58.71666666666667
U4_additive,leo_low_elev_weak,named,test_unseen_day_rx_7,3206,6000,53.43333333333333
U4_additive,leo_low_elev_weak,named,test_unseen_day_rx_9,3546,6000,59.1
U4_additive,leo_low_elev_weak,named,test_unseen_day_rx_10,4064,6000,67.73333333333333
U4_additive,leo_low_elev_weak,named,test_unseen_day_rx_11,3740,6000,62.333333333333336
U4_additive,leo_low_elev_weak,receiver_all_days,0,16266,24000,67.775
U4_additive,leo_low_elev_weak,receiver_all_days,1,4136,6000,68.93333333333334
U4_additive,leo_low_elev_weak,receiver_all_days,2,10608,24000,44.2
U4_additive,leo_low_elev_weak,receiver_all_days,3,4249,6000,70.81666666666666
U4_additive,leo_low_elev_weak,receiver_all_days,4,4899,6000,81.65
U4_additive,leo_low_elev_weak,receiver_all_days,5,16151,24000,67.29583333333333
U4_additive,leo_low_elev_weak,receiver_all_days,6,4831,6000,80.51666666666667
U4_additive,leo_low_elev_weak,receiver_all_days,7,10188,24000,42.45
U4_additive,leo_low_elev_weak,receiver_all_days,8,4338,6000,72.3
U4_additive,leo_low_elev_weak,receiver_all_days,9,15803,24000,65.84583333333333
U4_additive,leo_low_elev_weak,receiver_all_days,10,14876,24000,61.983333333333334
U4_additive,leo_low_elev_weak,receiver_all_days,11,14536,24000,60.56666666666667
U4_additive,leo_low_elev_weak,class,0,17869,33000,54.14848484848485
U4_additive,leo_low_elev_weak,class,1,9964,33000,30.193939393939395
U4_additive,leo_low_elev_weak,class,2,17294,33000,52.406060606060606
U4_additive,leo_low_elev_weak,class,3,20182,33000,61.157575757575756
U4_additive,leo_low_elev_weak,class,4,27091,33000,82.0939393939394
U4_additive,leo_low_elev_weak,class,5,28481,33000,86.30606060606061
U4_additive,leo_rain_weak,aggregate,all,122032,198000,61.63232323232323
U4_additive,leo_rain_weak,named,test_unseen_day_seen_rx,22703,30000,75.67666666666666
U4_additive,leo_rain_weak,named,test_day_0,22703,30000,75.67666666666666
U4_additive,leo_rain_weak,named,test_seen_day_unseen_rx,75459,126000,59.88809523809524
U4_additive,leo_rain_weak,named,test_rx_0,12808,18000,71.15555555555555
U4_additive,leo_rain_weak,named,test_rx_2,8415,18000,46.75
U4_additive,leo_rain_weak,named,test_rx_5,12794,18000,71.07777777777778
U4_additive,leo_rain_weak,named,test_rx_7,7211,18000,40.06111111111111
U4_additive,leo_rain_weak,named,test_rx_9,12462,18000,69.23333333333333
U4_additive,leo_rain_weak,named,test_rx_10,10822,18000,60.12222222222222
U4_additive,leo_rain_weak,named,test_rx_11,10947,18000,60.81666666666667
U4_additive,leo_rain_weak,named,test_unseen_day_unseen_rx,23870,42000,56.833333333333336
U4_additive,leo_rain_weak,named,test_unseen_day_rx_0,3456,6000,57.6
U4_additive,leo_rain_weak,named,test_unseen_day_rx_2,2231,6000,37.18333333333333
U4_additive,leo_rain_weak,named,test_unseen_day_rx_5,3603,6000,60.05
U4_additive,leo_rain_weak,named,test_unseen_day_rx_7,3214,6000,53.56666666666667
U4_additive,leo_rain_weak,named,test_unseen_day_rx_9,3526,6000,58.766666666666666
U4_additive,leo_rain_weak,named,test_unseen_day_rx_10,4186,6000,69.76666666666667
U4_additive,leo_rain_weak,named,test_unseen_day_rx_11,3654,6000,60.9
U4_additive,leo_rain_weak,receiver_all_days,0,16264,24000,67.76666666666667
U4_additive,leo_rain_weak,receiver_all_days,1,4085,6000,68.08333333333333
U4_additive,leo_rain_weak,receiver_all_days,2,10646,24000,44.358333333333334
U4_additive,leo_rain_weak,receiver_all_days,3,4281,6000,71.35
U4_additive,leo_rain_weak,receiver_all_days,4,5033,6000,83.88333333333334
U4_additive,leo_rain_weak,receiver_all_days,5,16397,24000,68.32083333333334
U4_additive,leo_rain_weak,receiver_all_days,6,4845,6000,80.75
U4_additive,leo_rain_weak,receiver_all_days,7,10425,24000,43.4375
U4_additive,leo_rain_weak,receiver_all_days,8,4459,6000,74.31666666666666
U4_additive,leo_rain_weak,receiver_all_days,9,15988,24000,66.61666666666666
U4_additive,leo_rain_weak,receiver_all_days,10,15008,24000,62.53333333333333
U4_additive,leo_rain_weak,receiver_all_days,11,14601,24000,60.8375
U4_additive,leo_rain_weak,class,0,18660,33000,56.54545454545455
U4_additive,leo_rain_weak,class,1,10158,33000,30.78181818181818
U4_additive,leo_rain_weak,class,2,17543,33000,53.160606060606064
U4_additive,leo_rain_weak,class,3,19845,33000,60.13636363636363
U4_additive,leo_rain_weak,class,4,27039,33000,81.93636363636364
U4_additive,leo_rain_weak,class,5,28787,33000,87.23333333333333
U4_bilinear,clean,aggregate,all,152986,198000,77.26565656565657
U4_bilinear,clean,named,test_unseen_day_seen_rx,27692,30000,92.30666666666667
U4_bilinear,clean,named,test_day_0,27692,30000,92.30666666666667
