method,scene,true_class,predicted_class,count,true_class_count,row_rate
diagonal_gaussian,leo_clear_weak,3,3,23962,28000,0.8557857275009155
diagonal_gaussian,leo_clear_weak,3,4,2,28000,7.142857066355646e-05
diagonal_gaussian,leo_clear_weak,3,5,56,28000,0.0020000000949949026
diagonal_gaussian,leo_clear_weak,4,0,0,28000,0.0
diagonal_gaussian,leo_clear_weak,4,1,1628,28000,0.058142855763435364
diagonal_gaussian,leo_clear_weak,4,2,12,28000,0.00042857142398133874
diagonal_gaussian,leo_clear_weak,4,3,19982,28000,0.7136428356170654
diagonal_gaussian,leo_clear_weak,4,4,6376,28000,0.22771428525447845
diagonal_gaussian,leo_clear_weak,4,5,2,28000,7.142857066355646e-05
diagonal_gaussian,leo_clear_weak,5,0,0,28000,0.0
diagonal_gaussian,leo_clear_weak,5,1,42,28000,0.001500000013038516
diagonal_gaussian,leo_clear_weak,5,2,77,28000,0.002749999985098839
diagonal_gaussian,leo_clear_weak,5,3,10856,28000,0.38771429657936096
diagonal_gaussian,leo_clear_weak,5,4,29,28000,0.0010357142891734838
diagonal_gaussian,leo_clear_weak,5,5,16996,28000,0.6069999933242798
diagonal_gaussian,leo_low_elev_weak,0,0,3504,28000,0.12514285743236542
diagonal_gaussian,leo_low_elev_weak,0,1,1971,28000,0.07039285451173782
diagonal_gaussian,leo_low_elev_weak,0,2,58,28000,0.0020714285783469677
diagonal_gaussian,leo_low_elev_weak,0,3,22464,28000,0.8022857308387756
diagonal_gaussian,leo_low_elev_weak,0,4,0,28000,0.0
diagonal_gaussian,leo_low_elev_weak,0,5,3,28000,0.00010714285599533468
diagonal_gaussian,leo_low_elev_weak,1,0,34,28000,0.0012142857303842902
diagonal_gaussian,leo_low_elev_weak,1,1,6578,28000,0.23492857813835144
diagonal_gaussian,leo_low_elev_weak,1,2,4,28000,0.0001428571413271129
diagonal_gaussian,leo_low_elev_weak,1,3,21374,28000,0.7633571624755859
diagonal_gaussian,leo_low_elev_weak,1,4,2,28000,7.142857066355646e-05
diagonal_gaussian,leo_low_elev_weak,1,5,8,28000,0.0002857142826542258
diagonal_gaussian,leo_low_elev_weak,2,0,22,28000,0.0007857143064029515
diagonal_gaussian,leo_low_elev_weak,2,1,784,28000,0.02800000086426735
diagonal_gaussian,leo_low_elev_weak,2,2,5152,28000,0.18400000035762787
diagonal_gaussian,leo_low_elev_weak,2,3,21370,28000,0.7632142901420593
diagonal_gaussian,leo_low_elev_weak,2,4,1,28000,3.571428533177823e-05
diagonal_gaussian,leo_low_elev_weak,2,5,671,28000,0.023964285850524902
diagonal_gaussian,leo_low_elev_weak,3,0,156,28000,0.005571428686380386
diagonal_gaussian,leo_low_elev_weak,3,1,3458,28000,0.12349999696016312
diagonal_gaussian,leo_low_elev_weak,3,2,82,28000,0.002928571542724967
diagonal_gaussian,leo_low_elev_weak,3,3,24240,28000,0.8657143115997314
diagonal_gaussian,leo_low_elev_weak,3,4,0,28000,0.0
diagonal_gaussian,leo_low_elev_weak,3,5,64,28000,0.0022857142612338066
diagonal_gaussian,leo_low_elev_weak,4,0,1,28000,3.571428533177823e-05
diagonal_gaussian,leo_low_elev_weak,4,1,1711,28000,0.06110714375972748
diagonal_gaussian,leo_low_elev_weak,4,2,12,28000,0.00042857142398133874
diagonal_gaussian,leo_low_elev_weak,4,3,21255,28000,0.7591071724891663
diagonal_gaussian,leo_low_elev_weak,4,4,5018,28000,0.17921428382396698
diagonal_gaussian,leo_low_elev_weak,4,5,3,28000,0.00010714285599533468
diagonal_gaussian,leo_low_elev_weak,5,0,0,28000,0.0
diagonal_gaussian,leo_low_elev_weak,5,1,50,28000,0.0017857142956927419
diagonal_gaussian,leo_low_elev_weak,5,2,97,28000,0.0034642857499420643
diagonal_gaussian,leo_low_elev_weak,5,3,10831,28000,0.3868214190006256
diagonal_gaussian,leo_low_elev_weak,5,4,35,28000,0.0012499999720603228
diagonal_gaussian,leo_low_elev_weak,5,5,16987,28000,0.6066785454750061
diagonal_gaussian,leo_rain_weak,0,0,3710,28000,0.13249999284744263
diagonal_gaussian,leo_rain_weak,0,1,1974,28000,0.07050000131130219
diagonal_gaussian,leo_rain_weak,0,2,62,28000,0.0022142857778817415
diagonal_gaussian,leo_rain_weak,0,3,22249,28000,0.7946071624755859
diagonal_gaussian,leo_rain_weak,0,4,1,28000,3.571428533177823e-05
diagonal_gaussian,leo_rain_weak,0,5,4,28000,0.0001428571413271129
diagonal_gaussian,leo_rain_weak,1,0,30,28000,0.0010714285308495164
diagonal_gaussian,leo_rain_weak,1,1,6543,28000,0.23367856442928314
diagonal_gaussian,leo_rain_weak,1,2,7,28000,0.0002500000118743628
diagonal_gaussian,leo_rain_weak,1,3,21410,28000,0.7646428346633911
diagonal_gaussian,leo_rain_weak,1,4,2,28000,7.142857066355646e-05
diagonal_gaussian,leo_rain_weak,1,5,8,28000,0.0002857142826542258
diagonal_gaussian,leo_rain_weak,2,0,22,28000,0.0007857143064029515
diagonal_gaussian,leo_rain_weak,2,1,777,28000,0.02775000035762787
diagonal_gaussian,leo_rain_weak,2,2,5167,28000,0.18453571200370789
diagonal_gaussian,leo_rain_weak,2,3,21232,28000,0.7582857012748718
diagonal_gaussian,leo_rain_weak,2,4,5,28000,0.00017857142665889114
diagonal_gaussian,leo_rain_weak,2,5,797,28000,0.028464285656809807
diagonal_gaussian,leo_rain_weak,3,0,203,28000,0.007249999791383743
diagonal_gaussian,leo_rain_weak,3,1,3417,28000,0.12203571200370789
diagonal_gaussian,leo_rain_weak,3,2,94,28000,0.003357142908498645
diagonal_gaussian,leo_rain_weak,3,3,24224,28000,0.8651428818702698
diagonal_gaussian,leo_rain_weak,3,4,4,28000,0.0001428571413271129
diagonal_gaussian,leo_rain_weak,3,5,58,28000,0.0020714285783469677
diagonal_gaussian,leo_rain_weak,4,0,0,28000,0.0
diagonal_gaussian,leo_rain_weak,4,1,1662,28000,0.05935714393854141
diagonal_gaussian,leo_rain_weak,4,2,9,28000,0.0003214285825379193
diagonal_gaussian,leo_rain_weak,4,3,21365,28000,0.7630357146263123
diagonal_gaussian,leo_rain_weak,4,4,4958,28000,0.17707142233848572
diagonal_gaussian,leo_rain_weak,4,5,6,28000,0.00021428571199066937
diagonal_gaussian,leo_rain_weak,5,0,1,28000,3.571428533177823e-05
diagonal_gaussian,leo_rain_weak,5,1,36,28000,0.0012857143301516771
diagonal_gaussian,leo_rain_weak,5,2,92,28000,0.003285714192315936
diagonal_gaussian,leo_rain_weak,5,3,10360,28000,0.3700000047683716
diagonal_gaussian,leo_rain_weak,5,4,28,28000,0.0010000000474974513
diagonal_gaussian,leo_rain_weak,5,5,17483,28000,0.6243928670883179
linear_ridge,clean,0,0,24797,28000,0.885607123374939
linear_ridge,clean,0,1,309,28000,0.01103571429848671
linear_ridge,clean,0,2,141,28000,0.005035714246332645
linear_ridge,clean,0,3,2716,28000,0.09700000286102295
linear_ridge,clean,0,4,21,28000,0.000750000006519258
linear_ridge,clean,0,5,16,28000,0.0005714285653084517
linear_ridge,clean,1,0,462,28000,0.016499999910593033
linear_ridge,clean,1,1,14033,28000,0.5011785626411438
linear_ridge,clean,1,2,21,28000,0.000750000006519258
linear_ridge,clean,1,3,13418,28000,0.47921428084373474
linear_ridge,clean,1,4,34,28000,0.0012142857303842902
linear_ridge,clean,1,5,32,28000,0.0011428571306169033
linear_ridge,clean,2,0,2840,28000,0.1014285683631897
linear_ridge,clean,2,1,1986,28000,0.07092857360839844
linear_ridge,clean,2,2,16331,28000,0.5832499861717224
linear_ridge,clean,2,3,2108,28000,0.07528571784496307
linear_ridge,clean,2,4,106,28000,0.0037857142742723227
linear_ridge,clean,2,5,4629,28000,0.16532142460346222
linear_ridge,clean,3,0,2507,28000,0.08953571319580078
linear_ridge,clean,3,1,7122,28000,0.25435712933540344
linear_ridge,clean,3,2,68,28000,0.0024285714607685804
linear_ridge,clean,3,3,18251,28000,0.6518214344978333
linear_ridge,clean,3,4,14,28000,0.0005000000237487257
linear_ridge,clean,3,5,38,28000,0.0013571428135037422
linear_ridge,clean,4,0,6,28000,0.00021428571199066937
linear_ridge,clean,4,1,35,28000,0.0012499999720603228
linear_ridge,clean,4,2,22,28000,0.0007857143064029515
linear_ridge,clean,4,3,12,28000,0.00042857142398133874
linear_ridge,clean,4,4,27919,28000,0.9971071481704712
linear_ridge,clean,4,5,6,28000,0.00021428571199066937
linear_ridge,clean,5,0,39,28000,0.0013928571715950966
linear_ridge,clean,5,1,75,28000,0.0026785715017467737
linear_ridge,clean,5,2,76,28000,0.0027142856270074844
linear_ridge,clean,5,3,19,28000,0.0006785714067518711
linear_ridge,clean,5,4,3998,28000,0.1427857130765915
linear_ridge,clean,5,5,23793,28000,0.8497499823570251
linear_ridge,leo_clear_weak,0,0,13345,28000,0.47660714387893677
linear_ridge,leo_clear_weak,0,1,4024,28000,0.1437142789363861
linear_ridge,leo_clear_weak,0,2,168,28000,0.006000000052154064
linear_ridge,leo_clear_weak,0,3,10392,28000,0.3711428642272949
linear_ridge,leo_clear_weak,0,4,40,28000,0.0014285714132711291
linear_ridge,leo_clear_weak,0,5,31,28000,0.0011071428889408708
linear_ridge,leo_clear_weak,1,0,621,28000,0.022178571671247482
linear_ridge,leo_clear_weak,1,1,9771,28000,0.34896427392959595
linear_ridge,leo_clear_weak,1,2,47,28000,0.0016785714542493224
linear_ridge,leo_clear_weak,1,3,17438,28000,0.6227856874465942
linear_ridge,leo_clear_weak,1,4,79,28000,0.002821428468450904
linear_ridge,leo_clear_weak,1,5,44,28000,0.001571428612805903
linear_ridge,leo_clear_weak,2,0,2519,28000,0.08996428549289703
linear_ridge,leo_clear_weak,2,1,5589,28000,0.19960714876651764
linear_ridge,leo_clear_weak,2,2,11429,28000,0.40817856788635254
linear_ridge,leo_clear_weak,2,3,2890,28000,0.10321428626775742
linear_ridge,leo_clear_weak,2,4,1045,28000,0.03732142969965935
linear_ridge,leo_clear_weak,2,5,4528,28000,0.16171428561210632
linear_ridge,leo_clear_weak,3,0,3197,28000,0.11417856812477112
linear_ridge,leo_clear_weak,3,1,6692,28000,0.23899999260902405
linear_ridge,leo_clear_weak,3,2,539,28000,0.01924999989569187
linear_ridge,leo_clear_weak,3,3,17272,28000,0.6168571710586548
linear_ridge,leo_clear_weak,3,4,91,28000,0.0032500000670552254
linear_ridge,leo_clear_weak,3,5,209,28000,0.0074642859399318695
linear_ridge,leo_clear_weak,4,0,307,28000,0.010964285582304
linear_ridge,leo_clear_weak,4,1,5551,28000,0.19824999570846558
linear_ridge,leo_clear_weak,4,2,66,28000,0.0023571427445858717
linear_ridge,leo_clear_weak,4,3,7670,28000,0.27392858266830444
linear_ridge,leo_clear_weak,4,4,14380,28000,0.5135714411735535
linear_ridge,leo_clear_weak,4,5,26,28000,0.0009285714477300644
linear_ridge,leo_clear_weak,5,0,232,28000,0.00828571431338787
linear_ridge,leo_clear_weak,5,1,788,28000,0.028142856433987617
linear_ridge,leo_clear_weak,5,2,310,28000,0.011071428656578064
linear_ridge,leo_clear_weak,5,3,41,28000,0.0014642857713624835
linear_ridge,leo_clear_weak,5,4,3920,28000,0.14000000059604645
linear_ridge,leo_clear_weak,5,5,22709,28000,0.811035692691803
linear_ridge,leo_low_elev_weak,0,0,13508,28000,0.48242858052253723
linear_ridge,leo_low_elev_weak,0,1,4219,28000,0.1506785750389099
linear_ridge,leo_low_elev_weak,0,2,238,28000,0.008500000461935997
linear_ridge,leo_low_elev_weak,0,3,9902,28000,0.35364285111427307
linear_ridge,leo_low_elev_weak,0,4,75,28000,0.0026785715017467737
linear_ridge,leo_low_elev_weak,0,5,58,28000,0.0020714285783469677
linear_ridge,leo_low_elev_weak,1,0,1024,28000,0.036571428179740906
linear_ridge,leo_low_elev_weak,1,1,9861,28000,0.35217857360839844
linear_ridge,leo_low_elev_weak,1,2,69,28000,0.002464285818859935
linear_ridge,leo_low_elev_weak,1,3,16831,28000,0.601107120513916
linear_ridge,leo_low_elev_weak,1,4,158,28000,0.005642856936901808
linear_ridge,leo_low_elev_weak,1,5,57,28000,0.0020357142202556133
linear_ridge,leo_low_elev_weak,2,0,2833,28000,0.10117857158184052
linear_ridge,leo_low_elev_weak,2,1,5388,28000,0.1924285739660263
linear_ridge,leo_low_elev_weak,2,2,11008,28000,0.39314284920692444
linear_ridge,leo_low_elev_weak,2,3,2666,28000,0.09521428495645523
linear_ridge,leo_low_elev_weak,2,4,1214,28000,0.04335714131593704
linear_ridge,leo_low_elev_weak,2,5,4891,28000,0.17467856407165527
linear_ridge,leo_low_elev_weak,3,0,3782,28000,0.13507142663002014
linear_ridge,leo_low_elev_weak,3,1,6741,28000,0.2407499998807907
linear_ridge,leo_low_elev_weak,3,2,628,28000,0.022428572177886963
linear_ridge,leo_low_elev_weak,3,3,16421,28000,0.5864642858505249
linear_ridge,leo_low_elev_weak,3,4,171,28000,0.00610714266076684
linear_ridge,leo_low_elev_weak,3,5,257,28000,0.00917857140302658
linear_ridge,leo_low_elev_weak,4,0,361,28000,0.012892857193946838
linear_ridge,leo_low_elev_weak,4,1,6353,28000,0.2268928587436676
linear_ridge,leo_low_elev_weak,4,2,110,28000,0.0039285714738070965
linear_ridge,leo_low_elev_weak,4,3,7613,28000,0.27189284563064575
linear_ridge,leo_low_elev_weak,4,4,13498,28000,0.4820714294910431
linear_ridge,leo_low_elev_weak,4,5,65,28000,0.002321428619325161
linear_ridge,leo_low_elev_weak,5,0,263,28000,0.009392857551574707
linear_ridge,leo_low_elev_weak,5,1,846,28000,0.030214285477995872
linear_ridge,leo_low_elev_weak,5,2,394,28000,0.014071428216993809
linear_ridge,leo_low_elev_weak,5,3,68,28000,0.0024285714607685804
linear_ridge,leo_low_elev_weak,5,4,3572,28000,0.12757143378257751
linear_ridge,leo_low_elev_weak,5,5,22857,28000,0.8163214325904846
linear_ridge,leo_rain_weak,0,0,13919,28000,0.4971071481704712
linear_ridge,leo_rain_weak,0,1,4099,28000,0.1463928520679474
linear_ridge,leo_rain_weak,0,2,237,28000,0.008464286103844643
linear_ridge,leo_rain_weak,0,3,9612,28000,0.3432857096195221
linear_ridge,leo_rain_weak,0,4,81,28000,0.0028928571846336126
linear_ridge,leo_rain_weak,0,5,52,28000,0.0018571428954601288
linear_ridge,leo_rain_weak,1,0,1215,28000,0.0433928556740284
linear_ridge,leo_rain_weak,1,1,9900,28000,0.35357141494750977
linear_ridge,leo_rain_weak,1,2,80,28000,0.0028571428265422583
linear_ridge,leo_rain_weak,1,3,16574,28000,0.5919285416603088
linear_ridge,leo_rain_weak,1,4,180,28000,0.006428571417927742
linear_ridge,leo_rain_weak,1,5,51,28000,0.0018214285373687744
linear_ridge,leo_rain_weak,2,0,3010,28000,0.10750000178813934
linear_ridge,leo_rain_weak,2,1,5292,28000,0.1889999955892563
linear_ridge,leo_rain_weak,2,2,10917,28000,0.3898928463459015
linear_ridge,leo_rain_weak,2,3,2600,28000,0.09285714477300644
linear_ridge,leo_rain_weak,2,4,1096,28000,0.03914285823702812
linear_ridge,leo_rain_weak,2,5,5085,28000,0.18160714209079742
linear_ridge,leo_rain_weak,3,0,4035,28000,0.1441071480512619
linear_ridge,leo_rain_weak,3,1,6624,28000,0.23657143115997314
linear_ridge,leo_rain_weak,3,2,623,28000,0.02225000038743019
linear_ridge,leo_rain_weak,3,3,16292,28000,0.5818571448326111
linear_ridge,leo_rain_weak,3,4,163,28000,0.00582142872735858
linear_ridge,leo_rain_weak,3,5,263,28000,0.009392857551574707
linear_ridge,leo_rain_weak,4,0,405,28000,0.014464286155998707
linear_ridge,leo_rain_weak,4,1,6396,28000,0.22842857241630554
linear_ridge,leo_rain_weak,4,2,123,28000,0.004392857197672129
linear_ridge,leo_rain_weak,4,3,7421,28000,0.2650357186794281
linear_ridge,leo_rain_weak,4,4,13595,28000,0.48553571105003357
linear_ridge,leo_rain_weak,4,5,60,28000,0.002142857061699033
linear_ridge,leo_rain_weak,5,0,254,28000,0.009071428328752518
linear_ridge,leo_rain_weak,5,1,749,28000,0.026750000193715096
linear_ridge,leo_rain_weak,5,2,351,28000,0.01253571454435587
linear_ridge,leo_rain_weak,5,3,39,28000,0.0013928571715950966
linear_ridge,leo_rain_weak,5,4,3345,28000,0.11946428567171097
linear_ridge,leo_rain_weak,5,5,23262,28000,0.8307856917381287
