arm,experiment_id,receiver,seed,k_shot,old_acc_candidate,old_acc_baseline,delta_old_acc,seen_new_acc_candidate,seen_new_acc_baseline,delta_seen_new_acc,H_old_new_candidate,H_old_new_baseline,delta_H_old_new
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k2_seed713105,7-7,713105,2,0.8250000000000001,0.7861111111111111,0.03888888888888897,0.5583333333333332,0.4333333333333333,0.12499999999999994,0.6545408156058423,0.542848906303317,0.11169190930252537
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k20_seed713105,7-7,713105,20,0.9416666666666668,0.7888888888888889,0.1527777777777779,0.7666666666666666,0.5166666666666667,0.2499999999999999,0.8434029680365297,0.6234177215189873,0.21998524651754237
singleview_fft96,cvs_qknnv42_stage2c_rx7-7_k5_seed713105,7-7,713105,5,0.8944444444444444,0.7777777777777777,0.1166666666666667,0.6333333333333333,0.45,0.1833333333333333,0.7374743773759308,0.5665302206587784,0.17094415671715235
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k1_seed713101,8-8,713101,1,0.6194444444444445,0.5750000000000001,0.0444444444444444,0.6166666666666667,0.5,0.1166666666666667,0.6178267890532041,0.5306720523286387,0.08715473672456542
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k10_seed713101,8-8,713101,10,0.8583333333333334,0.6833333333333332,0.17500000000000016,0.75,0.5333333333333333,0.21666666666666667,0.7996116573541331,0.5863913658112222,0.2132202915429109
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k2_seed713101,8-8,713101,2,0.65,0.5416666666666666,0.10833333333333339,0.6333333333333333,0.6333333333333333,0.0,0.6408828266866277,0.5818246343941561,0.059058192292471556
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k20_seed713101,8-8,713101,20,0.8694444444444445,0.7138888888888889,0.15555555555555556,0.8583333333333334,0.525,0.33333333333333337,0.8634302880130947,0.6016537087738743,0.2617765792392205
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k5_seed713101,8-8,713101,5,0.7805555555555554,0.6444444444444444,0.13611111111111107,0.7166666666666667,0.5,0.21666666666666667,0.7456250845591493,0.537411971830986,0.20821311272816334
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k1_seed713102,8-8,713102,1,0.7111111111111111,0.6694444444444444,0.04166666666666674,0.4000000000000001,0.3,0.10000000000000009,0.502851091560769,0.4134488058151609,0.0894022857456081
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k10_seed713102,8-8,713102,10,0.7972222222222222,0.6944444444444445,0.10277777777777763,0.8416666666666668,0.5,0.3416666666666668,0.8181064439946021,0.5695136853561439,0.2485927586384582
singleview_fft96,cvs_qknnv42_stage2c_rx8-8_k2_seed713102,8-8,713102,2,0.7083333333333334,0.6111111111111112,0.09722222222222221,0.5833333333333334,0.4083333333333334,0.175,0.6306268770625222,0.48431342401858674,0.14631345304393545
