arm,receiver,seed,k_shot,scenario,old_acc,seen_new_acc,H_old_new,average_forgetting,min_old_new,joint_score
singleview_fft96,3-19,713101,5,leo_low_elev_weak,0.6333333333333333,0.375,0.47107438016528924,0.050000000000000044,0.375,0.49313590449954087
singleview_fft96,3-19,713101,5,leo_rain_weak,0.65,0.3,0.41052631578947374,0.05833333333333335,0.3,0.4535087719298246
singleview_fft96,3-19,713102,1,leo_clear_weak,0.4666666666666667,0.325,0.3831578947368421,0.1166666666666667,0.325,0.3916081871345029
singleview_fft96,3-19,713102,1,leo_low_elev_weak,0.44166666666666665,0.475,0.4577272727272727,0.08333333333333337,0.44166666666666665,0.4581313131313131
singleview_fft96,3-19,713102,1,leo_rain_weak,0.49166666666666664,0.4,0.4411214953271028,0.04999999999999999,0.4,0.44426272066458977
singleview_fft96,3-19,713102,10,leo_clear_weak,0.7166666666666667,0.45,0.5528571428571428,0.07499999999999996,0.45,0.5731746031746031
singleview_fft96,3-19,713102,10,leo_low_elev_weak,0.675,0.475,0.557608695652174,0.04166666666666663,0.475,0.5692028985507247
singleview_fft96,3-19,713102,10,leo_rain_weak,0.6666666666666666,0.525,0.5874125874125874,0.06666666666666665,0.525,0.593026418026418
singleview_fft96,3-19,713102,2,leo_clear_weak,0.5333333333333333,0.375,0.44036697247706424,0.1333333333333333,0.375,0.44956676860346584
singleview_fft96,3-19,713102,2,leo_low_elev_weak,0.6083333333333333,0.425,0.5004032258064516,0.050000000000000044,0.425,0.5112455197132616
singleview_fft96,3-19,713102,2,leo_rain_weak,0.525,0.225,0.315,0.09999999999999998,0.225,0.355
singleview_fft96,3-19,713102,20,leo_clear_weak,0.7333333333333333,0.575,0.6445859872611465,0.04166666666666674,0.575,0.6509731068648266
singleview_fft96,3-19,713102,20,leo_low_elev_weak,0.7,0.6,0.6461538461538462,0.06666666666666676,0.6,0.6487179487179487
singleview_fft96,3-19,713102,20,leo_rain_weak,0.65,0.55,0.5958333333333333,0.09999999999999998,0.55,0.5986111111111111
singleview_fft96,3-19,713102,5,leo_clear_weak,0.6666666666666666,0.35,0.4590163934426229,0.06666666666666665,0.35,0.4918943533697632
singleview_fft96,3-19,713102,5,leo_low_elev_weak,0.6416666666666667,0.475,0.5458955223880597,0.04999999999999993,0.475,0.5541873963515754
singleview_fft96,3-19,713102,5,leo_rain_weak,0.6166666666666667,0.45,0.5203125000000001,0.10833333333333328,0.45,0.5289930555555556
singleview_fft96,3-19,713103,1,leo_clear_weak,0.5166666666666667,0.375,0.4345794392523365,0.05833333333333324,0.375,0.4420820353063344
singleview_fft96,3-19,713103,1,leo_low_elev_weak,0.35833333333333334,0.35,0.35411764705882354,0.033333333333333326,0.35,0.3541503267973856
singleview_fft96,3-19,713103,1,leo_rain_weak,0.4166666666666667,0.35,0.38043478260869573,0.033333333333333326,0.35,0.38236714975845415
singleview_fft96,3-19,713103,10,leo_clear_weak,0.6916666666666667,0.5,0.5804195804195804,0.06666666666666665,0.5,0.5906954156954157
singleview_fft96,3-19,713103,10,leo_low_elev_weak,0.5083333333333333,0.55,0.5283464566929134,0.07500000000000007,0.5083333333333333,0.5288932633420823
singleview_fft96,3-19,713103,10,leo_rain_weak,0.5833333333333334,0.4,0.4745762711864407,0.09166666666666667,0.4,0.48596986817325805
singleview_fft96,3-19,713103,2,leo_clear_weak,0.575,0.5,0.5348837209302325,0.05833333333333335,0.5,0.5366279069767441
singleview_fft96,3-19,713103,2,leo_low_elev_weak,0.475,0.45,0.4621621621621621,0.016666666666666663,0.45,0.4623873873873874
singleview_fft96,3-19,713103,2,leo_rain_weak,0.475,0.5,0.48717948717948717,0.08333333333333337,0.475,0.4873931623931624
singleview_fft96,3-19,713103,20,leo_clear_weak,0.7333333333333333,0.525,0.6119205298013245,0.07500000000000007,0.525,0.6234179543782193
singleview_fft96,3-19,713103,20,leo_low_elev_weak,0.6,0.6,0.6,0.07500000000000007,0.6,0.6
singleview_fft96,3-19,713103,20,leo_rain_weak,0.6916666666666667,0.425,0.5264925373134328,0.033333333333333326,0.425,0.5477197346600332
singleview_fft96,3-19,713103,5,leo_clear_weak,0.65,0.475,0.5488888888888889,0.08333333333333326,0.475,0.557962962962963
singleview_fft96,3-19,713103,5,leo_low_elev_weak,0.475,0.5,0.48717948717948717,0.0,0.475,0.4873931623931624
singleview_fft96,3-19,713103,5,leo_rain_weak,0.575,0.55,0.5622222222222222,0.10000000000000009,0.55,0.5624074074074074
singleview_fft96,3-19,713104,1,leo_clear_weak,0.31666666666666665,0.45,0.3717391304347826,0.06666666666666671,0.31666666666666665,0.37946859903381647
singleview_fft96,3-19,713104,1,leo_low_elev_weak,0.45,0.275,0.3413793103448276,0.024999999999999967,0.275,0.3554597701149425
singleview_fft96,3-19,713104,1,leo_rain_weak,0.2916666666666667,0.45,0.3539325842696629,0.05833333333333329,0.2916666666666667,0.3651997503121098
singleview_fft96,3-19,713104,10,leo_clear_weak,0.625,0.6,0.6122448979591836,0.1166666666666667,0.6,0.6124149659863946
singleview_fft96,3-19,713104,10,leo_low_elev_weak,0.525,0.65,0.5808510638297874,0.10833333333333328,0.525,0.5852836879432625
singleview_fft96,3-19,713104,10,leo_rain_weak,0.6416666666666667,0.525,0.5775,0.11666666666666659,0.525,0.5813888888888888
singleview_fft96,3-19,713104,2,leo_clear_weak,0.575,0.425,0.48874999999999996,0.10833333333333339,0.425,0.49625
singleview_fft96,3-19,713104,2,leo_low_elev_weak,0.5333333333333333,0.35,0.4226415094339622,0.033333333333333326,0.35,0.4353249475890985
singleview_fft96,3-19,713104,2,leo_rain_weak,0.5666666666666667,0.3,0.39230769230769225,0.01666666666666672,0.3,0.41965811965811967
singleview_fft96,3-19,713104,20,leo_clear_weak,0.6583333333333333,0.575,0.6138513513513513,0.1166666666666667,0.575,0.6157282282282281
singleview_fft96,3-19,713104,20,leo_low_elev_weak,0.5833333333333334,0.6,0.591549295774648,0.09166666666666667,0.5833333333333334,0.5916275430359937
singleview_fft96,3-19,713104,20,leo_rain_weak,0.6916666666666667,0.5,0.5804195804195804,0.08333333333333337,0.5,0.5906954156954157
singleview_fft96,3-19,713104,5,leo_clear_weak,0.5666666666666667,0.45,0.5016393442622952,0.125,0.45,0.5061020036429873
singleview_fft96,3-19,713104,5,leo_low_elev_weak,0.475,0.65,0.5488888888888889,0.10833333333333339,0.475,0.557962962962963
singleview_fft96,3-19,713104,5,leo_rain_weak,0.5416666666666666,0.375,0.4431818181818182,0.06666666666666665,0.375,0.4532828282828283
singleview_fft96,3-19,713105,1,leo_clear_weak,0.625,0.125,0.20833333333333334,0.08333333333333337,0.125,0.3194444444444445
singleview_fft96,3-19,713105,1,leo_low_elev_weak,0.4583333333333333,0.275,0.34374999999999994,0.041666666666666685,0.275,0.3590277777777778
singleview_fft96,3-19,713105,1,leo_rain_weak,0.5666666666666667,0.15,0.23720930232558138,0.09999999999999998,0.15,0.3179586563307493
singleview_fft96,3-19,713105,10,leo_clear_weak,0.6666666666666666,0.425,0.5190839694656489,0.050000000000000044,0.425,0.5369168787107719
singleview_fft96,3-19,713105,10,leo_low_elev_weak,0.5916666666666667,0.45,0.5112,0.05833333333333335,0.45,0.5176222222222222
singleview_fft96,3-19,713105,10,leo_rain_weak,0.675,0.275,0.3907894736842106,0.02499999999999991,0.275,0.4469298245614035
singleview_fft96,3-19,713105,2,leo_clear_weak,0.5583333333333333,0.35,0.43027522935779816,0.08333333333333337,0.35,0.44620285423037714
singleview_fft96,3-19,713105,2,leo_low_elev_weak,0.5166666666666667,0.5,0.5081967213114755,0.033333333333333326,0.5,0.5082877959927141
singleview_fft96,3-19,713105,2,leo_rain_weak,0.55,0.3,0.388235294117647,0.02499999999999991,0.3,0.4127450980392157
singleview_fft96,3-19,713105,20,leo_clear_weak,0.725,0.5,0.5918367346938775,0.033333333333333326,0.5,0.6056122448979592
singleview_fft96,3-19,713105,20,leo_low_elev_weak,0.6333333333333333,0.575,0.6027586206896551,0.06666666666666665,0.575,0.6036973180076628
singleview_fft96,3-19,713105,20,leo_rain_weak,0.7416666666666667,0.375,0.498134328358209,0.025000000000000022,0.375,0.5382669983416252
singleview_fft96,3-19,713105,5,leo_clear_weak,0.6166666666666667,0.375,0.46638655462184875,0.07499999999999996,0.375,0.4860177404295052
singleview_fft96,3-19,713105,5,leo_low_elev_weak,0.65,0.5,0.5652173913043479,0.033333333333333326,0.5,0.5717391304347826
singleview_fft96,3-19,713105,5,leo_rain_weak,0.6166666666666667,0.275,0.380373831775701,0.04166666666666663,0.275,0.4240134994807892
singleview_fft96,7-14,713101,1,leo_clear_weak,0.8666666666666667,0.45,0.5924050632911393,-0.008333333333333415,0.45,0.6363572433192687
singleview_fft96,7-14,713101,1,leo_low_elev_weak,0.8083333333333333,0.625,0.7049418604651163,0.09999999999999998,0.625,0.7127583979328165
singleview_fft96,7-14,713101,1,leo_rain_weak,0.7416666666666667,0.525,0.6148026315789474,0.025000000000000022,0.525,0.627156432748538
singleview_fft96,7-14,713101,10,leo_clear_weak,0.9083333333333333,0.95,0.9286995515695067,0.0,0.9083333333333333,0.92901096163428
singleview_fft96,7-14,713101,10,leo_low_elev_weak,0.925,0.75,0.8283582089552239,0.008333333333333304,0.75,0.8344527363184081
singleview_fft96,7-14,713101,10,leo_rain_weak,0.8583333333333333,0.775,0.8145408163265305,0.0,0.775,0.8159580498866212
singleview_fft96,7-14,713101,2,leo_clear_weak,0.9083333333333333,0.625,0.7404891304347827,0.01666666666666672,0.625,0.7579408212560387
singleview_fft96,7-14,713101,2,leo_low_elev_weak,0.7916666666666666,0.75,0.7702702702702704,0.1166666666666667,0.75,0.7706456456456457
singleview_fft96,7-14,713101,2,leo_rain_weak,0.8166666666666667,0.6,0.691764705882353,0.050000000000000044,0.6,0.7028104575163399
singleview_fft96,7-14,713101,20,leo_clear_weak,0.95,0.925,0.9373333333333334,-0.008333333333333304,0.925,0.9374444444444444
singleview_fft96,7-14,713101,20,leo_low_elev_weak,0.9166666666666666,0.875,0.8953488372093024,0.025000000000000022,0.875,0.8956718346253231
singleview_fft96,7-14,713101,20,leo_rain_weak,0.875,0.825,0.8492647058823529,0.0,0.825,0.8497549019607843
singleview_fft96,7-14,713101,5,leo_clear_weak,0.925,0.7,0.7969230769230768,0.0,0.7,0.8073076923076923
singleview_fft96,7-14,713101,5,leo_low_elev_weak,0.8833333333333333,0.75,0.8112244897959183,0.025000000000000022,0.75,0.8148526077097505
singleview_fft96,7-14,713101,5,leo_rain_weak,0.8416666666666667,0.65,0.7335195530726257,0.016666666666666607,0.65,0.7417287399130975
singleview_fft96,7-14,713102,1,leo_clear_weak,0.85,0.55,0.6678571428571429,0.050000000000000044,0.55,0.6892857142857144
singleview_fft96,7-14,713102,1,leo_low_elev_weak,0.7416666666666667,0.5,0.5973154362416108,0.11666666666666659,0.5,0.6129940343027592
singleview_fft96,7-14,713102,1,leo_rain_weak,0.7583333333333333,0.475,0.5841216216216215,0.06666666666666665,0.475,0.6058183183183182
singleview_fft96,7-14,713102,10,leo_clear_weak,0.9,0.9,0.9,-0.008333333333333304,0.9,0.9
singleview_fft96,7-14,713102,10,leo_low_elev_weak,0.8833333333333333,0.8,0.8396039603960396,0.01666666666666672,0.8,0.840979097909791
singleview_fft96,7-14,713102,10,leo_rain_weak,0.825,0.8,0.8123076923076924,0.0,0.8,0.8124358974358975
singleview_fft96,7-14,713102,2,leo_clear_weak,0.8583333333333333,0.575,0.6886627906976744,0.01666666666666672,0.575,0.7073320413436693
singleview_fft96,7-14,713102,2,leo_low_elev_weak,0.8583333333333333,0.55,0.6704142011834321,0.025000000000000022,0.55,0.6929158448389218
singleview_fft96,7-14,713102,2,leo_rain_weak,0.7916666666666666,0.525,0.6313291139240507,0.008333333333333415,0.525,0.6493319268635724
singleview_fft96,7-14,713102,20,leo_clear_weak,0.8916666666666667,0.9,0.8958139534883721,0.0,0.8916666666666667,0.8958268733850129
singleview_fft96,7-14,713102,20,leo_low_elev_weak,0.9,0.8,0.8470588235294118,0.008333333333333304,0.8,0.8490196078431372
singleview_fft96,7-14,713102,20,leo_rain_weak,0.8333333333333334,0.925,0.8767772511848342,0.0,0.8333333333333334,0.8783701948393893
singleview_fft96,7-14,713102,5,leo_clear_weak,0.9083333333333333,0.7,0.7906735751295335,-0.016666666666666607,0.7,0.7996689694876222
singleview_fft96,7-14,713102,5,leo_low_elev_weak,0.85,0.675,0.7524590163934426,0.033333333333333326,0.675,0.7591530054644808
singleview_fft96,7-14,713102,5,leo_rain_weak,0.8666666666666667,0.65,0.7428571428571429,-0.01666666666666672,0.65,0.7531746031746032
singleview_fft96,7-14,713103,1,leo_clear_weak,0.9083333333333333,0.5,0.6449704142011835,0.008333333333333304,0.5,0.6844345825115056
singleview_fft96,7-14,713103,1,leo_low_elev_weak,0.6666666666666666,0.475,0.5547445255474452,0.1166666666666667,0.475,0.565470397404704
singleview_fft96,7-14,713103,1,leo_rain_weak,0.8583333333333333,0.425,0.5685064935064935,0.025000000000000022,0.425,0.6172799422799423
singleview_fft96,7-14,713103,10,leo_clear_weak,0.9166666666666666,0.9,0.908256880733945,0.01666666666666672,0.9,0.9083078491335371
singleview_fft96,7-14,713103,10,leo_low_elev_weak,0.925,0.925,0.925,0.0,0.925,0.9250000000000002
singleview_fft96,7-14,713103,10,leo_rain_weak,0.9083333333333333,0.725,0.8063775510204082,-0.008333333333333304,0.725,0.8132369614512472
singleview_fft96,7-14,713103,2,leo_clear_weak,0.8916666666666667,0.8,0.8433497536945812,0.033333333333333326,0.8,0.8450054734537492
singleview_fft96,7-14,713103,2,leo_low_elev_weak,0.8833333333333333,0.55,0.6779069767441861,0.025000000000000022,0.55,0.7037467700258399
singleview_fft96,7-14,713103,2,leo_rain_weak,0.8416666666666667,0.7,0.7643243243243243,0.033333333333333326,0.7,0.7686636636636637
singleview_fft96,7-14,713103,20,leo_clear_weak,0.9416666666666667,0.875,0.9071100917431193,0.0,0.875,0.9079255861365954
singleview_fft96,7-14,713103,20,leo_low_elev_weak,0.9333333333333333,0.9,0.9163636363636364,0.0,0.9,0.9165656565656567
singleview_fft96,7-14,713103,20,leo_rain_weak,0.9083333333333333,0.8,0.8507317073170731,-0.008333333333333304,0.8,0.8530216802168021
singleview_fft96,7-14,713103,5,leo_clear_weak,0.9166666666666666,0.8,0.854368932038835,0.01666666666666672,0.8,0.8570118662351672
singleview_fft96,7-14,713103,5,leo_low_elev_weak,0.8666666666666667,0.55,0.6729411764705883,0.033333333333333326,0.55,0.6965359477124183
singleview_fft96,7-14,713103,5,leo_rain_weak,0.8833333333333333,0.675,0.76524064171123,0.01666666666666672,0.675,0.7745246583481878
singleview_fft96,7-14,713104,1,leo_clear_weak,0.7333333333333333,0.875,0.7979274611398963,0.1166666666666667,0.7333333333333333,0.8020869314910765
singleview_fft96,7-14,713104,1,leo_low_elev_weak,0.6416666666666667,0.7,0.6695652173913043,0.08333333333333326,0.6416666666666667,0.6704106280193236
singleview_fft96,7-14,713104,1,leo_rain_weak,0.675,0.675,0.675,0.08333333333333326,0.675,0.6750000000000002
singleview_fft96,7-14,713104,10,leo_clear_weak,0.8666666666666667,0.875,0.8708133971291866,0.033333333333333326,0.8666666666666667,0.8708266879319511
singleview_fft96,7-14,713104,10,leo_low_elev_weak,0.85,0.825,0.8373134328358209,0.0,0.825,0.8374378109452736
singleview_fft96,7-14,713104,10,leo_rain_weak,0.8416666666666667,0.775,0.806958762886598,0.033333333333333326,0.775,0.8078751431844214
singleview_fft96,7-14,713104,2,leo_clear_weak,0.825,0.85,0.8373134328358209,0.05833333333333335,0.825,0.8374378109452736
