variant,scene,category,group,correct,wrong,total,accuracy_percent
Ux,leo_rain_weak,receiver_all_days,2,9898,14102,24000,41.24166666666667
Ux,leo_rain_weak,receiver_all_days,3,4146,1854,6000,69.1
Ux,leo_rain_weak,receiver_all_days,4,5064,936,6000,84.4
Ux,leo_rain_weak,receiver_all_days,5,16467,7533,24000,68.6125
Ux,leo_rain_weak,receiver_all_days,6,4788,1212,6000,79.8
Ux,leo_rain_weak,receiver_all_days,7,10036,13964,24000,41.81666666666667
Ux,leo_rain_weak,receiver_all_days,8,4477,1523,6000,74.61666666666666
Ux,leo_rain_weak,receiver_all_days,9,15848,8152,24000,66.03333333333333
Ux,leo_rain_weak,receiver_all_days,10,14140,9860,24000,58.916666666666664
Ux,leo_rain_weak,receiver_all_days,11,14489,9511,24000,60.37083333333333
Ux,leo_rain_weak,class,0,21440,11560,33000,64.96969696969697
Ux,leo_rain_weak,class,1,9593,23407,33000,29.06969696969697
Ux,leo_rain_weak,class,2,13845,19155,33000,41.95454545454545
Ux,leo_rain_weak,class,3,20419,12581,33000,61.875757575757575
Ux,leo_rain_weak,class,4,23384,9616,33000,70.86060606060606
Ux,leo_rain_weak,class,5,30735,2265,33000,93.13636363636364
Ux_normalized,clean,aggregate,all,159132,38868,198000,80.36969696969697
Ux_normalized,clean,named,test_unseen_day_seen_rx,27785,2215,30000,92.61666666666666
Ux_normalized,clean,named,test_day_0,27785,2215,30000,92.61666666666666
Ux_normalized,clean,named,test_seen_day_unseen_rx,99781,26219,126000,79.19126984126984
Ux_normalized,clean,named,test_rx_0,15209,2791,18000,84.49444444444444
Ux_normalized,clean,named,test_rx_2,12039,5961,18000,66.88333333333334
Ux_normalized,clean,named,test_rx_5,15966,2034,18000,88.7
Ux_normalized,clean,named,test_rx_7,12093,5907,18000,67.18333333333334
Ux_normalized,clean,named,test_rx_9,15501,2499,18000,86.11666666666666
Ux_normalized,clean,named,test_rx_10,14951,3049,18000,83.06111111111112
Ux_normalized,clean,named,test_rx_11,14022,3978,18000,77.9
Ux_normalized,clean,named,test_unseen_day_unseen_rx,31566,10434,42000,75.15714285714286
Ux_normalized,clean,named,test_unseen_day_rx_0,4074,1926,6000,67.9
Ux_normalized,clean,named,test_unseen_day_rx_2,3645,2355,6000,60.75
Ux_normalized,clean,named,test_unseen_day_rx_5,4684,1316,6000,78.06666666666666
Ux_normalized,clean,named,test_unseen_day_rx_7,5327,673,6000,88.78333333333333
Ux_normalized,clean,named,test_unseen_day_rx_9,4350,1650,6000,72.5
Ux_normalized,clean,named,test_unseen_day_rx_10,4689,1311,6000,78.15
Ux_normalized,clean,named,test_unseen_day_rx_11,4797,1203,6000,79.95
Ux_normalized,clean,receiver_all_days,0,19283,4717,24000,80.34583333333333
Ux_normalized,clean,receiver_all_days,1,4734,1266,6000,78.9
Ux_normalized,clean,receiver_all_days,2,15684,8316,24000,65.35
Ux_normalized,clean,receiver_all_days,3,5661,339,6000,94.35
Ux_normalized,clean,receiver_all_days,4,5855,145,6000,97.58333333333333
Ux_normalized,clean,receiver_all_days,5,20650,3350,24000,86.04166666666667
Ux_normalized,clean,receiver_all_days,6,5886,114,6000,98.1
Ux_normalized,clean,receiver_all_days,7,17420,6580,24000,72.58333333333333
Ux_normalized,clean,receiver_all_days,8,5649,351,6000,94.15
Ux_normalized,clean,receiver_all_days,9,19851,4149,24000,82.7125
Ux_normalized,clean,receiver_all_days,10,19640,4360,24000,81.83333333333333
Ux_normalized,clean,receiver_all_days,11,18819,5181,24000,78.4125
Ux_normalized,clean,class,0,31591,1409,33000,95.73030303030303
Ux_normalized,clean,class,1,17286,15714,33000,52.38181818181818
Ux_normalized,clean,class,2,23314,9686,33000,70.64848484848486
Ux_normalized,clean,class,3,23004,9996,33000,69.7090909090909
Ux_normalized,clean,class,4,32589,411,33000,98.75454545454545
Ux_normalized,clean,class,5,31348,1652,33000,94.9939393939394
Ux_normalized,leo_clear_weak,aggregate,all,130232,67768,198000,65.77373737373738
Ux_normalized,leo_clear_weak,named,test_unseen_day_seen_rx,23887,6113,30000,79.62333333333333
Ux_normalized,leo_clear_weak,named,test_day_0,23887,6113,30000,79.62333333333333
Ux_normalized,leo_clear_weak,named,test_seen_day_unseen_rx,80510,45490,126000,63.8968253968254
Ux_normalized,leo_clear_weak,named,test_rx_0,13465,4535,18000,74.80555555555556
Ux_normalized,leo_clear_weak,named,test_rx_2,8815,9185,18000,48.97222222222222
Ux_normalized,leo_clear_weak,named,test_rx_5,13909,4091,18000,77.27222222222223
Ux_normalized,leo_clear_weak,named,test_rx_7,7530,10470,18000,41.833333333333336
Ux_normalized,leo_clear_weak,named,test_rx_9,13536,4464,18000,75.2
Ux_normalized,leo_clear_weak,named,test_rx_10,11437,6563,18000,63.53888888888889
Ux_normalized,leo_clear_weak,named,test_rx_11,11818,6182,18000,65.65555555555555
Ux_normalized,leo_clear_weak,named,test_unseen_day_unseen_rx,25835,16165,42000,61.51190476190476
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_0,3760,2240,6000,62.666666666666664
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_2,2354,3646,6000,39.233333333333334
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_5,3918,2082,6000,65.3
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_7,3379,2621,6000,56.31666666666667
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_9,3946,2054,6000,65.76666666666667
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_10,4415,1585,6000,73.58333333333333
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_11,4063,1937,6000,67.71666666666667
Ux_normalized,leo_clear_weak,receiver_all_days,0,17225,6775,24000,71.77083333333333
Ux_normalized,leo_clear_weak,receiver_all_days,1,4465,1535,6000,74.41666666666667
Ux_normalized,leo_clear_weak,receiver_all_days,2,11169,12831,24000,46.5375
Ux_normalized,leo_clear_weak,receiver_all_days,3,4421,1579,6000,73.68333333333334
Ux_normalized,leo_clear_weak,receiver_all_days,4,5259,741,6000,87.65
Ux_normalized,leo_clear_weak,receiver_all_days,5,17827,6173,24000,74.27916666666667
Ux_normalized,leo_clear_weak,receiver_all_days,6,5205,795,6000,86.75
Ux_normalized,leo_clear_weak,receiver_all_days,7,10909,13091,24000,45.454166666666666
Ux_normalized,leo_clear_weak,receiver_all_days,8,4537,1463,6000,75.61666666666666
Ux_normalized,leo_clear_weak,receiver_all_days,9,17482,6518,24000,72.84166666666667
Ux_normalized,leo_clear_weak,receiver_all_days,10,15852,8148,24000,66.05
Ux_normalized,leo_clear_weak,receiver_all_days,11,15881,8119,24000,66.17083333333333
Ux_normalized,leo_clear_weak,class,0,24180,8820,33000,73.27272727272727
Ux_normalized,leo_clear_weak,class,1,9748,23252,33000,29.53939393939394
Ux_normalized,leo_clear_weak,class,2,18388,14612,33000,55.72121212121212
Ux_normalized,leo_clear_weak,class,3,20525,12475,33000,62.196969696969695
Ux_normalized,leo_clear_weak,class,4,26819,6181,33000,81.26969696969697
Ux_normalized,leo_clear_weak,class,5,30572,2428,33000,92.64242424242424
Ux_normalized,leo_low_elev_weak,aggregate,all,124939,73061,198000,63.10050505050505
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_seen_rx,22751,7249,30000,75.83666666666667
Ux_normalized,leo_low_elev_weak,named,test_day_0,22751,7249,30000,75.83666666666667
Ux_normalized,leo_low_elev_weak,named,test_seen_day_unseen_rx,77410,48590,126000,61.43650793650794
Ux_normalized,leo_low_elev_weak,named,test_rx_0,12815,5185,18000,71.19444444444444
Ux_normalized,leo_low_elev_weak,named,test_rx_2,8748,9252,18000,48.6
Ux_normalized,leo_low_elev_weak,named,test_rx_5,13326,4674,18000,74.03333333333333
Ux_normalized,leo_low_elev_weak,named,test_rx_7,7419,10581,18000,41.21666666666667
Ux_normalized,leo_low_elev_weak,named,test_rx_9,13031,4969,18000,72.39444444444445
Ux_normalized,leo_low_elev_weak,named,test_rx_10,10763,7237,18000,59.794444444444444
Ux_normalized,leo_low_elev_weak,named,test_rx_11,11308,6692,18000,62.82222222222222
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_unseen_rx,24778,17222,42000,58.99523809523809
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_0,3540,2460,6000,59.0
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_2,2459,3541,6000,40.983333333333334
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_5,3699,2301,6000,61.65
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_7,3192,2808,6000,53.2
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_9,3847,2153,6000,64.11666666666666
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_10,4106,1894,6000,68.43333333333334
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_11,3935,2065,6000,65.58333333333333
Ux_normalized,leo_low_elev_weak,receiver_all_days,0,16355,7645,24000,68.14583333333333
Ux_normalized,leo_low_elev_weak,receiver_all_days,1,4241,1759,6000,70.68333333333334
Ux_normalized,leo_low_elev_weak,receiver_all_days,2,11207,12793,24000,46.69583333333333
Ux_normalized,leo_low_elev_weak,receiver_all_days,3,4182,1818,6000,69.7
Ux_normalized,leo_low_elev_weak,receiver_all_days,4,5053,947,6000,84.21666666666667
Ux_normalized,leo_low_elev_weak,receiver_all_days,5,17025,6975,24000,70.9375
Ux_normalized,leo_low_elev_weak,receiver_all_days,6,4987,1013,6000,83.11666666666666
Ux_normalized,leo_low_elev_weak,receiver_all_days,7,10611,13389,24000,44.2125
Ux_normalized,leo_low_elev_weak,receiver_all_days,8,4288,1712,6000,71.46666666666667
Ux_normalized,leo_low_elev_weak,receiver_all_days,9,16878,7122,24000,70.325
Ux_normalized,leo_low_elev_weak,receiver_all_days,10,14869,9131,24000,61.954166666666666
Ux_normalized,leo_low_elev_weak,receiver_all_days,11,15243,8757,24000,63.5125
Ux_normalized,leo_low_elev_weak,class,0,23412,9588,33000,70.94545454545455
Ux_normalized,leo_low_elev_weak,class,1,8935,24065,33000,27.075757575757574
Ux_normalized,leo_low_elev_weak,class,2,17597,15403,33000,53.32424242424243
Ux_normalized,leo_low_elev_weak,class,3,18864,14136,33000,57.163636363636364
Ux_normalized,leo_low_elev_weak,class,4,25805,7195,33000,78.1969696969697
Ux_normalized,leo_low_elev_weak,class,5,30326,2674,33000,91.89696969696969
Ux_normalized,leo_rain_weak,aggregate,all,125126,72874,198000,63.1949494949495
Ux_normalized,leo_rain_weak,named,test_unseen_day_seen_rx,22862,7138,30000,76.20666666666666
Ux_normalized,leo_rain_weak,named,test_day_0,22862,7138,30000,76.20666666666666
Ux_normalized,leo_rain_weak,named,test_seen_day_unseen_rx,77540,48460,126000,61.53968253968254
Ux_normalized,leo_rain_weak,named,test_rx_0,12739,5261,18000,70.77222222222223
Ux_normalized,leo_rain_weak,named,test_rx_2,8706,9294,18000,48.36666666666667
Ux_normalized,leo_rain_weak,named,test_rx_5,13447,4553,18000,74.70555555555555
Ux_normalized,leo_rain_weak,named,test_rx_7,7530,10470,18000,41.833333333333336
Ux_normalized,leo_rain_weak,named,test_rx_9,13024,4976,18000,72.35555555555555
Ux_normalized,leo_rain_weak,named,test_rx_10,10776,7224,18000,59.86666666666667
Ux_normalized,leo_rain_weak,named,test_rx_11,11318,6682,18000,62.87777777777778
Ux_normalized,leo_rain_weak,named,test_unseen_day_unseen_rx,24724,17276,42000,58.86666666666667
Ux_normalized,leo_rain_weak,named,test_unseen_day_rx_0,3498,2502,6000,58.3
Ux_normalized,leo_rain_weak,named,test_unseen_day_rx_2,2476,3524,6000,41.266666666666666
Ux_normalized,leo_rain_weak,named,test_unseen_day_rx_5,3732,2268,6000,62.2
Ux_normalized,leo_rain_weak,named,test_unseen_day_rx_7,3146,2854,6000,52.43333333333333
Ux_normalized,leo_rain_weak,named,test_unseen_day_rx_9,3816,2184,6000,63.6
Ux_normalized,leo_rain_weak,named,test_unseen_day_rx_10,4225,1775,6000,70.41666666666667
Ux_normalized,leo_rain_weak,named,test_unseen_day_rx_11,3831,2169,6000,63.85
Ux_normalized,leo_rain_weak,receiver_all_days,0,16237,7763,24000,67.65416666666667
Ux_normalized,leo_rain_weak,receiver_all_days,1,4224,1776,6000,70.4
Ux_normalized,leo_rain_weak,receiver_all_days,2,11182,12818,24000,46.59166666666667
Ux_normalized,leo_rain_weak,receiver_all_days,3,4161,1839,6000,69.35
Ux_normalized,leo_rain_weak,receiver_all_days,4,5120,880,6000,85.33333333333333
Ux_normalized,leo_rain_weak,receiver_all_days,5,17179,6821,24000,71.57916666666667
Ux_normalized,leo_rain_weak,receiver_all_days,6,4961,1039,6000,82.68333333333334
Ux_normalized,leo_rain_weak,receiver_all_days,7,10676,13324,24000,44.483333333333334
Ux_normalized,leo_rain_weak,receiver_all_days,8,4396,1604,6000,73.26666666666667
Ux_normalized,leo_rain_weak,receiver_all_days,9,16840,7160,24000,70.16666666666667
Ux_normalized,leo_rain_weak,receiver_all_days,10,15001,8999,24000,62.50416666666667
Ux_normalized,leo_rain_weak,receiver_all_days,11,15149,8851,24000,63.12083333333333
Ux_normalized,leo_rain_weak,class,0,23886,9114,33000,72.38181818181818
Ux_normalized,leo_rain_weak,class,1,9137,23863,33000,27.687878787878788
Ux_normalized,leo_rain_weak,class,2,17626,15374,33000,53.412121212121214
Ux_normalized,leo_rain_weak,class,3,18347,14653,33000,55.596969696969694
Ux_normalized,leo_rain_weak,class,4,25652,7348,33000,77.73333333333333
Ux_normalized,leo_rain_weak,class,5,30478,2522,33000,92.35757575757576
head_only,clean,aggregate,all,156033,41967,198000,78.80454545454545
head_only,clean,named,test_unseen_day_seen_rx,28042,1958,30000,93.47333333333333
head_only,clean,named,test_day_0,28042,1958,30000,93.47333333333333
head_only,clean,named,test_seen_day_unseen_rx,96897,29103,126000,76.90238095238095
head_only,clean,named,test_rx_0,14550,3450,18000,80.83333333333333
head_only,clean,named,test_rx_2,10570,7430,18000,58.72222222222222
head_only,clean,named,test_rx_5,15897,2103,18000,88.31666666666666
head_only,clean,named,test_rx_7,12191,5809,18000,67.72777777777777
head_only,clean,named,test_rx_9,14889,3111,18000,82.71666666666667
head_only,clean,named,test_rx_10,14775,3225,18000,82.08333333333333
head_only,clean,named,test_rx_11,14025,3975,18000,77.91666666666667
head_only,clean,named,test_unseen_day_unseen_rx,31094,10906,42000,74.03333333333333
head_only,clean,named,test_unseen_day_rx_0,3973,2027,6000,66.21666666666667
head_only,clean,named,test_unseen_day_rx_2,3157,2843,6000,52.61666666666667
head_only,clean,named,test_unseen_day_rx_5,5124,876,6000,85.4
head_only,clean,named,test_unseen_day_rx_7,5267,733,6000,87.78333333333333
head_only,clean,named,test_unseen_day_rx_9,4177,1823,6000,69.61666666666666
head_only,clean,named,test_unseen_day_rx_10,4606,1394,6000,76.76666666666667
head_only,clean,named,test_unseen_day_rx_11,4790,1210,6000,79.83333333333333
head_only,clean,receiver_all_days,0,18523,5477,24000,77.17916666666666
head_only,clean,receiver_all_days,1,4933,1067,6000,82.21666666666667
head_only,clean,receiver_all_days,2,13727,10273,24000,57.19583333333333
head_only,clean,receiver_all_days,3,5725,275,6000,95.41666666666667
head_only,clean,receiver_all_days,4,5845,155,6000,97.41666666666667
head_only,clean,receiver_all_days,5,21021,2979,24000,87.5875
head_only,clean,receiver_all_days,6,5931,69,6000,98.85
head_only,clean,receiver_all_days,7,17458,6542,24000,72.74166666666666
head_only,clean,receiver_all_days,8,5608,392,6000,93.46666666666667
head_only,clean,receiver_all_days,9,19066,4934,24000,79.44166666666666
head_only,clean,receiver_all_days,10,19381,4619,24000,80.75416666666666
head_only,clean,receiver_all_days,11,18815,5185,24000,78.39583333333333
head_only,clean,class,0,31599,1401,33000,95.75454545454545
head_only,clean,class,1,16491,16509,33000,49.972727272727276
head_only,clean,class,2,22684,10316,33000,68.73939393939393
head_only,clean,class,3,21834,11166,33000,66.16363636363636
head_only,clean,class,4,32523,477,33000,98.55454545454545
head_only,clean,class,5,30902,2098,33000,93.64242424242424
head_only,leo_clear_weak,aggregate,all,127742,70258,198000,64.51616161616161
head_only,leo_clear_weak,named,test_unseen_day_seen_rx,24033,5967,30000,80.11
head_only,leo_clear_weak,named,test_day_0,24033,5967,30000,80.11
head_only,leo_clear_weak,named,test_seen_day_unseen_rx,78604,47396,126000,62.384126984126986
head_only,leo_clear_weak,named,test_rx_0,13325,4675,18000,74.02777777777777
head_only,leo_clear_weak,named,test_rx_2,8723,9277,18000,48.46111111111111
head_only,leo_clear_weak,named,test_rx_5,13691,4309,18000,76.06111111111112
head_only,leo_clear_weak,named,test_rx_7,7237,10763,18000,40.205555555555556
head_only,leo_clear_weak,named,test_rx_9,12858,5142,18000,71.43333333333334
head_only,leo_clear_weak,named,test_rx_10,11317,6683,18000,62.87222222222222
head_only,leo_clear_weak,named,test_rx_11,11453,6547,18000,63.62777777777778
head_only,leo_clear_weak,named,test_unseen_day_unseen_rx,25105,16895,42000,59.773809523809526
head_only,leo_clear_weak,named,test_unseen_day_rx_0,3597,2403,6000,59.95
head_only,leo_clear_weak,named,test_unseen_day_rx_2,2408,3592,6000,40.13333333333333
head_only,leo_clear_weak,named,test_unseen_day_rx_5,4015,1985,6000,66.91666666666667
head_only,leo_clear_weak,named,test_unseen_day_rx_7,3093,2907,6000,51.55
head_only,leo_clear_weak,named,test_unseen_day_rx_9,3764,2236,6000,62.733333333333334
head_only,leo_clear_weak,named,test_unseen_day_rx_10,4310,1690,6000,71.83333333333333
head_only,leo_clear_weak,named,test_unseen_day_rx_11,3918,2082,6000,65.3
head_only,leo_clear_weak,receiver_all_days,0,16922,7078,24000,70.50833333333334
head_only,leo_clear_weak,receiver_all_days,1,4739,1261,6000,78.98333333333333
head_only,leo_clear_weak,receiver_all_days,2,11131,12869,24000,46.37916666666667
head_only,leo_clear_weak,receiver_all_days,3,4351,1649,6000,72.51666666666667
head_only,leo_clear_weak,receiver_all_days,4,5078,922,6000,84.63333333333334
head_only,leo_clear_weak,receiver_all_days,5,17706,6294,24000,73.775
head_only,leo_clear_weak,receiver_all_days,6,5259,741,6000,87.65
head_only,leo_clear_weak,receiver_all_days,7,10330,13670,24000,43.041666666666664
head_only,leo_clear_weak,receiver_all_days,8,4606,1394,6000,76.76666666666667
head_only,leo_clear_weak,receiver_all_days,9,16622,7378,24000,69.25833333333334
head_only,leo_clear_weak,receiver_all_days,10,15627,8373,24000,65.1125
head_only,leo_clear_weak,receiver_all_days,11,15371,8629,24000,64.04583333333333
head_only,leo_clear_weak,class,0,21853,11147,33000,66.22121212121212
head_only,leo_clear_weak,class,1,12262,20738,33000,37.157575757575756
head_only,leo_clear_weak,class,2,17652,15348,33000,53.49090909090909
head_only,leo_clear_weak,class,3,19254,13746,33000,58.345454545454544
head_only,leo_clear_weak,class,4,26894,6106,33000,81.4969696969697
head_only,leo_clear_weak,class,5,29827,3173,33000,90.38484848484849
head_only,leo_low_elev_weak,aggregate,all,122738,75262,198000,61.98888888888889
head_only,leo_low_elev_weak,named,test_unseen_day_seen_rx,22865,7135,30000,76.21666666666667
head_only,leo_low_elev_weak,named,test_day_0,22865,7135,30000,76.21666666666667
head_only,leo_low_elev_weak,named,test_seen_day_unseen_rx,75692,50308,126000,60.073015873015876
head_only,leo_low_elev_weak,named,test_rx_0,12671,5329,18000,70.39444444444445
head_only,leo_low_elev_weak,named,test_rx_2,8637,9363,18000,47.983333333333334
head_only,leo_low_elev_weak,named,test_rx_5,13164,4836,18000,73.13333333333334
head_only,leo_low_elev_weak,named,test_rx_7,7164,10836,18000,39.8
head_only,leo_low_elev_weak,named,test_rx_9,12419,5581,18000,68.99444444444444
head_only,leo_low_elev_weak,named,test_rx_10,10738,7262,18000,59.65555555555556
head_only,leo_low_elev_weak,named,test_rx_11,10899,7101,18000,60.55
head_only,leo_low_elev_weak,named,test_unseen_day_unseen_rx,24181,17819,42000,57.57380952380952
head_only,leo_low_elev_weak,named,test_unseen_day_rx_0,3416,2584,6000,56.93333333333333
head_only,leo_low_elev_weak,named,test_unseen_day_rx_2,2482,3518,6000,41.36666666666667
head_only,leo_low_elev_weak,named,test_unseen_day_rx_5,3768,2232,6000,62.8
head_only,leo_low_elev_weak,named,test_unseen_day_rx_7,2958,3042,6000,49.3
head_only,leo_low_elev_weak,named,test_unseen_day_rx_9,3688,2312,6000,61.46666666666667
head_only,leo_low_elev_weak,named,test_unseen_day_rx_10,4014,1986,6000,66.9
head_only,leo_low_elev_weak,named,test_unseen_day_rx_11,3855,2145,6000,64.25
head_only,leo_low_elev_weak,receiver_all_days,0,16087,7913,24000,67.02916666666667
head_only,leo_low_elev_weak,receiver_all_days,1,4535,1465,6000,75.58333333333333
head_only,leo_low_elev_weak,receiver_all_days,2,11119,12881,24000,46.329166666666666
head_only,leo_low_elev_weak,receiver_all_days,3,4154,1846,6000,69.23333333333333
head_only,leo_low_elev_weak,receiver_all_days,4,4890,1110,6000,81.5
head_only,leo_low_elev_weak,receiver_all_days,5,16932,7068,24000,70.55
head_only,leo_low_elev_weak,receiver_all_days,6,4958,1042,6000,82.63333333333334
head_only,leo_low_elev_weak,receiver_all_days,7,10122,13878,24000,42.175
head_only,leo_low_elev_weak,receiver_all_days,8,4328,1672,6000,72.13333333333334
head_only,leo_low_elev_weak,receiver_all_days,9,16107,7893,24000,67.1125
head_only,leo_low_elev_weak,receiver_all_days,10,14752,9248,24000,61.46666666666667
head_only,leo_low_elev_weak,receiver_all_days,11,14754,9246,24000,61.475
head_only,leo_low_elev_weak,class,0,21020,11980,33000,63.696969696969695
head_only,leo_low_elev_weak,class,1,11672,21328,33000,35.36969696969697
head_only,leo_low_elev_weak,class,2,16972,16028,33000,51.43030303030303
head_only,leo_low_elev_weak,class,3,17810,15190,33000,53.96969696969697
head_only,leo_low_elev_weak,class,4,25633,7367,33000,77.67575757575757
head_only,leo_low_elev_weak,class,5,29631,3369,33000,89.7909090909091
head_only,leo_rain_weak,aggregate,all,122880,75120,198000,62.06060606060606
head_only,leo_rain_weak,named,test_unseen_day_seen_rx,22972,7028,30000,76.57333333333334
head_only,leo_rain_weak,named,test_day_0,22972,7028,30000,76.57333333333334
head_only,leo_rain_weak,named,test_seen_day_unseen_rx,75868,50132,126000,60.212698412698415
head_only,leo_rain_weak,named,test_rx_0,12631,5369,18000,70.17222222222222
head_only,leo_rain_weak,named,test_rx_2,8609,9391,18000,47.827777777777776
head_only,leo_rain_weak,named,test_rx_5,13290,4710,18000,73.83333333333333
head_only,leo_rain_weak,named,test_rx_7,7193,10807,18000,39.96111111111111
head_only,leo_rain_weak,named,test_rx_9,12465,5535,18000,69.25
head_only,leo_rain_weak,named,test_rx_10,10651,7349,18000,59.172222222222224
head_only,leo_rain_weak,named,test_rx_11,11029,6971,18000,61.272222222222226
head_only,leo_rain_weak,named,test_unseen_day_unseen_rx,24040,17960,42000,57.23809523809524
head_only,leo_rain_weak,named,test_unseen_day_rx_0,3361,2639,6000,56.016666666666666
head_only,leo_rain_weak,named,test_unseen_day_rx_2,2450,3550,6000,40.833333333333336
head_only,leo_rain_weak,named,test_unseen_day_rx_5,3792,2208,6000,63.2
head_only,leo_rain_weak,named,test_unseen_day_rx_7,2929,3071,6000,48.81666666666667
head_only,leo_rain_weak,named,test_unseen_day_rx_9,3657,2343,6000,60.95
head_only,leo_rain_weak,named,test_unseen_day_rx_10,4129,1871,6000,68.81666666666666
head_only,leo_rain_weak,named,test_unseen_day_rx_11,3722,2278,6000,62.03333333333333
head_only,leo_rain_weak,receiver_all_days,0,15992,8008,24000,66.63333333333334
head_only,leo_rain_weak,receiver_all_days,1,4463,1537,6000,74.38333333333334
head_only,leo_rain_weak,receiver_all_days,2,11059,12941,24000,46.079166666666666
head_only,leo_rain_weak,receiver_all_days,3,4181,1819,6000,69.68333333333334
head_only,leo_rain_weak,receiver_all_days,4,4974,1026,6000,82.9
head_only,leo_rain_weak,receiver_all_days,5,17082,6918,24000,71.175
head_only,leo_rain_weak,receiver_all_days,6,4982,1018,6000,83.03333333333333
head_only,leo_rain_weak,receiver_all_days,7,10122,13878,24000,42.175
head_only,leo_rain_weak,receiver_all_days,8,4372,1628,6000,72.86666666666666
head_only,leo_rain_weak,receiver_all_days,9,16122,7878,24000,67.175
head_only,leo_rain_weak,receiver_all_days,10,14780,9220,24000,61.583333333333336
head_only,leo_rain_weak,receiver_all_days,11,14751,9249,24000,61.4625
head_only,leo_rain_weak,class,0,21384,11616,33000,64.8
head_only,leo_rain_weak,class,1,11820,21180,33000,35.81818181818182
head_only,leo_rain_weak,class,2,16970,16030,33000,51.42424242424242
head_only,leo_rain_weak,class,3,17266,15734,33000,52.32121212121212
head_only,leo_rain_weak,class,4,25542,7458,33000,77.4
head_only,leo_rain_weak,class,5,29898,3102,33000,90.6
permanent_detach,clean,aggregate,all,157491,40509,198000,79.5409090909091
permanent_detach,clean,named,test_unseen_day_seen_rx,28176,1824,30000,93.92
permanent_detach,clean,named,test_day_0,28176,1824,30000,93.92
permanent_detach,clean,named,test_seen_day_unseen_rx,97740,28260,126000,77.57142857142857
permanent_detach,clean,named,test_rx_0,14792,3208,18000,82.17777777777778
permanent_detach,clean,named,test_rx_2,10384,7616,18000,57.68888888888889
permanent_detach,clean,named,test_rx_5,16044,1956,18000,89.13333333333334
permanent_detach,clean,named,test_rx_7,11953,6047,18000,66.40555555555555
permanent_detach,clean,named,test_rx_9,15650,2350,18000,86.94444444444444
permanent_detach,clean,named,test_rx_10,14971,3029,18000,83.17222222222222
permanent_detach,clean,named,test_rx_11,13946,4054,18000,77.47777777777777
permanent_detach,clean,named,test_unseen_day_unseen_rx,31575,10425,42000,75.17857142857143
permanent_detach,clean,named,test_unseen_day_rx_0,4017,1983,6000,66.95
permanent_detach,clean,named,test_unseen_day_rx_2,3568,2432,6000,59.46666666666667
permanent_detach,clean,named,test_unseen_day_rx_5,4971,1029,6000,82.85
permanent_detach,clean,named,test_unseen_day_rx_7,5422,578,6000,90.36666666666666
permanent_detach,clean,named,test_unseen_day_rx_9,4293,1707,6000,71.55
permanent_detach,clean,named,test_unseen_day_rx_10,4715,1285,6000,78.58333333333333
permanent_detach,clean,named,test_unseen_day_rx_11,4589,1411,6000,76.48333333333333
permanent_detach,clean,receiver_all_days,0,18809,5191,24000,78.37083333333334
permanent_detach,clean,receiver_all_days,1,5059,941,6000,84.31666666666666
permanent_detach,clean,receiver_all_days,2,13952,10048,24000,58.13333333333333
permanent_detach,clean,receiver_all_days,3,5726,274,6000,95.43333333333334
permanent_detach,clean,receiver_all_days,4,5843,157,6000,97.38333333333334
permanent_detach,clean,receiver_all_days,5,21015,2985,24000,87.5625
permanent_detach,clean,receiver_all_days,6,5932,68,6000,98.86666666666666
permanent_detach,clean,receiver_all_days,7,17375,6625,24000,72.39583333333333
permanent_detach,clean,receiver_all_days,8,5616,384,6000,93.6
permanent_detach,clean,receiver_all_days,9,19943,4057,24000,83.09583333333333
permanent_detach,clean,receiver_all_days,10,19686,4314,24000,82.025
permanent_detach,clean,receiver_all_days,11,18535,5465,24000,77.22916666666667
permanent_detach,clean,class,0,32000,1000,33000,96.96969696969697
permanent_detach,clean,class,1,17736,15264,33000,53.74545454545454
permanent_detach,clean,class,2,20659,12341,33000,62.6030303030303
permanent_detach,clean,class,3,22473,10527,33000,68.1
permanent_detach,clean,class,4,32649,351,33000,98.93636363636364
permanent_detach,clean,class,5,31974,1026,33000,96.89090909090909
permanent_detach,leo_clear_weak,aggregate,all,127931,70069,198000,64.61161616161615
permanent_detach,leo_clear_weak,named,test_unseen_day_seen_rx,23949,6051,30000,79.83
permanent_detach,leo_clear_weak,named,test_day_0,23949,6051,30000,79.83
