arm,adapter_epoch,receiver,seed,k_shot,scenario,old_before,old_acc,seen_new_acc,H_old_new,average_forgetting,head_macs,persistent_state_bytes,scoring_latency_per_query_ms
E10,10,7-14,713102,1,leo_low_elev_weak,0.8083333333333333,0.6833333333333333,0.775,0.7262857142857143,0.125,901120,31201,0.010483499499969184
E10,10,7-14,713102,1,leo_rain_weak,0.8083333333333333,0.8,0.775,0.7873015873015874,0.008333333333333304,901120,31201,0.00850499200168997
E10,10,7-14,713102,10,leo_clear_weak,0.9166666666666666,0.9166666666666666,0.85,0.8820754716981131,0.0,4956160,57409,0.030690766288898885
E10,10,7-14,713102,10,leo_low_elev_weak,0.8916666666666667,0.875,0.875,0.875,0.01666666666666672,4956160,57409,0.030464259907603264
E10,10,7-14,713102,10,leo_rain_weak,0.8916666666666667,0.875,0.825,0.8492647058823529,0.01666666666666672,4956160,57409,0.03010507789440453
E10,10,7-14,713102,2,leo_clear_weak,0.9083333333333333,0.875,0.775,0.821969696969697,0.033333333333333326,1351680,34113,0.009520046296529472
E10,10,7-14,713102,2,leo_low_elev_weak,0.8416666666666667,0.8166666666666667,0.75,0.7819148936170214,0.025000000000000022,1351680,34113,0.008195833652280271
E10,10,7-14,713102,2,leo_rain_weak,0.875,0.85,0.75,0.7968749999999999,0.025000000000000022,1351680,34113,0.008282327326014638
E10,10,7-14,713102,20,leo_clear_weak,0.9166666666666666,0.9166666666666666,0.9,0.908256880733945,0.0,9461760,86529,0.034391009830869734
E10,10,7-14,713102,20,leo_low_elev_weak,0.9083333333333333,0.9083333333333333,0.875,0.891355140186916,0.0,9461760,86529,0.03230696602258831
E10,10,7-14,713102,20,leo_rain_weak,0.8833333333333333,0.875,0.85,0.8623188405797101,0.008333333333333304,9461760,86529,0.030253760633058846
E10,10,7-14,713102,5,leo_clear_weak,0.925,0.9166666666666666,0.725,0.8096446700507615,0.008333333333333415,2703360,42849,0.010562880197539926
E10,10,7-14,713102,5,leo_low_elev_weak,0.8833333333333333,0.8666666666666667,0.8,0.832,0.016666666666666607,2703360,42849,0.008530166815035045
